@relation train-weka.filters.unsupervised.attribute.NumericToNominal-R61-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute var_0 numeric
@attribute var_1 numeric
@attribute var_2 numeric
@attribute var_3 numeric
@attribute var_4 numeric
@attribute var_5 numeric
@attribute var_6 numeric
@attribute var_7 numeric
@attribute var_8 numeric
@attribute var_9 numeric
@attribute var_10 numeric
@attribute var_11 numeric
@attribute var_12 numeric
@attribute var_13 numeric
@attribute var_14 numeric
@attribute var_15 numeric
@attribute var_16 numeric
@attribute var_17 numeric
@attribute var_18 numeric
@attribute var_19 numeric
@attribute var_20 numeric
@attribute var_21 numeric
@attribute var_22 numeric
@attribute var_23 numeric
@attribute var_24 numeric
@attribute var_25 numeric
@attribute var_26 numeric
@attribute var_27 numeric
@attribute var_28 numeric
@attribute var_29 numeric
@attribute var_30 numeric
@attribute var_31 numeric
@attribute var_32 numeric
@attribute var_33 numeric
@attribute var_34 numeric
@attribute var_35 numeric
@attribute var_36 numeric
@attribute var_37 numeric
@attribute var_38 numeric
@attribute var_39 numeric
@attribute var_40 numeric
@attribute var_41 numeric
@attribute var_42 numeric
@attribute var_43 numeric
@attribute var_44 numeric
@attribute var_45 numeric
@attribute var_46 numeric
@attribute var_47 numeric
@attribute var_48 numeric
@attribute var_49 numeric
@attribute var_50 numeric
@attribute var_51 numeric
@attribute var_52 numeric
@attribute var_53 numeric
@attribute var_54 numeric
@attribute var_55 numeric
@attribute var_56 numeric
@attribute var_57 numeric
@attribute var_58 numeric
@attribute var_59 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute NewNumeric10 numeric
@attribute NewNumeric11 numeric
@attribute NewNumeric12 numeric
@attribute NewNumeric13 numeric
@attribute NewNumeric14 numeric
@attribute NewNumeric15 numeric
@attribute NewNumeric16 numeric
@attribute NewNumeric17 numeric
@attribute NewNumeric18 numeric
@attribute NewNumeric19 numeric
@attribute NewNumeric20 numeric
@attribute NewNumeric21 numeric
@attribute NewNumeric22 numeric
@attribute NewNumeric23 numeric
@attribute NewNumeric24 numeric
@attribute NewNumeric25 numeric
@attribute NewNumeric26 numeric
@attribute NewNumeric27 numeric
@attribute NewNumeric28 numeric
@attribute NewNumeric29 numeric
@attribute label {0,1}

@data
0.055721,0.115302,0.05749,0.074417,0.088511,0.02293,0.051125,0.131422,0.279638,0.365365,0.43464,0.446366,0.316907,0.102609,0.125088,0.435477,0.66791,0.69361,0.78603,0.935895,0.984928,0.805928,0.553778,0.630571,0.684889,0.655799,0.378191,0.157163,0.172644,0.337147,0.360693,0.186901,0.183766,0.331638,0.384678,0.50373,0.566696,0.308724,0.251874,0.235403,0.19502,0.235653,0.107979,0.11698,0.19619,0.267142,0.219305,0.252471,0.297325,0.299394,0.11753,0.107759,0.27809,0.073314,0.176606,0.110256,0.323864,0.032258,0.247934,0.231111,0.329854,0.961384,0.60993,0.067744,0.517932,0.515152,0.737165,0.394773,0.34274,0.118846,0.25263,0.335168,0.291463,0.756165,0.179056,0.466848,0.054981,0.446011,0.686711,0.493429,0.08393,0.733856,0.329025,0.394756,0.429074,0.704041,0.46527,0.898709,0.250839,0.394203,1
0.193908,0.191599,0.086071,0.02758,0.080396,0.23577,0.297583,0.392062,0.311732,0.418418,0.37933,0.588218,0.885448,0.817263,1,1,0.949021,0.898701,0.709026,0.477954,0.164629,0.35399,0.56448,0.269747,0.152067,0.535411,0.5156,0.356731,0.313073,0.46246,0.555701,0.499087,0.296335,0.210493,0.121101,0.279839,0.37787,0.392534,0.39441,0.346296,0.271801,0.316728,0.093495,0.159495,0.169463,0.149342,0.112821,0.147948,0.133266,0.098182,0.103586,0.045977,0.025281,0.079179,0.004587,0.217949,0.153409,0.048387,0.137741,0.248889,0.565939,0.27791,0.786211,0.255191,0.789483,0.961756,0.294939,0.407822,0.969106,0.436026,0.873673,0.69942,0.415624,0.638265,0.804697,0.115472,0.103413,0.115022,0.870758,0.09383,0.875726,0.483439,0.036831,0.789106,0.445703,0.352056,0.296406,0.295108,0.678044,0.428212,1
0.079495,0.031719,0.056833,0.019734,0.093584,0.148907,0.133093,0.016759,0.126536,0.115687,0.159373,0.181565,0.266754,0.23564,0.258,0.185528,0.211895,0.286649,0.37692,0.414491,0.461741,0.534529,0.600932,0.66612,0.816922,0.87036,0.915537,0.893475,0.744475,0.644328,0.651951,0.525217,0.334558,0.221092,0.116498,0.205948,0.223486,0.23812,0.267081,0.211656,0.150434,0.314652,0.330014,0.2185,0.208558,0.176358,0.167693,0.214435,0.164059,0.312727,0.135458,0.04454,0.064607,0.029326,0.025229,0.112821,0.383523,0.308756,0.07438,0.257778,0.576651,0.507032,0.808179,0.696681,0.908462,0.199505,0.67739,0.510346,0.630207,0.367617,0.471437,0.504585,0.146067,0.158013,0.412785,0.996998,0.390761,0.778906,0.644218,0.575238,0.983564,0.413055,0.345296,0.519545,0.354702,0.457194,0.63655,0.510751,0.702636,0.997408,1
0.122585,0.013716,0.205979,0.093676,0.067461,0.154842,0.214226,0.30849,0.102119,0.033748,0.161368,0.474355,0.428115,0.262968,0.013542,0.041726,0.188063,0.435117,0.349779,0.531999,0.629427,0.703039,0.813712,0.873579,1,0.843815,0.638933,0.494339,0.459654,0.403945,0.440266,0.471018,0.515384,0.540117,0.525008,0.523286,0.4274,0.213476,0.089312,0.4061,0.433932,0.611844,0.545196,0.319376,0.225476,0.154142,0.117892,0.236298,0.164059,0.084848,0.025896,0.114943,0.317416,0.296188,0.190367,0.348718,0.196023,0.036866,0.14876,0.515556,0.737004,0.918113,0.036255,0.790473,0.746178,0.253212,0.07569,0.134883,0.626669,0.092563,0.746562,0.924555,0.603058,0.610658,0.054543,0.40032,0.390558,0.684709,0.815538,0.693366,0.464012,0.371657,0.505559,0.790632,0.934223,0.582014,0.27277,0.690517,0.162058,0.003155,1
0.147103,0.158165,0.154074,0.099144,0.147096,0.128136,0.173104,0.009482,0.09352,0.196482,0.118175,0.207796,0.52057,0.34289,0.168723,0.099125,0,0.355429,0.726594,0.991973,0.979132,0.880786,0.651584,0.414609,0.293905,0.70988,0.959134,0.727563,0.46372,0.084014,0.275234,0.421269,0.282789,0.327822,0.325765,0.212298,0.230921,0.243631,0.14018,0.291394,0.254545,0.205617,0.274279,0.141587,0.140034,0.174301,0.264216,0.348607,0.392226,0.532121,0.060757,0.189655,0.345506,0.392962,0.107798,0.115385,0.176136,0.200461,0.15978,0.071111,0.056489,0.897767,0.878659,0.750079,0.514012,0.060818,0.222908,0.03161,0.846485,0.454785,0.657841,0.168015,0.523638,0.374655,0.382173,0.00596,0.277585,0.157721,0.086206,0.173049,0.619538,0.083942,0.649888,0.582754,0.162478,0.233452,0.546681,0.311087,0.675688,0.082802,1
0.043834,0.063009,0.09067,0.088921,0.224195,0.171567,0.078911,0.044983,0.094748,0.23452,0.234212,0.13643,0.208024,0.05579,0.215468,0.504681,0.713087,0.768935,0.602567,0.304473,0.339481,0.207604,0.340468,0.729638,0.858589,0.804274,0.765942,0.779951,0.546706,0.306418,0.332679,0.394911,0.303791,0.156969,0.245883,0.314012,0.113383,0.069148,0.140287,0.195316,0.094268,0.107082,0.110694,0.12252,0.140176,0.131103,0.077146,0.121893,0.053508,0.21697,0.055777,0.320402,0.30618,0.366569,0.243119,0.14359,0.15625,0.057604,0.195592,0.173333,0.75021,0.106652,0.972899,0.942255,0.144614,0.277416,0.537297,0.122672,0.881321,0.439176,0.332587,0.163098,0.566811,0.823785,0.278923,0.577017,0.493324,0.487443,0.6675,0.430746,0.508263,0.011943,0.549727,0.424227,0.869933,0.512468,0.275475,0.313353,0.959301,0.673488,1
0.112184,0.071153,0.159658,0.053971,0.049455,0.063394,0.064462,0.105843,0.028102,0.051623,0.028368,0.237104,0.114552,0.069609,0.088374,0.155302,0.126308,0,0.086472,0.153039,0.1543,0.027602,0.148564,0.102756,0,0.134376,0.437126,0.636785,0.618432,0.575787,0.7155,0.567321,0.573034,0.87239,0.946916,0.970262,0.810737,0.616616,0.577104,0.656972,0.589461,0.58083,0.44045,0.246844,0.161217,0.087767,0.164976,0.293501,0.2842,0.226667,0.087649,0.041667,0.477528,0.469208,0.155963,0.117949,0.309659,0.398618,0.807163,0.253333,0.388479,0.615016,0.550553,0.085587,0.289929,0.531968,0.473453,0.819727,0.761007,0.7607,0.99148,0.6748,0.108976,0.048374,0.226596,0.432501,0.280178,0.906525,0.986406,0.275398,0.571548,0.93664,0.23386,0.603597,0.220958,0.912524,0.091955,0.275243,0.463383,0.116892,1
0.262259,0.133733,0.134034,0.069425,0.436216,0.409765,0.210336,0.168026,0.261671,0.27742,0.400285,0.422333,0.4992,0.372486,0.583709,0.784246,0.972956,1,0.983484,0.851241,0.835898,0.899152,0.559924,0.38869,0.567988,0.646767,0.620653,0.485591,0.538991,0.436744,0.462939,0.332497,0.366691,0.390249,0.213869,0.096371,0.105073,0.050016,0.235382,0.333551,0.265084,0.324542,0.221518,0.075238,0.174865,0.3017,0.398044,0.321653,0.213529,0.196364,0.092629,0.047414,0.109551,0.196481,0.208716,0.15641,0.164773,0.129032,0.115702,0.208889,0.85525,0.235276,0.733109,0.66172,0.355161,0.648109,0.955659,0.435634,0.471393,0.758571,0.903198,0.328138,0.599732,0.184712,0.557742,0.495383,0.670156,0.284422,0.477355,0.840776,0.892628,0.958689,0.506942,0.091394,0.029333,0.086954,0.708024,0.629832,0.896089,0.328772,1
0.47474,0.243892,0.271682,0.074655,0.099163,0.176693,0.178105,0.237045,0.349816,0.246675,0.362366,0.570487,0.493531,0.176446,0.281773,0.394565,0.568646,0.666701,0.58826,0.4497,0.288153,0.142197,0.160962,0.148243,0.199062,0.199912,0.262948,0.449876,0.686197,0.724747,0.814694,0.86456,0.655046,0.713302,0.738161,0.815423,0.936038,1,0.897623,0.756427,0.746149,0.713309,0.597181,0.468822,0.212113,0.166758,0.236509,0.35879,0.291772,0.284848,0.134462,0.183908,0.519663,0.093842,0.057339,0.05641,0.059659,0.359447,0.297521,0.324444,0.681682,0.261777,0.243531,0.773009,0.30252,0.718449,0.508921,0.598752,0.358888,0.414895,0.461618,0.734276,0.129375,0.266798,0.860584,0.304429,0.032271,0.37352,0.702717,0.272261,0.025162,0.922541,0.237235,0.559463,0.289186,0.163051,0.849131,0.452298,0.03986,0.505673,1
0.061664,0.034291,0.014126,0.095578,0.173726,0.207985,0.245902,0.096803,0.060964,0.04004,0.111048,0.172333,0.283471,0.278746,0.40977,0.467332,0.522329,0.613403,0.690722,0.777183,0.946564,1,0.962382,0.941809,0.856991,0.768146,0.632419,0.4331,0.451522,0.5808,0.484739,0.318462,0.342119,0.331108,0.084791,0.059577,0.003061,0.008111,0.141679,0.223529,0.152519,0.071795,0.020561,0.100232,0.092835,0.028799,0.092177,0.115903,0.132256,0.122424,0.160359,0.022989,0.205056,0.302053,0.165138,0.138462,0,0.039171,0.068871,0.093333,0.977003,0.370739,0.048855,0.641333,0.46253,0.954212,0.701015,0.382474,0.20901,0.889984,0.46284,0.802383,0.430434,0.053583,0.17044,0.959062,0.823116,0.751515,0.561354,0.954302,0.296835,0.517015,0.094149,0.195506,0.527445,0.92299,0.233693,0.4333,0.960432,0.50282,1
0.178306,0.186027,0.040079,0.006182,0.06036,0.086863,0.058627,0.159868,0.11809,0.095238,0,0.267292,0.240733,0.081675,0.143043,0.210666,0.178323,0.075844,0.061435,0.054473,0.180438,0,0.158631,0.219752,0.030691,0.149466,0.566341,0.84119,0.840179,0.747085,0.825485,0.668188,0.637194,0.90461,0.988238,0.934274,0.722611,0.556307,0.589098,0.713072,0.612739,0.633822,0.4764,0.257279,0.214956,0.069665,0.168598,0.2941,0.264513,0.227879,0.099602,0.03592,0.511236,0.42522,0.130734,0.238462,0.198864,0.172811,0.23416,0.395556,0.175282,0.227367,0.965729,0.980173,0.898034,0.462958,0.049229,0.534102,0.424053,0.872644,0.930569,0.051426,0.898356,0.479404,0.665517,0.558716,0.042328,0.075028,0.698627,0.69339,0.989524,0.416652,0.872109,0.226392,0.238745,0.661238,0.736471,0.385366,0.414926,0.498296,1
0.078752,0.026575,0.096255,0.060152,0.004565,0.175614,0.178105,0.128997,0.099969,0.112684,0.060299,0.089097,0.14159,0.138806,0.229311,0.282109,0.329189,0.340987,0.286871,0.260809,0.376476,0.38621,0.43446,0.585698,0.674766,0.822227,0.881815,0.629889,0.302335,0.283535,0.483758,0.477864,0.268508,0.440276,0.506495,0.508266,0.480538,0.469897,0.453202,0.473094,0.444239,0.343956,0.296909,0.122262,0.013506,0.072271,0.069359,0.032046,0.054518,0.093333,0.108566,0.070402,0.064607,0.085044,0.146789,0.089744,0.142045,0.016129,0.140496,0.075556,0.596018,0.63934,0.127712,0.37969,0.51286,0.127252,0.086651,0.363735,0.946418,0.217515,0.448175,0.794871,0.094515,0.503584,0.033033,0.627346,0.886375,0.518033,0.66207,0.434451,0.734863,0.767711,0.470472,0.198848,0.753834,0.07451,0.204875,0.849253,0.090573,0.012617,1
0.135958,0.077154,0.038108,0.036377,0.137712,0.134071,0.133926,0.099449,0.140356,0.14014,0.104918,0.138189,0.151039,0.135918,0.165413,0.17871,0.131178,0.132156,0.094993,0.082406,0.202045,0.228439,0.394935,0.635591,0.899936,1,0.799034,0.600556,0.505838,0.310995,0.246784,0.070288,0.090518,0.145204,0.176844,0.172077,0.008528,0.07414,0.148961,0.257516,0.323104,0.349695,0.245959,0.089668,0.107762,0.124794,0.079862,0.073076,0.133771,0.115152,0.139442,0.087644,0.162921,0.205279,0.174312,0.102564,0.071023,0.029954,0.132231,0.075556,0.492941,0.93028,0.216443,0.4633,0.791562,0.454221,0.704421,0.720051,0.681042,0.514614,0.877798,0.985666,0.483631,0.772412,0.551049,0.152192,0.709512,0.733378,0.015808,0.001708,0.925585,0.353269,0.264522,0.679928,0.094642,0.249947,0.640981,0.982355,0.51785,0.229785,1
0.159733,0.09087,0.101511,0.121493,0.0667,0.107095,0.213115,0.145094,0.07586,0.039468,0.229081,0.322098,0.385812,0.24059,0.379175,0.492062,0.276241,0.340779,0.662424,0.711794,0.478605,0.402964,0.680725,0.808729,0.763534,0.883577,0.887488,0.888123,0.855088,0.788929,0.551341,0.232999,0.313137,0.148702,0.229518,0.552823,0.473431,0.061974,0.129685,0.069063,0.342907,0.450427,0.344756,0.138882,0.201592,0.231349,0.133647,0.189877,0.072691,0.273939,0.060757,0.21408,0.396067,0.240469,0.231651,0.230769,0.144886,0.029954,0.179063,0.075556,0.875168,0.674233,0.456576,0.041832,0.92847,0.074515,0.740408,0.017125,0.386345,0.186727,0.726564,0.10417,0.17478,0.775046,0.981368,0.882432,0.051096,0.812571,0.866623,0.531178,0.433524,0.703005,0.926733,0.488511,0.281912,0.843435,0.140103,0.12123,0.79383,0.363034,1
0.141902,0.050579,0.052234,0.022349,0.137205,0.245482,0.280356,0.181257,0.166615,0.107679,0.176336,0.079719,0.108301,0.066206,0.063296,0.098921,0.14413,0.228364,0.294551,0.348245,0.519182,0.582752,0.684434,0.755148,0.783994,0.901421,0.874672,0.788905,0.79045,0.69271,0.645847,0.674121,0.572509,0.631267,0.641812,0.67379,0.645309,0.492253,0.376847,0.343791,0.248871,0.179976,0.171085,0.213476,0.172732,0.13412,0.081854,0.081761,0.090358,0.111515,0.017928,0.056034,0.123596,0.249267,0.28211,0.302564,0.125,0.02765,0.013774,0.075556,0.135919,0.42022,0.946363,0.492298,0.955351,0.720737,0.544622,0.513131,0.723631,0.513612,0.824799,0.11984,0.169762,0.993142,0.250632,0.143807,0.756522,0.290548,0.820251,0.760474,0.621373,0.851419,0.589189,0.2565,0.95515,0.333014,0.031477,0.962326,0.987566,0.819618,1
0.055721,0.080583,0.045992,0.102473,0.19579,0.240896,0.415949,0.444542,0.402488,0.411411,0.415538,0.487837,0.537724,0.508198,0.694352,0.845308,1,0.924987,0.843257,0.787029,0.804174,0.873805,0.714104,0.601168,0.697251,0.830158,0.6133,0.465624,0.613324,0.689659,0.602027,0.437129,0.381077,0.400636,0.154137,0.191028,0.220752,0.099407,0.129792,0.330501,0.186219,0.243956,0.16449,0.145452,0.276656,0.301015,0.349511,0.448637,0.390207,0.237576,0.121514,0.168103,0.191011,0.193548,0.146789,0.14359,0.21875,0.029954,0.143251,0.057778,0.046241,0.479336,0.993896,0.604136,0.030775,0.288219,0.56305,0.303035,0.197386,0.260018,0.65025,0.427573,0.985764,0.878118,0.443185,0.642401,0.109994,0.558045,0.704823,0.018992,0.635968,0.046728,0.597743,0.744372,0.232096,0.789168,0.7122,0.742873,0.565575,0.485044,1
0.112927,0.126018,0.089685,0.079886,0.142785,0.110602,0.155043,0.127453,0.084306,0.0715,0.192872,0.474795,0.626399,0.506858,0.629652,0.716365,0.497772,0.357714,0.226173,0.287778,0.45879,0.637848,0.723323,0.919373,1,0.752175,0.537031,0.606011,0.857694,0.628637,0.467408,0.522478,0.29959,0.303551,0.271351,0.216331,0.048436,0.022876,0.072607,0.053268,0.135495,0.113187,0.212466,0.244911,0.157378,0.262891,0.265665,0.1174,0.179707,0.327273,0.167331,0.127874,0.328652,0.096774,0.146789,0.307692,0.272727,0.117512,0.085399,0.057778,0.266336,0.976869,0.726827,0.694698,0.206534,0.550297,0.911811,0.645356,0.572637,0.756339,0.72698,0.967287,0.594055,0.602573,0.095358,0.114038,0.087703,0.210908,0.817935,0.521221,0.546337,0.421726,0.438594,0.14753,0.340044,0.718509,0.238246,0.718615,0.829817,0.20572,1
0.197623,0.168881,0.248357,0.178554,0.115141,0.252226,0.004168,0.136494,0.187193,0.147719,0.087669,0.08177,0,0.094668,0.101715,0.192143,0.125065,0.240519,0.346097,0.360445,0.311762,0.075824,0.068348,0.265137,0.094203,0.187796,0.418847,0.744751,0.8995,0.761578,0.466972,0.23722,0.514019,0.643031,0.35021,0.452823,0.656899,0.633358,0.551403,0.341612,0.223741,0.072894,0,0,0,0,0,0,0,0,0,0.061782,0.651685,0.565982,0.08945,0.341026,0.457386,0.172811,0.380165,0.466667,0.418872,0.967022,0.486358,0.723076,0.054286,0.388091,0.201799,0.966604,0.431604,0.81206,0.380682,0.993465,0.907714,0.233017,0.093309,0.58171,0.928498,0.036388,0.495169,0.607937,0.732594,0.954526,0.832711,0.671289,0.480499,0.050601,0.544069,0.514105,0.083036,0.684743,1
0.130015,0.156451,0.135677,0.035426,0.224956,0.234691,0.391498,0.340904,0.465909,0.285714,0.182751,0.197245,0.288705,0.038362,0.063096,0.214838,0.285048,0.272623,0.482222,0.443172,0.555544,0.470626,0.398962,0.544104,0.64951,0.605133,0.695766,0.802388,0.66545,0.330609,0.089928,0.251027,0.487661,0.777424,0.850363,0.849496,0.693309,0.594156,0.489612,0.286166,0.017371,0.339194,0.365317,0.548312,0.375462,0.190071,0.19033,0.402216,0.193337,0.392727,0.231076,0.020115,0.168539,0.434018,0.139908,0.417949,0.502841,0.179724,0.245179,0.115556,0.352433,0.54313,0.971902,0.799061,0.508502,0.920096,0.181492,0.89203,0.413295,0.495807,0.498644,0.229422,0.735935,0.86631,0.483987,0.815321,0.976322,0.961564,0.403379,0.651551,0.406047,0.265283,0.529088,0.014311,0.599619,0.387347,0.33492,0.999441,0.578551,0.49985,1
0.243685,0.303043,0.102168,0.05088,0.076845,0.182358,0.264796,0.139361,0.034244,0.109681,0.107056,0.10888,0.290449,0.262555,0.207443,0.109709,0.139882,0.058597,0.062802,0.080693,0.07968,0.264418,0.091872,0.207458,0.547741,0.766054,0.701439,0.588102,0.539512,0.596273,0.78232,0.973984,0.835766,0.698993,0.834305,1,1,0.778101,0.565003,0.36634,0.257672,0.274481,0.381223,0.433265,0.428917,0.300741,0.238319,0.322851,0.282181,0.042424,0.09761,0.215517,0.66573,0.093842,0.438073,0.266667,0.096591,0.207373,0.253444,0.208889,0.316581,0.173831,0.010224,0.06111,0.070723,0.645517,0.925373,0.950411,0.371381,0.901202,0.249196,0.275504,0.298845,0.015188,0.2318,0.046126,0.366839,0.365417,0.745943,0.986877,0.532893,0.255591,0.192125,0.470371,0.609744,0.904795,0.035331,0.45587,0.747272,0.833773,1
0.202823,0.261037,0.208607,0.205183,0.392594,0.587537,0.568491,0.436163,0.212531,0.105677,0.306344,0.49956,0.367059,0.263277,0.321597,0.42469,0.548026,0.434286,0.405428,0.618258,0.360455,0.13962,0.31546,0.914455,0.932971,0.407424,0.240571,0.6514,0.794412,0.367985,0.513407,0.748288,0.558122,0.919661,0.781426,0.710988,0.794227,0.417802,0.282502,0.331808,0.283613,0.347009,0.06802,0.240531,0.220785,0.223944,0.226729,0.224019,0.228168,0.077576,0.153386,0.025862,0.41573,0.175953,0.461009,0.184615,0.423295,0.099078,0.548209,0.297778,0.861972,0.374519,0.343301,0.599454,0.208213,0.90993,0.562262,0.753448,0.864343,0.641471,0.310826,0.044606,0.335595,0.069353,0.834413,0.319478,0.474166,0.477779,0.065619,0.037707,0.201528,0.937815,0.601487,0.071248,0.193693,0.270102,0.406851,0.210044,0.369373,0.10055,1
0.048291,0.024003,0.078187,0.102473,0.286584,0.397356,0.350653,0.205513,0.135135,0.254826,0.223664,0.338658,0.555459,0.279984,0.287892,0.525544,0.380582,0.12426,0.266148,0.347924,0.319351,0.402642,0.620006,0.44688,0.574702,0.855711,0.826137,0.760086,0.487177,0.413752,0.5339,0.567207,0.353565,0.359194,0.734274,0.774294,0.383446,0.029531,0.354787,0.653268,0.364794,0.275458,0.283848,0.393069,0.275377,0.215304,0.086744,0.161126,0.0737,0.082424,0.186255,0.066092,0.252809,0.536657,0.158257,0.379487,0.440341,0.108295,0.517906,0.426667,0.780844,0.749267,0.295503,0.440618,0.872167,0.472026,0.838587,0.813288,0.656188,0.13103,0.565759,0.872451,0.232039,0.494769,0.864173,0.118028,0.888489,0.99623,0.251625,0.670789,0.496703,0.206947,0.466204,0.280612,0.597092,0.139826,0.463567,0.218023,0.33902,0.82883,1
0.066865,0.061723,0.03975,0.00428,0.03652,0.254114,0.248124,0.084895,0.13145,0.088803,0.058874,0.056565,0.116732,0.093843,0.169526,0.246489,0.298726,0.35761,0.394382,0.3811,0.414945,0.363656,0.290664,0.386538,0.410273,0.47329,0.74283,0.948847,1,0.900185,0.850338,0.817777,0.712486,0.629571,0.558147,0.572278,0.543735,0.341999,0.139002,0.08159,0.033121,0.224054,0.346955,0.37194,0.332812,0.228744,0.18381,0.357892,0.355376,0.202424,0.106574,0.112069,0.030899,0.214076,0.12156,0.05641,0.073864,0.071429,0.190083,0.155556,0.89789,0.174086,0.347969,0.647209,0.733418,0.302435,0.994892,0.138135,0.026474,0.169353,0.369097,0.541136,0.806931,0.859003,0.962942,0.143913,0.019636,0.683629,0.830962,0.156384,0.774298,0.758865,0.722328,0.988384,0.920246,0.065085,0.432633,0.387481,0.197107,0.59378,1
0.054978,0.204886,0.093298,0.056824,0.148364,0.259239,0.62045,0.513782,0,0.252967,0.160941,0.242673,0.425062,0.110034,0.214465,0.233666,0.2321,0.250494,0.189775,0,0.097913,0.052626,0.117092,0.158181,0.19821,0.181628,0.058304,0.522026,0.700167,0.595837,0.465882,0.640233,0.706815,0.638262,0.562749,0.750302,0.91417,0.922221,1,1,1,0.959096,0.724169,0.365627,0.626528,0.755211,0.784317,0.870021,1,0.944242,0.394422,0.229885,0.404494,0.304985,0.438073,0.346154,0.073864,0.354839,0.289256,0.568889,0.013974,0.747311,0.942926,0.178302,0.085793,0.633197,0.520123,0.035983,0.857352,0.93837,0.026743,0.306427,0.713326,0.12558,0.795777,0.800659,0.595298,0.249022,0.451602,0.18023,0.341944,0.884646,0.630561,0.022382,0.927499,0.316338,0.718161,0.658945,0.340284,0.188762,1
0.073551,0.183026,0.193495,0.092962,0.134415,0.064473,0.11142,0.063506,0.150031,0.287001,0.18717,0.243992,0.403256,0.180056,0.056274,0.226745,0.342762,0.356779,0.571744,0.603917,0.557441,0.417248,0.411783,0.353652,0.62127,0.883247,0.892636,0.483326,0.304942,0.166394,0.116743,0.372204,0.405649,0.304187,0.286489,0.406149,0.563088,0.389519,0.549154,0.533878,0.321019,0.335287,0.304022,0.296058,0.164202,0.099287,0.112459,0.095238,0.227158,0.202424,0.077689,0.100575,0.146067,0.478006,0.405963,0.128205,0.315341,0.437788,0.402204,0.248889,0.472121,0.213699,0.611838,0.204475,0.669358,0.649508,0.779903,0.40734,0.547059,0.053379,0.539594,0.723008,0.292831,0.582945,0.592654,0.897933,0.39725,0.744496,0.370567,0.413582,0.588643,0.795929,0.134309,0.711212,0.537658,0.424664,0.041558,0.990002,0.587551,0.609058,1
0.172363,0.189027,0.122536,0.043034,0.31651,0.3256,0.41067,0.46086,0.11855,0.064064,0.080399,0.091589,0.185928,0.129009,0.182365,0.275697,0.172003,0.246545,0.475805,0.162243,0.4707,0.491462,0.326799,0.566438,0.484335,0.528032,0.370312,0.346439,0.654399,0.853874,0.825158,0.419671,0.304736,0.517223,0.670246,0.729133,0.624426,0.692212,0.907903,0.965359,0.855935,0.878022,1,1,0.854279,0.619035,0.560666,0.556754,0.482585,0.249697,0.205179,0.119253,0.41573,0.249267,0.275229,0.497436,0.0625,0.4447,0.699725,0.773333,0.255261,0.028598,0.289173,0.277601,0.610127,0.571125,0.406307,0.263301,0.579997,0.609806,0.705715,0.505058,0.044326,0.448428,0.479206,0.146371,0.528262,0.558588,0.638684,0.781362,0.638306,0.333311,0.268935,0.618194,0.105308,0.333194,0.232765,0.663133,0.853373,0.342317,1
0.184993,0.101157,0.19908,0.119353,0.269338,0.231184,0.470408,0.372657,0.209613,0.242385,0.290663,0.098183,0.217619,0.385583,0.517203,0.727661,0.902808,0.923117,0.730065,0.407427,0.483874,0.672645,0.762107,0.832394,0.710465,0.60337,0.55447,0.397489,0.321831,0.393811,0.237955,0.184847,0.153838,0.058612,0.358188,0.580948,0.489394,0.204222,0.067252,0.340632,0.420382,0.35641,0.217768,0.226875,0.239266,0.099973,0.215502,0.38844,0.377587,0.081212,0.253984,0.143678,0.289326,0.217009,0.082569,0.179487,0.286932,0.357143,0.603306,0.742222,0.008971,0.517696,0.380623,0.866145,0.623705,0.503002,0.723787,0.3563,0.021051,0.381824,0.44641,0.276688,0.187587,0.595993,0.04073,0.893869,0.471997,0.678204,0.843236,0.895368,0.366961,0.047412,0.340573,0.886571,0.682481,0.47454,0.039679,0.577522,0.965253,0.280359,1
0.008172,0.030862,0.025296,0.078222,0.117423,0.29161,0.309253,0.214112,0.178747,0.110825,0.086957,0.14786,0.195813,0.130865,0.182064,0.15978,0.116879,0.142649,0.101094,0.09878,0.183917,0.138116,0.297234,0.572585,0.840686,1,0.837903,0.652532,0.537531,0.338019,0.299869,0.18827,0.151528,0.213567,0.299069,0.220565,0.048546,0.037954,0.085136,0.201743,0.26161,0.299267,0.256433,0.122133,0.132357,0.132337,0.068997,0.130279,0.169611,0.066667,0.078685,0.152299,0.140449,0.070381,0.057339,0,0.042614,0.099078,0.063361,0.044444,0.102161,0.703299,0.415085,0.825671,0.873901,0.684417,0.576741,0.045091,0.676248,0.138402,0.537977,0.089441,0.589501,0.026824,0.874096,0.354114,0.765289,0.597777,0.71916,0.058816,0.782485,0.436275,0.700889,0.453897,0.418182,0.897156,0.984133,0.994455,0.022779,0.687944,1
