@relation blood-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R5-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R5-weka.filters.unsupervised.attribute.NumericToNominal-R5-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute 'Recency (months)' numeric
@attribute 'Frequency (times)' numeric
@attribute 'Monetary (c.c. blood)' numeric
@attribute 'Time (months)' numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute 'whether he/she donated blood in March 2007' {0,1}

@data
0.054054,0.102041,0.102041,0.458333,0.438995,0.073936,0
0.054054,0.020408,0.020408,0.020833,0.03226,0.230761,1
0.027027,0,0,0,0.784624,0.927466,0
0.121622,0.020408,0.020408,0.145833,0.831655,0.621157,1
0.202703,0.306122,0.306122,0.833333,0.686132,0.636957,0
0.027027,0.183673,0.183673,0.489583,0.863516,0.923036,0
0.216216,0.081633,0.081633,0.71875,0.450039,0.57551,0
0.027027,0.265306,0.265306,0.479167,0.042923,0.43376,1
0.148649,0,0,0.09375,0.006314,0.837888,0
0.162162,0.204082,0.204082,0.385417,0.081059,0.765019,0
0.027027,0.142857,0.142857,0.270833,0.269316,0.407656,1
0.148649,0.142857,0.142857,0.479167,0.87243,0.166079,0
0.310811,0.040816,0.040816,0.322917,0.206674,0.541849,0
0.121622,0,0,0.072917,0.048856,0.537896,0
0.027027,0,0,0,0.292789,0.592548,1
0.148649,0.326531,0.326531,0.802083,0.726992,0.453684,1
0.054054,0.122449,0.122449,0.270833,0.700377,0.591219,0
0.054054,0.142857,0.142857,0.25,0.731029,0.061084,1
0.216216,0.040816,0.040816,0.395833,0.666492,0.184335,0
0.148649,0,0,0.09375,0.733358,0.956913,0
0.310811,0.020408,0.020408,0.885417,0.958701,0.927753,0
0.189189,0,0,0.125,0.82334,0.997532,0
0.175676,0.061224,0.061224,0.197917,0.262629,0.522536,0
0.121622,0,0,0.072917,0.988013,0.536197,0
0.148649,0.061224,0.061224,0.614583,0.613818,0.306316,0
0.054054,0,0,0.020833,0.868374,0.763332,0
0.216216,0.081633,0.081633,0.395833,0.704863,0.202029,1
0.027027,0.102041,0.102041,0.270833,0.941073,0.666466,0
0.054054,0,0,0.020833,0.013053,0.369767,0
0.054054,0.081633,0.081633,0.09375,0.96771,0.623674,1
0.148649,0.081633,0.081633,0.5,0.214236,0.007705,0
0.148649,0,0,0.09375,0.152547,0.797654,0
0.027027,0.040816,0.040816,0.145833,0.2754,0.104509,1
0.027027,0.816327,0.816327,1,0.954361,0.307164,1
0.027027,0,0,0,0.951474,0.458305,1
0.054054,0,0,0.020833,0.909269,0.618347,0
0.027027,0,0,0,0.151075,0.946258,0
0.027027,0.040816,0.040816,0.208333,0.138755,0.720557,0
0.054054,0,0,0.020833,0.781489,0.853993,1
0.054054,0,0,0.020833,0.440755,0.429601,1
0.310811,0,0,0.21875,0.234891,0.055541,0
0.216216,0.204082,0.204082,0.395833,0.991545,0.595912,0
0.216216,0,0,0.145833,0.635826,0.972175,0
0.121622,0.163265,0.163265,0.375,0.722292,0.085948,0
0.054054,0.081633,0.081633,0.583333,0.334242,0.532471,0
0.054054,0.122449,0.122449,0.583333,0.37654,0.152221,0
0.054054,0,0,0.020833,0.898864,0.806102,0
0.027027,0.081633,0.081633,0.322917,0.103515,0.210651,1
0.027027,0.081633,0.081633,0.25,0.042458,0.590319,0
0.162162,0.204082,0.204082,0.21875,0.197011,0.103533,0
0.216216,0,0,0.145833,0.493537,0.990797,0
0.054054,0,0,0.020833,0.250776,0.642205,0
0.216216,0.22449,0.22449,0.5,0.818334,0.957421,0
0.054054,0.081633,0.081633,0.145833,0.568679,0.595597,1
0.054054,0.22449,0.22449,0.333333,0.592356,0.810828,1
0.148649,0.102041,0.102041,0.270833,0.14157,0.319138,0
0.027027,0.22449,0.22449,1,0.122602,0.026945,0
0.067568,0.102041,0.102041,0.270833,0.882655,0.903081,0
0.054054,0.204082,0.204082,0.645833,0.129529,0.934453,1
0.216216,0,0,0.145833,0.099304,0.06014,0
0.283784,0,0,0.197917,0.412127,0.524061,0
0.310811,0.142857,0.142857,0.458333,0.371617,0.969365,0
0.027027,0.061224,0.061224,0.145833,0.539934,0.268686,0
0.283784,0.020408,0.020408,0.34375,0.106703,0.946544,0
0.027027,0.020408,0.020408,0.020833,0.04262,0.710028,1
0.148649,0,0,0.09375,0.042497,0.120964,0
0.027027,0.122449,0.122449,0.458333,0.400753,0.5798,1
0.054054,0.102041,0.102041,0.385417,0.886102,0.264192,0
0.189189,0.122449,0.122449,0.447917,0.380627,0.392743,0
0.310811,0.142857,0.142857,0.697917,0.08897,0.538603,0
0.189189,0,0,0.125,0.901529,0.773804,0
0.027027,0.102041,0.102041,0.270833,0.484949,0.211723,1
0.054054,0.122449,0.122449,0.208333,0.675602,0.263279,1
0.054054,0.081633,0.081633,0.583333,0.147022,0.316975,0
0.310811,0.081633,0.081633,0.322917,0.318438,0.981419,0
0.108108,0.163265,0.163265,0.583333,0.354761,0.832312,0
0.027027,0,0,0,0.492825,0.327944,1
0.283784,0.020408,0.020408,0.25,0.006873,0.195212,0
0.027027,0,0,0,0.918552,0.842104,0
0.310811,0.040816,0.040816,0.40625,0.161837,0.875888,0
0.081081,0.326531,0.326531,0.708333,0.757954,0.455386,0
0.027027,1,1,1,0.64455,0.29011,1
0.189189,0.040816,0.040816,0.84375,0.969876,0.631628,0
0.027027,0.22449,0.22449,0.708333,0.817999,0.548861,1
0.283784,0,0,0.197917,0.713994,0.308287,0
0.283784,0,0,0.197917,0.686372,0.414122,0
0.054054,0,0,0.020833,0.782942,0.127763,1
0.027027,0.061224,0.061224,0.25,0.469655,0.358398,0
0.054054,0.020408,0.020408,0.59375,0.341456,0.179169,0
0.108108,0.020408,0.020408,0.145833,0.669646,0.810169,0
0.121622,0.020408,0.020408,0.25,0.959736,0.358587,0
0.189189,0.040816,0.040816,0.520833,0.433442,0.508271,0
0.027027,0.040816,0.040816,0.09375,0.042504,0.499839,0
0.216216,0.061224,0.061224,0.447917,0.712845,0.385283,0
0.148649,0.040816,0.040816,0.270833,0.275746,0.627958,0
0.148649,0,0,0.09375,0.31676,0.55331,1
0.283784,0.244898,0.244898,0.572917,0.639848,0.044021,0
0.027027,0,0,0,0.458552,0.77513,0
0.283784,0.061224,0.061224,0.520833,0.870908,0.46268,0
0.027027,0,0,0,0.811447,0.269496,1
0.310811,0,0,0.21875,0.991185,0.092685,0
0.148649,0.122449,0.122449,0.760417,0.402453,0.821431,0
0.148649,0,0,0.09375,0.675231,0.375885,0
0.054054,0,0,0.020833,0.898908,0.94672,0
0.148649,0.020408,0.020408,0.125,0.769954,0.081624,0
0.054054,0.204082,0.204082,0.270833,0.971655,0.294315,0
0.283784,0,0,0.197917,0.244885,0.591179,0
0.283784,0.040816,0.040816,0.375,0.45495,0.561244,0
0.054054,0,0,0.020833,0.213202,0.500792,0
0.027027,0.122449,0.122449,0.78125,0.965622,0.941643,0
0.216216,0,0,0.145833,0.43453,0.122067,0
0.054054,0.163265,0.163265,0.520833,0.492623,0.534888,0
0.054054,0.306122,0.306122,0.375,0.887327,0.064951,1
0.189189,0.040816,0.040816,0.177083,0.222987,0.197326,1
0.189189,0.040816,0.040816,0.197917,0.581669,0.851194,0
0.027027,0,0,0,0.531347,0.037988,0
0.027027,0.020408,0.020408,0.020833,0.772482,0.425146,0
0.054054,0.061224,0.061224,0.25,0.627557,0.130669,0
0.310811,0.040816,0.040816,0.270833,0.128809,0.50394,0
0.027027,0.081633,0.081633,0.364583,0.83059,0.043138,0
0.216216,0.061224,0.061224,0.21875,0.216435,0.940546,0
0.054054,0,0,0.020833,0.816752,0.468774,0
0.027027,0,0,0,0.859207,0.660892,0
0.027027,0,0,0,0.476407,0.586761,0
0.054054,0.040816,0.040816,0.239583,0.55865,0.280178,1
0.027027,0,0,0,0.205789,0.77404,0
0.081081,0.428571,0.428571,0.270833,0.17198,0.20372,1
0.027027,0.020408,0.020408,0.09375,0.559086,0.94554,0
0.027027,0.204082,0.204082,0.802083,0.475374,0.874088,1
0.216216,0.040816,0.040816,0.197917,0.190886,0.108776,1
0.054054,0,0,0.020833,0.07237,0.83901,1
0.054054,0.204082,0.204082,0.791667,0.930215,0.684727,0
0.148649,0.040816,0.040816,0.21875,0.346519,0.483463,0
0.054054,0.020408,0.020408,0.21875,0.644749,0.76897,0
0.310811,0.061224,0.061224,0.885417,0.802933,0.594552,0
0.054054,0,0,0.020833,0.277435,0.785379,1
0.027027,0.020408,0.020408,0.40625,0.19511,0.409235,0
0.027027,0.081633,0.081633,0.635417,0.067653,0.919246,0
0.054054,0.22449,0.22449,0.895833,0.291446,0.432646,0
0.189189,0.061224,0.061224,0.208333,0.505149,0.307539,1
0.027027,0.061224,0.061224,0.125,0.00009,0.10871,1
0.054054,0.040816,0.040816,0.229167,0.007375,0.211029,0
0.027027,0.102041,0.102041,0.208333,0.841303,0.374939,0
0.054054,0.020408,0.020408,0.520833,0.659504,0.296399,0
0.189189,0,0,0.125,0.433254,0.239748,0
0.054054,0.102041,0.102041,0.145833,0.611267,0.715962,1
0.027027,0.285714,0.285714,0.489583,0.740181,0.783325,1
0.283784,0.102041,0.102041,0.875,0.885883,0.888476,0
0.027027,0.081633,0.081633,0.145833,0.321101,0.402023,0
0.189189,0.020408,0.020408,0.125,0.423755,0.756599,0
0.162162,0.22449,0.22449,0.583333,0.712773,0.691453,0
0.310811,0.285714,0.285714,0.572917,0.157223,0.824832,0
0.148649,0.265306,0.265306,0.739583,0.382375,0.094899,1
0.027027,0.102041,0.102041,0.135417,0.792543,0.466408,1
0.189189,0.142857,0.142857,0.5,0.393341,0.331353,1
0.054054,0,0,0.020833,0.761424,0.828362,0
0.310811,0.040816,0.040816,0.395833,0.042095,0.66145,0
0.216216,0.040816,0.040816,0.333333,0.496794,0.161113,0
0.067568,0.469388,0.469388,0.802083,0.243902,0.249731,0
