@relation ionosphere-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute att1 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute NewNumeric10 numeric
@attribute NewNumeric11 numeric
@attribute NewNumeric12 numeric
@attribute NewNumeric13 numeric
@attribute NewNumeric14 numeric
@attribute NewNumeric15 numeric
@attribute NewNumeric16 numeric
@attribute att35 {g,b}

@data
1,0.895785,0.584255,0.5,0.5,0.782705,0.53437,0.69734,1,0.691795,0.997785,0.487805,0.766075,0.618625,0.5643,0.486695,0.97561,0.24501,0.92461,0.449,0.694015,0.28714,0.618625,0.04213,0.90355,0.32927,0.94124,0,0.847005,0,0.5643,0.5,0.5,0.09287,0.235793,0.669423,0.420275,0.077402,0.987672,0.979612,0.227696,0.282402,0.662456,0.92035,0.575031,0.824628,0.43211,0.975487,0.780221,0.465346,b
1,0.93886,0.45924,0.91712,0.536685,0.923915,0.52038,0.88587,0.48913,0.88587,0.471465,0.911685,0.44701,0.839675,0.497285,0.940215,0.39538,0.91712,0.516305,0.932065,0.47011,0.986415,0.360055,0.92527,0.40625,0.918525,0.448945,0.92935,0.483695,0.892665,0.44565,0.89538,0.497285,0.163753,0.304216,0.566963,0.385471,0.155344,0.225865,0.746449,0.34088,0.179914,0.283006,0.868555,0.554956,0.344905,0.788071,0.318358,0.419716,0.587682,g
0,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,1,1,0,0,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,1,1,0.5,0.5,0.991845,0.267496,0.684968,0.677047,0.135005,0.659408,0.582614,0.642471,0.368372,0.043131,0.921275,0.167575,0.402551,0.489334,0.648615,0.786169,0.366969,b
1,1,0.727275,1,0.772725,0.90909,0.81818,1,0.454545,1,0.5,0.90909,0.272725,0.81818,0.636365,1,0.18182,1,0.363635,0.954545,0.272725,1,0.53875,1,0.454545,1,0.544335,1,0.68182,1,0.81818,0.863635,0.636365,0.664714,0.694078,0.210589,0.598587,0.757424,0.357593,0.749555,0.176168,0.062442,0.634517,0.229557,0.898701,0.566311,0.499913,0.586511,0.555425,0.26385,g
1,0.973505,0.49983,0.966035,0.483865,0.975885,0.482845,0.97792,0.51223,0.97062,0.50883,0.962975,0.52344,0.96977,0.492695,0.974185,0.51002,0.96892,0.506965,0.95703,0.538385,0.94735,0.53074,0.96994,0.515965,0.962445,0.51271,0.9606,0.51121,0.962295,0.50221,0.963485,0.497115,0.108743,0.73221,0.998105,0.758602,0.646043,0.915321,0.122226,0.953989,0.525935,0.306005,0.177185,0.074094,0.316562,0.291408,0.977521,0.326674,0.707799,g
1,0.829545,0.185605,0.5,0.5,0.5,0.5,0.886365,1,1,0.35985,0.5,0.5,0.5,0.5,0.810605,0.386365,0.920455,0,1,0,0.5,0.5,0.5,0.5,1,0.030305,0.435605,0.03409,0.5,0.5,0.5,0.5,0.16984,0.056819,0.592074,0.378411,0.926807,0.238717,0.064836,0.236846,0.724833,0.45242,0.721889,0.549651,0.870373,0.879682,0.07687,0.706198,0.777632,b
1,1,0.545455,0.977275,0.454545,0.886365,0.5,1,0.5,0.977275,0.5,1,0.522725,0.954545,0.477275,1,0.5,1,0.5,0.93182,0.545455,0.886365,0.545455,0.954545,0.522725,0.957705,0.514485,0.977275,0.545455,0.93182,0.454545,0.93182,0.522725,0.337032,0.700986,0.876283,0.011512,0.510661,0.170513,0.784592,0.899991,0.158657,0.420457,0.875716,0.301069,0.046331,0.051326,0.463484,0.283591,0.494522,g
1,0.987335,0.56541,0.9706,0.60018,0.943915,0.66124,0.945045,0.663555,0.92775,0.726085,0.86149,0.76142,0.84973,0.7941,0.79274,0.834465,0.744345,0.85199,0.721225,0.840795,0.676445,0.87811,0.63416,0.88105,0.584065,0.892705,0.537485,0.902195,0.48519,0.88851,0.448555,0.87121,0.0803,0.213204,0.860123,0.385496,0.865422,0.448608,0.469936,0.987717,0.449816,0.205215,0.557339,0.10228,0.226977,0.604304,0.014293,0.544314,0.350928,g
1,1,0.472355,1,0,0.75,0.444445,0.680555,0.38889,1,0.37144,0.583335,0.444445,1,0.3267,1,0.305735,1,0.28569,0.5,0.375,1,0.248335,1,0.36111,1,0.21454,1,0.36111,1,0.18422,1,0.170325,0.732008,0.250818,0.937216,0.771328,0.603618,0.309643,0.226788,0.8096,0.760964,0.715463,0.566295,0.831459,0.099986,0.882729,0.88061,0.090656,0.993053,b
0,0.5,0.5,0,1,1,1,0,0,0.5,0.5,0,0,0,0.34375,0,0,1,0,1,0,0.5,0.5,1,0,0,0,0.5,0.5,1,0,0.5,0.5,0.408823,0.755081,0.06695,0.558488,0.056888,0.19559,0.161227,0.388989,0.55227,0.252056,0.889357,0.61655,0.409223,0.261466,0.815388,0.005334,0.160001,b
1,0.75233,0.4155,0.85721,0.507565,0.855315,0.51129,0.840325,0.50641,0.673075,0.52797,0.84525,0.521965,0.840505,0.52529,0.835115,0.52846,0.817015,0.47669,0.822515,0.53428,0.815385,0.536905,0.920165,0.590325,0.799675,0.54152,0.69114,0.5338,0.78233,0.54523,0.77316,0.54673,0.934558,0.733748,0.011228,0.938211,0.813012,0.720024,0.155386,0.985759,0.942506,0.207412,0.482877,0.656368,0.028938,0.987919,0.15572,0.157264,0.510468,g
0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.251118,0.603129,0.289298,0.651187,0.09089,0.125452,0.547142,0.227557,0.391691,0.23818,0.094192,0.102073,0.077025,0.188945,0.125702,0.768019,0.004238,b
1,0.85435,0.376085,0.82174,0.52174,0.726085,0.691305,0.826085,0.591305,0.75,0.634785,0.78913,0.384785,0.752175,0.68913,0.69348,0.286955,0.680435,0.369565,0.634785,0.558695,0.76623,0.480775,0.65652,0.43913,0.74965,0.47868,0.74174,0.47776,0.82174,0.373915,0.752175,0.573915,0.026557,0.384029,0.084892,0.680178,0.1375,0.511806,0.662032,0.529617,0.567051,0.031722,0.276209,0.398996,0.750919,0.552754,0.409574,0.341112,0.728087,g
1,1,0.42882,1,0.41872,1,0.38172,1,0.46243,1,0.37495,1,0.369195,1,0.390125,1,0.30697,1,0.26919,1,0.322405,1,0.201695,1,0.261785,0.9941,0.251565,1,0.1209,1,0.121195,1,0.077815,0.864729,0.719718,0.729836,0.823734,0.298102,0.717805,0.724095,0.934208,0.805108,0.137312,0.811199,0.937752,0.127492,0.542482,0.373152,0.447127,0.482124,g
1,0.997245,0.50263,0.92041,0.443435,0.941185,0.417845,0.995305,0.468715,0.98242,0.46252,0.926105,0.51483,0.935805,0.39576,0.969405,0.435115,0.99149,0.455325,0.94938,0.500375,0.93918,0.47059,0.96684,0.40064,0.937895,0.41097,0.97147,0.417095,0.901265,0.371295,0.88293,0.36103,0.414831,0.681043,0.122534,0.662591,0.446484,0.303145,0.761419,0.89503,0.453114,0.618401,0.346663,0.803553,0.642302,0.451216,0.154056,0.345286,0.817761,g
1,0.75,0.5,0.69348,0.552175,0.74565,0.53261,0.734785,0.480435,0.67826,0.436955,0.72826,0.523915,0.752175,0.513045,0.67826,0.597825,0.71087,0.573915,0.71087,0.486955,0.66087,0.44348,0.736955,0.49565,0.708945,0.53454,0.69348,0.519565,0.676085,0.573915,0.723915,0.586955,0.910439,0.927009,0.176953,0.989954,0.267018,0.246468,0.749628,0.459193,0.775867,0.934792,0.801791,0.422976,0.372765,0.930852,0.948691,0.03288,0.005033,g
1,0.97245,0.253445,1,0.48154,0.99449,0.06474,0.950415,0.83471,1,0.44948,1,0.437535,1,0.424915,1,0.411595,1,0.397545,1,0.38274,1,0.367145,1,0.35074,1,0.33348,1,0.315345,1,0.2963,1,0.276305,0.258258,0.51712,0.557189,0.099287,0.186496,0.959028,0.342841,0.356535,0.386656,0.973731,0.556207,0.274987,0.026612,0.002868,0.474831,0.241077,0.215143,g
1,0.940895,0.717455,0.797865,0.888275,0.59836,0.972685,0.379485,0.96272,0.18737,0.856285,0.067785,0.66826,0.03808,0.47331,0.11322,0.276465,0.26525,0.133575,0.448815,0.088915,0.63192,0.11215,0.77992,0.22045,0.860735,0.377835,0.86239,0.547995,0.790685,0.694575,0.673745,0.78828,0.484041,0.786431,0.135691,0.542167,0.912525,0.344112,0.56326,0.015697,0.422459,0.430437,0.055525,0.762039,0.064552,0.601647,0.334474,0.010833,0.522356,g
1,0.97601,0.51127,0.968785,0.49364,0.96763,0.50607,0.983525,0.49133,0.98468,0.5026,0.978325,0.48468,0.9763,0.497975,0.9974,0.486705,0.998845,0.50896,0.96792,0.475145,0.969075,0.48815,0.98526,0.477745,0.981075,0.491765,0.986995,0.50954,0.97717,0.48295,0.97919,0.504045,0.419892,0.134425,0.149502,0.47122,0.973111,0.285029,0.008342,0.347662,0.716967,0.385084,0.577968,0.983875,0.122256,0.342877,0.965387,0.908333,0.701117,g
1,1,0.5419,1,0.586935,1,0.43346,0.99086,0.8226,1,0.73952,1,0.795565,1,0.85379,1,0.913885,1,0.975495,1,1,0.99021,1,0.95812,1,0.919495,1,0.87411,1,0.82179,1,0.762395,1,0.857102,0.465387,0.012352,0.695073,0.244724,0.416802,0.344816,0.772737,0.515097,0.257096,0.525191,0.070466,0.385103,0.740472,0.986677,0.636148,0.11593,g
1,1,0.494105,1,0.498285,1,0.492175,1,0.492175,1,0.485955,1,0.489065,0.99914,0.484565,0.99764,0.48381,0.99657,0.48274,1,0.480595,1,0.474805,1,0.475345,0.99921,0.472365,0.997,0.46848,0.995285,0.467515,0.994855,0.46666,0.611787,0.4047,0.197697,0.295525,0.153909,0.396687,0.837666,0.204856,0.901579,0.651982,0.667495,0.315201,0.419204,0.149237,0.713083,0.155032,0.399334,g
1,0.87234,0.55319,0.94353,0.50491,0.94271,0.507355,0.93617,0.49291,0.86525,0.55319,0.938285,0.51456,0.936175,0.51691,0.978725,0.539005,0.975175,0.521275,0.927985,0.523715,0.924655,0.52589,0.93617,0.55674,0.917145,0.53007,0.87234,0.48227,0.90855,0.534,0.90387,0.535865,0.718446,0.744417,0.976266,0.102411,0.303349,0.638633,0.372614,0.320581,0.257899,0.940864,0.633956,0.238786,0.91225,0.785053,0.862044,0.139184,0.386946,g
1,1,0.274195,1,1,0.85608,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.57258,0.77047,0.30335,0,0.227665,0.150125,1,0.5,0.5,1,0.953475,0.758065,1,1,0.399505,0.62841,1,0.33809,1,0.676717,0.319206,0.663119,0.51276,0.780025,0.894293,0.755688,0.990617,0.094467,0.740841,0.817583,0.488585,0.234818,0.295788,0.221313,0.569102,0.18127,b
1,1,0.488705,1,0.47753,1,0.46659,1,0.456005,1,0.780865,1,0.43631,1,0.42739,1,0.662035,1,0.411805,0.99742,0.405255,0.978005,0.399595,1,0.03858,0.9364,0.391035,0.9146,0.38815,0.892395,0.386175,0.86996,0.385095,0.355956,0.800042,0.14871,0.147969,0.164298,0.361131,0.257796,0.330594,0.391029,0.356657,0.068615,0.927272,0.715093,0.782467,0.549718,0.279824,0.371897,g
1,0.5,0.5,0.33164,0.92694,0.5,0.5,0.844345,0,0.98539,0.656925,0.36976,0.20394,0.348795,0.827825,0.970775,0.581955,0.5,0.5,0.5,0.5,0.409785,0,0.5,0.5,1,0,0.5,0.5,0.522235,0.809405,0.5,0.5,0.14327,0.35101,0.275948,0.131937,0.150698,0.982939,0.847391,0.600696,0.246473,0.568049,0.398053,0.437614,0.709852,0.561124,0.437222,0.789059,0.480353,b
0,0,1,1,0,0.5,0.5,0.5,0.5,1,0,1,1,0.5,0.5,1,0,0.5,0.5,0.5,0.5,1,1,0,1,1,0,0,1,0,0,0.5,0.5,0.91136,0.085498,0.023185,0.643148,0.354588,0.290455,0.322495,0.878293,0.228195,0.895865,0.983423,0.529052,0.198647,0.213744,0.756542,0.924547,0.231147,b
1,0.96986,0.64041,0.90243,0.764105,0.790835,0.865755,0.674805,0.902555,0.553985,0.952015,0.399925,0.946675,0.30135,0.910815,0.205825,0.814335,0.118475,0.70184,0.09369,0.59444,0.093415,0.47858,0.123635,0.365585,0.183815,0.26781,0.26789,0.19277,0.368055,0.145825,0.455315,0.143635,0.827277,0.543381,0.67975,0.799229,0.068971,0.777829,0.087841,0.445369,0.423684,0.519351,0.745825,0.762152,0.306271,0.499429,0.148269,0.204253,0.557022,g
1,0.98516,0.42808,0.95662,0.49886,0.982875,0.414385,0.99315,0.591325,0.958905,0.50114,0.968035,0.457765,0.95662,0.49886,0.93379,0.45662,0.98516,0.393835,1,0.55137,0.960045,0.473745,0.96233,0.534245,0.970215,0.45374,0.98516,0.399545,0.92694,0.45662,0.982875,0.39041,0.17757,0.67669,0.02399,0.777044,0.122767,0.214747,0.972585,0.437231,0.83643,0.902085,0.297107,0.516291,0.970232,0.560036,0.696591,0.924326,0.128063,g
1,0.944265,0.508155,0.960035,0.506525,0.96221,0.506795,0.945895,0.448885,0.950515,0.45786,0.9652,0.494835,0.96547,0.45541,0.930125,0.474715,0.947255,0.47988,0.94209,0.43937,0.944535,0.440455,0.9149,0.42931,0.932265,0.44096,0.92768,0.434745,0.91762,0.43774,0.93393,0.438825,0.314582,0.990081,0.939885,0.082381,0.992501,0.542588,0.65198,0.373345,0.817378,0.723921,0.224795,0.092846,0.471747,0.474427,0.722662,0.037237,0.183356,g
1,1,0.502165,1,0.493955,1,0.4852,1,0.46493,0.989195,0.46872,1,0.46728,0.986305,0.460415,0.962805,0.431675,0.97092,0.428365,0.997945,0.42876,0.974075,0.432175,0.947345,0.395745,0.945335,0.410455,0.92822,0.40724,0.918885,0.399495,0.919335,0.39617,0.565756,0.460533,0.709565,0.464993,0.574023,0.854421,0.132967,0.329291,0.551517,0.740294,0.30739,0.265764,0.805477,0.326158,0.884071,0.957513,0.11002,g
1,0,1,0,0.57622,0.64177,1,0,1,0,0,1,1,0,0.38262,0.641505,0,1,1,0.34299,0,0,0,1,0,0,0.48211,1,0,0,0.338415,0.574695,1,0.332402,0.607563,0.510853,0.962637,0.409708,0.919039,0.316646,0.74601,0.590153,0.008297,0.938417,0.19266,0.257257,0.25506,0.261187,0.074901,0.588839,b
0,0,0,1,0,0,1,0.5,0.5,1,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,1,1,0,0,1,1,1,0.5,0.5,1,0.75,0.5,0.5,0.852319,0.826874,0.75054,0.584378,0.791566,0.213119,0.185126,0.134198,0.596038,0.241402,0.987083,0.790051,0.533826,0.611293,0.13095,0.5577,0.794926,b
1,0.91127,0.46214,0.90231,0.501155,0.93757,0.49393,0.934105,0.46243,0.86416,0.44133,0.92312,0.525145,0.915605,0.463005,0.87399,0.533525,0.89162,0.53179,0.933815,0.48815,0.89422,0.46994,0.872255,0.48815,0.883585,0.486345,0.87023,0.46185,0.85029,0.4789,0.892195,0.50607,0.936613,0.38535,0.966023,0.35097,0.499515,0.04433,0.743323,0.315,0.602202,0.675998,0.172531,0.805412,0.483098,0.382286,0.666871,0.834484,0.340545,g
1,0.984665,0.50438,1,0.504215,0.99329,0.496185,0.98934,0.48578,0.9991,0.48245,1,0.493645,1,0.487095,1,0.494125,0.992425,0.500125,1,0.48694,1,0.47628,0.980095,0.477365,0.99594,0.482635,0.9851,0.48761,1,0.480725,0.9921,0.47944,0.207539,0.346185,0.714342,0.531678,0.405053,0.732881,0.721682,0.120819,0.998379,0.15809,0.505908,0.025763,0.206433,0.417066,0.742798,0.862972,0.716191,g
1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.810975,1,0.5,0.5,0.5,0.5,0.682925,0.140245,0.78049,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.55488,0.5,0.5,0.5,0.5,0.5,0.5,0.951069,0.347208,0.327555,0.275662,0.627474,0.117181,0.366238,0.781264,0.717683,0.688487,0.347085,0.713331,0.416906,0.229906,0.343353,0.836578,0.837343,b
1,0.833335,0.49317,0.98702,0.534155,0.74795,0.750685,0.878415,0.498635,0.82582,0.429645,0.70082,0.255465,0.69604,0.793715,0.88388,0.659155,0.89276,0.556695,0.737705,0.275275,1,0.503415,0.80328,0.534835,0.84328,0.58544,0.93784,0.538935,0.77664,0.62295,0.56967,0.740435,0.218841,0.738915,0.2019,0.594939,0.137743,0.413384,0.737733,0.521703,0.898747,0.83253,0.263099,0.650967,0.945881,0.206993,0.10274,0.743825,0.071417,g
1,0.91312,0.54078,0.89539,0.45922,0.95213,0.491135,0.96454,0.50532,0.90071,0.544325,0.973405,0.496455,0.97163,0.5,0.96631,0.601065,0.975175,0.496455,0.957445,0.503545,0.90248,0.53546,0.955675,0.579785,0.947635,0.540825,0.8883,0.53369,0.962765,0.590425,0.962765,0.5,0.486492,0.298294,0.785457,0.681673,0.629659,0.599137,0.641022,0.170403,0.785241,0.685994,0.541247,0.830114,0.680121,0.615762,0.324698,0.649052,0.947661,g
0,1,1,1,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0.5,0.5,0.141751,0.187809,0.668354,0.526997,0.249814,0.604617,0.3686,0.489735,0.849067,0.118438,0.866269,0.223516,0.177655,0.228864,0.976333,0.639536,0.719769,b
1,0.71354,0.25,0.5,0.5,0.5,0.5,0.73229,0.75521,0.79479,0.510415,0.5,0.5,0.5,0.5,0.58229,0.272915,0.795835,0.408335,0.5,0.5,0.5,0.5,0.99375,0.295835,0,0,0.360415,0.121875,0.5,0.5,0.5,0.5,0.637542,0.686451,0.506665,0.824983,0.479245,0.027237,0.92204,0.827205,0.203476,0.384172,0.758553,0.906467,0.265113,0.368711,0.694054,0.030712,0.385844,b
1,0.958835,0.59099,0.93045,0.677715,0.864365,0.728735,0.802125,0.849325,0.75188,0.87461,0.6805,0.908975,0.57832,0.91779,0.50198,0.92605,0.41805,0.889265,0.32002,0.880965,0.284565,0.826925,0.2343,0.76943,0.19836,0.70486,0.177445,0.63669,0.17145,0.568335,0.17972,0.52697,0.257962,0.333676,0.558103,0.595647,0.406808,0.390802,0.791418,0.864515,0.872493,0.028457,0.478662,0.606862,0.606375,0.435994,0.980293,0.356984,0.772403,g
1,0.5273,0.507185,0.48707,0.52299,0.507185,0.52299,0.461205,0.50431,0.50862,0.466955,0.48132,0.52155,0.458335,0.47701,0.452585,0.54023,0.479885,0.52586,0.510055,0.511495,0.48132,0.494255,0.515805,0.49569,0.50431,0.50862,0.51293,0.505745,0.51293,0.505745,0.47701,0.497125,0.557711,0.011689,0.354746,0.901446,0.613136,0.907429,0.822408,0.369856,0.8593,0.844646,0.951579,0.61343,0.605268,0.144973,0.444154,0.487143,0.028551,b
1,0.5,0.5,0.5,0.5,0.5,0.5,0.075,0,0.5,0.5,1,0,0.5,0.5,0,0,0,0,1,0,0.2,0,1,1,0,0.4,1,0,0.5,1,0.5,0.5,0.888132,0.703213,0.262354,0.149806,0.828974,0.769846,0.594761,0.65198,0.928066,0.85592,0.034699,0.739651,0.002311,0.601202,0.083753,0.165274,0.289954,b
1,0.94055,0.5,0.974085,0.48628,0.96799,0.4939,0.95122,0.509145,0.95122,0.509145,0.96951,0.504575,0.97866,0.501525,1,0.51372,0.971035,0.4939,0.95427,0.512195,0.957315,0.52744,0.998475,0.52439,0.94833,0.51113,0.95427,0.504575,1,0.52744,0.987805,0.4939,0.195886,0.697092,0.868614,0.511949,0.414357,0.467721,0.613647,0.137409,0.005425,0.652108,0.31704,0.274781,0.779385,0.316592,0.200803,0.827086,0.048148,g
1,0.87352,0.433795,0.768775,0.58498,0.863635,0.54743,0.847825,0.444665,0.83399,0.38241,0.939725,0.40415,0.868575,0.52075,0.815215,0.498025,0.81818,0.44071,0.896245,0.37352,0.832015,0.35672,0.83597,0.44763,0.809235,0.439795,0.800395,0.395255,0.687745,0.534585,0.805335,0.493085,0.520612,0.622909,0.010074,0.200579,0.936482,0.319009,0.525572,0.052661,0.438073,0.113244,0.325642,0.322622,0.110386,0.218172,0.679067,0.110382,0.039601,g
1,0.7992,0.70166,0.914045,0.902605,0.880005,0.853545,0.92005,0.44508,0.986555,0.539905,0.97912,0.071365,0.95981,0.94222,0.97726,0.47397,0.943365,0.590675,0.99242,0.15203,0.93335,0.071225,0.64302,0.349685,1,0.58538,0.81479,0.713385,0.938785,0.905035,0.909895,0.84411,0.652292,0.035568,0.187713,0.604501,0.550456,0.118789,0.788936,0.877116,0.61665,0.173982,0.592907,0.301516,0.287363,0.054675,0.905643,0.427616,0.46616,b
1,1,0.22895,1,0,1,0,1,0.681085,1,0.294405,1,1,1,0,1,0.35323,1,0.032005,1,1,1,1,1,0.29556,1,0.186275,1,0,1,0,1,0,0.478075,0.107177,0.604534,0.701425,0.492863,0.799137,0.613389,0.334104,0.669014,0.45668,0.54436,0.657012,0.367886,0.791417,0.424811,0.636009,0.148313,b
1,0.947815,0.689585,0.836555,0.84719,0.67958,0.94348,0.479035,0.966725,0.305625,0.92207,0.16363,0.81039,0.0866,0.65178,0.06925,0.473175,0.13218,0.328625,0.24111,0.187785,0.38286,0.130725,0.534555,0.13072,0.667655,0.18852,0.76207,0.28957,0.806085,0.413285,0.800365,0.5433,0.684676,0.17683,0.618038,0.747705,0.712129,0.31813,0.045201,0.843361,0.930283,0.444915,0.583064,0.72493,0.747232,0.008865,0.024388,0.260326,0.191182,g
1,0.508335,0.321875,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.56146,0.225,0.614065,0.914065,1,0.28854,0.5,0.5,0.541665,0,0.446875,0.416665,1,0.116665,0,0.59427,0.5,0.5,1,0.36354,0.181862,0.706292,0.969227,0.603792,0.187954,0.464987,0.893706,0.156333,0.829262,0.450839,0.789893,0.84159,0.529435,0.094033,0.559709,0.342619,0.823513,b
1,0.89915,0.547085,0.890645,0.60328,0.85814,0.64034,0.8466,0.70626,0.829585,0.75061,0.78949,0.80407,0.74605,0.792225,0.66677,0.839305,0.647935,0.81774,0.547995,0.84052,0.51033,0.86118,0.45626,0.815915,0.440375,0.80348,0.40887,0.780075,0.37242,0.758505,0.363305,0.712335,0.630567,0.37251,0.767584,0.655869,0.886201,0.510405,0.538126,0.387902,0.184026,0.250062,0.149313,0.994418,0.12803,0.778207,0.70218,0.756524,0.439751,g
1,1,0.45238,0,0,0,0,1,0.65873,0.906745,0.88095,0,0,0,1,0.73682,1,1,1,0.844195,0,0,0,0.914685,0.68254,1,1,1,0.75397,0,0.3373,0,0.864155,0.096768,0.748118,0.648738,0.548105,0.994084,0.449298,0.279044,0.654322,0.65295,0.141572,0.336127,0.692772,0.237856,0.340928,0.873754,0.262022,0.180518,b
1,1,0.512305,0.99836,0.524305,0.987725,0.535715,0.808725,0,0.95518,0.555735,0.94231,0.7682,0.910385,0.570685,0.884645,0.575945,1,0.705015,0.82925,0.581855,0.80069,0.58258,0.77223,0.58195,0.744335,0.580095,0.717405,0.57718,0.69176,0.573385,1,1,0.374294,0.187535,0.15413,0.30849,0.442433,0.848222,0.687099,0.110353,0.16845,0.19854,0.645322,0.094222,0.245948,0.791508,0.572672,0.083384,0.48656,b
1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,1,0.77586,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.883089,0.89785,0.680095,0.36269,0.604929,0.907982,0.109484,0.639599,0.203986,0.730728,0.309898,0.919235,0.364547,0.106156,0.741169,0.038845,0.02886,b
1,0.98857,0.595245,0.913415,0.731295,0.858855,0.79366,0.73984,0.92139,0.657045,0.963215,0.551445,0.969725,0.43373,0.92145,0.3399,0.95812,0.239275,0.897625,0.15863,0.74754,0.11296,0.667685,0.07312,0.589245,0.08343,0.49321,0.08817,0.403395,0.163555,0.33169,0.200285,0.2515,0.89686,0.773832,0.618394,0.369115,0.777217,0.239015,0.113591,0.88529,0.71704,0.830466,0.625734,0.810384,0.662708,0.209806,0.388992,0.729226,0.245857,g
1,0.53202,0.423645,0.477835,0.529555,0.54187,0.487685,0.49261,0.593595,0.53202,0.5,0.561575,0.45074,0.529555,0.5,0.50985,0.48522,0.43596,0.39655,0.534485,0.50739,0.534485,0.51478,0.53941,0.58128,0.640395,0.47537,0.470445,0.4532,0.522165,0.527095,0.536945,0.445815,0.762336,0.035946,0.89446,0.725822,0.033549,0.040712,0.934127,0.388894,0.458161,0.412472,0.27592,0.287205,0.968631,0.281681,0.136311,0.264818,0.216286,b
1,0.81908,1,0.604165,0,1,1,0.938595,0.654605,0.16557,1,0.470395,0.79386,0.50877,0.52522,0.242325,0,0.57127,0.483555,0.663375,0.2807,0,1,0.904605,0,1,0.4693,1,1,0.60307,0,1,1,0.025047,0.827426,0.930618,0.821727,0.004734,0.74807,0.499288,0.592706,0.974475,0.514155,0.502583,0.743843,0.488627,0.050209,0.983034,0.647107,0.246019,b
1,0.989525,0.57905,0.95056,0.676185,0.910195,0.742805,0.8588,0.82444,0.794135,0.868715,0.701745,0.91578,0.6257,0.92402,0.5235,0.927375,0.439035,0.898745,0.3691,0.90377,0.310825,0.85838,0.24483,0.79162,0.212065,0.7302,0.190505,0.65398,0.17123,0.591725,0.17933,0.51484,0.060438,0.36325,0.591898,0.192557,0.540586,0.226183,0.589038,0.278982,0.534936,0.572801,0.140814,0.236822,0.71389,0.709588,0.013826,0.232254,0.627137,g
1,0.94705,0.567125,0.935005,0.657715,0.89448,0.71694,0.81694,0.799875,0.770015,0.85508,0.698495,0.880805,0.62133,0.897615,0.54567,0.89799,0.454205,0.881305,0.398995,0.83463,0.348685,0.81305,0.29724,0.752445,0.268925,0.703765,0.24843,0.63626,0.235885,0.59586,0.25596,0.52986,0.818295,0.579362,0.530473,0.296135,0.63665,0.676026,0.46522,0.234987,0.475854,0.319447,0.199938,0.094652,0.014794,0.257708,0.177932,0.852051,0.074392,g
1,0.810605,0.18182,0.5,0.5,0.5,0.5,0.67235,0.64394,0.714015,0.69697,0.46212,0.75947,0.68182,0.657195,0.23106,0.664775,0.560605,0.426135,0.50947,0.232955,0.21212,0.589015,0.645835,0.363635,0.62879,0.21212,0.71591,0.62121,0.59091,0.488635,0.585225,0.291665,0.848022,0.584123,0.345834,0.795445,0.599841,0.378321,0.431951,0.844202,0.961657,0.959355,0.646065,0.838043,0.838177,0.051942,0.811787,0.087679,0.07658,b
