@relation anneal-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute family=- numeric
@attribute family=GB numeric
@attribute family=GK numeric
@attribute family=GS numeric
@attribute family=TN numeric
@attribute family=ZA numeric
@attribute family=ZF numeric
@attribute family=ZH numeric
@attribute family=ZM numeric
@attribute family=ZS numeric
@attribute product-type=C numeric
@attribute product-type=H numeric
@attribute product-type=G numeric
@attribute steel=- numeric
@attribute steel=R numeric
@attribute steel=A numeric
@attribute steel=U numeric
@attribute steel=K numeric
@attribute steel=M numeric
@attribute steel=S numeric
@attribute steel=W numeric
@attribute steel=V numeric
@attribute carbon numeric
@attribute hardness numeric
@attribute temper_rolling=T numeric
@attribute condition=- numeric
@attribute condition=S numeric
@attribute condition=A numeric
@attribute condition=X numeric
@attribute formability=- numeric
@attribute formability=1 numeric
@attribute formability=2 numeric
@attribute formability=3 numeric
@attribute formability=4 numeric
@attribute formability=5 numeric
@attribute strength numeric
@attribute non-ageing=N numeric
@attribute surface-finish=- numeric
@attribute surface-finish=P numeric
@attribute surface-finish=M numeric
@attribute surface-quality=- numeric
@attribute surface-quality=D numeric
@attribute surface-quality=E numeric
@attribute surface-quality=F numeric
@attribute surface-quality=G numeric
@attribute enamelability=- numeric
@attribute enamelability=1 numeric
@attribute enamelability=2 numeric
@attribute enamelability=3 numeric
@attribute enamelability=4 numeric
@attribute enamelability=5 numeric
@attribute bc=Y numeric
@attribute bf=Y numeric
@attribute bt=Y numeric
@attribute bw/me=- numeric
@attribute bw/me=B numeric
@attribute bw/me=M numeric
@attribute bl=Y numeric
@attribute m=Y numeric
@attribute chrom=C numeric
@attribute phos=P numeric
@attribute cbond=Y numeric
@attribute marvi=Y numeric
@attribute exptl=Y numeric
@attribute ferro=Y numeric
@attribute corr=Y numeric
@attribute blue/bright/varn/clean=- numeric
@attribute blue/bright/varn/clean=B numeric
@attribute blue/bright/varn/clean=R numeric
@attribute blue/bright/varn/clean=V numeric
@attribute blue/bright/varn/clean=C numeric
@attribute lustre=Y numeric
@attribute jurofm=Y numeric
@attribute s=Y numeric
@attribute p=Y numeric
@attribute shape=SHEET numeric
@attribute thick numeric
@attribute width numeric
@attribute len numeric
@attribute oil=- numeric
@attribute oil=Y numeric
@attribute oil=N numeric
@attribute bore=0 numeric
@attribute bore=500 numeric
@attribute bore=600 numeric
@attribute bore=760 numeric
@attribute packing=- numeric
@attribute packing=1 numeric
@attribute packing=2 numeric
@attribute packing=3 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute NewNumeric10 numeric
@attribute NewNumeric11 numeric
@attribute NewNumeric12 numeric
@attribute NewNumeric13 numeric
@attribute NewNumeric14 numeric
@attribute NewNumeric15 numeric
@attribute NewNumeric16 numeric
@attribute NewNumeric17 numeric
@attribute NewNumeric18 numeric
@attribute NewNumeric19 numeric
@attribute NewNumeric20 numeric
@attribute NewNumeric21 numeric
@attribute NewNumeric22 numeric
@attribute NewNumeric23 numeric
@attribute NewNumeric24 numeric
@attribute NewNumeric25 numeric
@attribute NewNumeric26 numeric
@attribute NewNumeric27 numeric
@attribute NewNumeric28 numeric
@attribute NewNumeric29 numeric
@attribute NewNumeric30 numeric
@attribute NewNumeric31 numeric
@attribute NewNumeric32 numeric
@attribute NewNumeric33 numeric
@attribute NewNumeric34 numeric
@attribute NewNumeric35 numeric
@attribute NewNumeric36 numeric
@attribute NewNumeric37 numeric
@attribute NewNumeric38 numeric
@attribute NewNumeric39 numeric
@attribute NewNumeric40 numeric
@attribute NewNumeric41 numeric
@attribute NewNumeric42 numeric
@attribute NewNumeric43 numeric
@attribute NewNumeric44 numeric
@attribute class {1,2,3,4,5,U}

@data
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,0,1,0,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.255319,0.098361,0.12541,?,?,?,1,0,0,0,?,?,?,?,0.704927,0.474545,0.792521,0.732974,0.846989,0.802781,0.492338,0.929941,0.738721,0.316596,0.764479,0.318414,0.817667,0.728022,0.588919,0.262287,0.891535,0.617176,0.093379,0.868025,0.57726,0.228654,0.582308,0.939996,0.291018,0.334911,0.589152,0.464519,0.824936,0.41357,0.33775,0.965739,0.894851,0.288879,0.269191,0.026625,0.485891,0.63463,0.154739,0.062346,0.358743,0.326672,0.773426,0.070974,0.709386,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,1,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,1,0.361702,0.399934,0.614754,?,?,?,1,0,0,0,?,?,?,?,0.228364,0.593737,0.890086,0.71295,0.439505,0.763312,0.243468,0.843976,0.765392,0.519538,0.587152,0.86119,0.864062,0.210938,0.728071,0.00585,0.536688,0.319144,0.326775,0.283914,0.948517,0.330818,0.997555,0.68237,0.251439,0.964685,0.066096,0.205715,0.361463,0.141976,0.982584,0.330301,0.469558,0.405917,0.510198,0.21358,0.533269,0.907071,0.274808,0.328242,0.509196,0.576195,0.071204,0.118035,0.442901,5
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.7875,0.12459,0,?,?,?,1,0,0,0,?,?,?,?,0.885879,0.880558,0.893049,0.587495,0.203465,0.917221,0.057063,0.706985,0.487332,0.989367,0.230021,0.460536,0.245435,0.600445,0.590528,0.880317,0.131561,0.28031,0.419554,0.662123,0.323295,0.691539,0.764435,0.075165,0.084248,0.001847,0.32172,0.296714,0.549714,0.886238,0.623457,0.514211,0.389163,0.066439,0.897598,0.478288,0.206984,0.682887,0.353104,0.874706,0.344669,0.02596,0.113965,0.911552,0.143108,U
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.042553,0.4,0.030738,?,?,?,1,0,0,0,?,?,?,?,0.745,0.274011,0.432943,0.29548,0.663166,0.528356,0.048562,0.080205,0.268225,0.290591,0.599125,0.99891,0.172616,0.035773,0.469221,0.475279,0.87872,0.031788,0.177289,0.878628,0.475067,0.940532,0.578828,0.371424,0.104925,0.901168,0.923809,0.117722,0.272545,0.565312,0.836032,0.977136,0.268161,0.636938,0.544822,0.063809,0.552422,0.146608,0.805935,0.898523,0.844224,0.960115,0.898722,0.324429,0.903024,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.148936,0.4,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.611132,0.603952,0.802144,0.785309,0.500352,0.580443,0.412075,0.622012,0.020853,0.294649,0.880547,0.005372,0.985445,0.601975,0.526554,0.615871,0.193609,0.652337,0.358582,0.220033,0.858425,0.767601,0.984286,0.409576,0.655044,0.304991,0.500294,0.475275,0.769213,0.885228,0.106331,0.281083,0.454235,0.798714,0.739689,0.985549,0.828406,0.181426,0.171515,0.282732,0.962324,0.674204,0.745682,0.503769,0.71661,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0.857143,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.281649,0.688525,0.25,?,?,?,1,0,0,0,?,?,?,?,0.024103,0.636297,0.448596,0.164367,0.720409,0.364988,0.315906,0.06263,0.381519,0.152142,0.355082,0.03101,0.07807,0.973831,0.971702,0.330471,0.708964,0.34599,0.688464,0.019909,0.111228,0.593292,0.981285,0.745001,0.345461,0.335719,0.304221,0.924117,0.057608,0.330146,0.589206,0.193702,0.674225,0.902839,0.159876,0.996022,0.888607,0.401215,0.995887,0.80645,0.439082,0.379287,0.624893,0.705441,0.568494,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.867021,0.655738,0,?,?,?,0,0,1,0,?,?,?,?,0.365376,0.277236,0.010802,0.099787,0.894077,0.471434,0.088109,0.413357,0.81745,0.1542,0.43385,0.796556,0.660844,0.787216,0.560036,0.640716,0.833708,0.95409,0.862061,0.621653,0.924419,0.63699,0.189325,0.577532,0.518041,0.973776,0.820548,0.236415,0.465802,0.662959,0.08359,0.580443,0.430611,0.758998,0.927028,0.505696,0.02218,0.019425,0.911814,0.652555,0.918325,0.22794,0.346273,0.841003,0.045779,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,0,0,0.642857,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.521277,0.590164,0,?,?,?,1,0,0,0,?,?,?,?,0.263531,0.368088,0.740327,0.563528,0.507334,0.489482,0.517066,0.236095,0.403968,0.484705,0.038721,0.856626,0.362708,0.328073,0.195412,0.618652,0.241908,0.882365,0.802446,0.356681,0.198456,0.970984,0.723022,0.066863,0.839918,0.047214,0.281218,0.828879,0.813979,0.726316,0.492936,0.815203,0.716861,0.810423,0.936433,0.109976,0.293239,0.394219,0.221752,0.189648,0.334702,0.191145,0.999831,0.141156,0.462181,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.015957,0.865574,0,?,?,?,1,0,0,0,?,?,?,?,0.803607,0.545394,0.502752,0.191948,0.414419,0.294227,0.398495,0.856026,0.490249,0.923151,0.942294,0.055685,0.079827,0.443061,0.189521,0.821703,0.992405,0.983975,0.295594,0.460478,0.837893,0.631047,0.723208,0.83588,0.928061,0.07667,0.352313,0.224807,0.603858,0.692991,0.939218,0.728215,0.464997,0.595011,0.204206,0.2321,0.982864,0.574006,0.253814,0.769364,0.076425,0.4343,0.064425,0.833665,0.423206,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,0,0,0.785714,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.148936,0.590164,0,?,?,?,1,0,0,0,?,?,?,?,0.033625,0.223442,0.394905,0.704441,0.988604,0.182885,0.355845,0.601013,0.306988,0.029346,0.945476,0.514734,0.799063,0.043844,0.977073,0.94719,0.377654,0.570557,0.712116,0.946359,0.132197,0.137094,0.47494,0.948281,0.060355,0.542731,0.867379,0.777307,0.099147,0.644711,0.251219,0.275708,0.985194,0.452534,0.350831,0.335213,0.205176,0.113847,0.356709,0.998524,0.872773,0.442888,0.782682,0.78813,0.787298,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.021543,0.8,0,?,?,?,1,0,0,0,?,?,?,?,0.268197,0.173193,0.493843,0.063948,0.650961,0.31837,0.501287,0.267542,0.359611,0.39242,0.466618,0.868581,0.074958,0.484144,0.336416,0.690181,0.32309,0.576791,0.114789,0.319861,0.765044,0.469718,0.71791,0.506844,0.407627,0.571697,0.025516,0.682496,0.897584,0.130641,0.368209,0.928968,0.238074,0.070999,0.538069,0.124395,0.036914,0.06024,0.352443,0.740077,0.760334,0.719811,0.83693,0.855916,0.423945,U
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,1,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.095745,0.196787,1,?,?,?,1,0,0,0,?,?,?,?,0.493771,0.285979,0.058259,0.139147,0.048896,0.656386,0.574469,0.490952,0.43855,0.011419,0.096365,0.233975,0.705326,0.713496,0.362684,0.159839,0.211118,0.093497,0.137496,0.352333,0.320092,0.104088,0.970281,0.775102,0.638286,0.963506,0.327847,0.626082,0.107526,0.195157,0.679507,0.550082,0.529685,0.113905,0.442072,0.618286,0.719374,0.049185,0.860217,0.894603,0.44897,0.428069,0.910424,0.413656,0.659468,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.705882,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,1,0.252525,0,?,?,?,1,0,0,0,?,?,?,?,0.730722,0.518153,0.729068,0.225929,0.43878,0.517157,0.50018,0.533327,0.706767,0.35349,0.444448,0.236356,0.248632,0.390485,0.181813,0.769849,0.782082,0.710619,0.67163,0.237148,0.985971,0.817914,0.453618,0.039436,0.758485,0.67891,0.211267,0.63203,0.371434,0.025892,0.149979,0.099352,0.808345,0.343105,0.796476,0.284286,0.360172,0.797536,0.53402,0.095305,0.432331,0.560401,0.489757,0.34617,0.490388,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.148936,0.04918,0,?,?,?,1,0,0,0,?,?,?,?,0.060807,0.591637,0.96515,0.161972,0.519434,0.287223,0.003815,0.135974,0.346837,0.873839,0.864847,0.140927,0.358627,0.608447,0.174139,0.149562,0.080303,0.35973,0.011175,0.654478,0.531715,0.369156,0.781334,0.518543,0.140306,0.649229,0.760486,0.461191,0.760028,0.185538,0.455263,0.603561,0.691793,0.770327,0.638253,0.078431,0.363973,0.050189,0.97688,0.887654,0.937952,0.219146,0.578111,0.960313,0.553906,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0.12234,0.865574,0,?,?,?,1,0,0,0,?,?,?,?,0.698965,0.794318,0.266312,0.01053,0.640933,0.676827,0.183794,0.798746,0.338308,0.402529,0.52578,0.340551,0.378182,0.953455,0.942169,0.258464,0.617279,0.582158,0.994298,0.645854,0.645032,0.43025,0.661911,0.377792,0.156839,0.867733,0.477031,0.448422,0.976876,0.109116,0.366379,0.2917,0.927795,0.300024,0.913865,0.976963,0.79644,0.749431,0.478286,0.449108,0.290201,0.307857,0.41877,0.605194,0.117882,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,0,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.202128,0.04918,0,?,?,?,1,0,0,0,?,?,?,?,0.319367,0.597958,0.555849,0.922644,0.67646,0.780003,0.585298,0.325127,0.160424,0.928674,0.867998,0.409116,0.530431,0.35435,0.393928,0.889409,0.237942,0.59654,0.727774,0.825822,0.091235,0.025423,0.607628,0.31927,0.235385,0.636751,0.923877,0.696532,0.002213,0.928878,0.307123,0.52415,0.994322,0.677444,0.91044,0.390494,0.920638,0.943728,0.171457,0.087456,0.197957,0.766972,0.383696,0.609326,0.173809,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.361702,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.671289,0.733612,0.980976,0.410943,0.573635,0.736028,0.896299,0.537022,0.403081,0.42717,0.27394,0.217428,0.241898,0.293591,0.651772,0.326618,0.002544,0.525098,0.408879,0.389286,0.878807,0.36536,0.189492,0.751611,0.768926,0.797226,0.097409,0.828209,0.140006,0.899495,0.542818,0.42025,0.276715,0.240234,0.018974,0.175387,0.424579,0.043788,0.075404,0.179096,0.999376,0.584453,0.337358,0.429704,0.788978,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.529412,?,0,1,0,0,?,?,?,?,?,?,0,?,?,?,?,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.015957,0.098361,1,?,?,?,1,0,0,0,?,?,?,?,0.295993,0.469754,0.296887,0.05685,0.351361,0.420674,0.396934,0.353287,0.178887,0.309487,0.249944,0.270748,0.238228,0.107024,0.825824,0.5651,0.286599,0.148898,0.784681,0.662758,0.634464,0.255461,0.36615,0.045047,0.271736,0.108381,0.465683,0.992857,0.770095,0.33069,0.610542,0.410439,0.817232,0.159573,0.795297,0.311438,0.032771,0.137266,0.727469,0.008267,0.353302,0.875343,0.968506,0.097687,0.755437,3
?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,?,0,0.588235,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.096011,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.886401,0.687663,0.750806,0.974396,0.54996,0.815969,0.984385,0.570463,0.616495,0.923658,0.516481,0.542844,0.018732,0.934724,0.42188,0.742043,0.404208,0.071926,0.246408,0.458777,0.14464,0.144943,0.119781,0.729067,0.366602,0.147736,0.594262,0.980302,0.663746,0.306078,0.977302,0.700763,0.890089,0.385136,0.33745,0.280875,0.766874,0.579737,0.867702,0.984053,0.962273,0.666345,0.889096,0.158312,0.82371,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,0,?,0,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.122074,0.865574,0,?,?,?,1,0,0,0,?,?,?,?,0.538418,0.951486,0.820419,0.283248,0.96462,0.190037,0.607501,0.780089,0.778937,0.400261,0.384056,0.437341,0.338278,0.843433,0.383593,0.0558,0.303219,0.933754,0.894153,0.889647,0.743659,0.50573,0.72405,0.73347,0.604871,0.818628,0.264141,0.607623,0.439065,0.013959,0.616677,0.475146,0.648417,0.949874,0.648503,0.803291,0.17005,0.138176,0.057802,0.2564,0.561831,0.905111,0.618783,0.374208,0.819863,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.042553,0.013115,0,?,?,?,1,0,0,0,?,?,?,?,0.262924,0.002129,0.078645,0.673859,0.129445,0.110119,0.273368,0.411228,0.70606,0.220663,0.617171,0.90396,0.577598,0.543378,0.256491,0.952112,0.765496,0.23069,0.631716,0.52165,0.115423,0.876264,0.7402,0.385431,0.59074,0.599142,0.177364,0.465402,0.658913,0.557191,0.571194,0.768957,0.212847,0.293009,0.702236,0.918782,0.817785,0.218804,0.871673,0.225774,0.51675,0.793779,0.944334,0.048499,0.963677,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.096011,0.399934,0.12541,?,?,?,1,0,0,0,?,?,?,?,0.644337,0.289819,0.775071,0.450577,0.787152,0.509733,0.921753,0.557805,0.509247,0.692646,0.195947,0.643584,0.492345,0.759849,0.622522,0.836284,0.36554,0.685956,0.922737,0.438506,0.551439,0.218335,0.303985,0.033733,0.276318,0.454011,0.174804,0.455994,0.172332,0.844935,0.160992,0.981026,0.88132,0.426141,0.576963,0.242942,0.894897,0.378704,0.628563,0.119644,0.534501,0.450532,0.089377,0.163266,0.487745,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,0,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.122074,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.297177,0.002086,0.076481,0.342754,0.045132,0.976254,0.226406,0.126942,0.430774,0.390558,0.508946,0.001092,0.685135,0.415797,0.148066,0.477895,0.876348,0.903866,0.150479,0.479162,0.126287,0.582947,0.156541,0.246059,0.612954,0.170798,0.81607,0.097204,0.283491,0.725847,0.987512,0.536406,0.223245,0.255934,0.251282,0.208934,0.240528,0.148528,0.514215,0.545998,0.434757,0.37392,0.861968,0.621704,0.317385,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,0,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.601064,0.865574,0,?,?,?,1,0,0,0,?,?,?,?,0.881416,0.221426,0.673249,0.957466,0.547763,0.115473,0.893061,0.65723,0.430894,0.434959,0.78229,0.941126,0.519335,0.765401,0.374375,0.208327,0.265875,0.982007,0.520869,0.618365,0.749178,0.344838,0.423536,0.686613,0.308135,0.74686,0.468566,0.006717,0.998395,0.001715,0.667932,0.469684,0.092608,0.547257,0.431869,0.510493,0.061738,0.023948,0.65912,0.167953,0.034345,0.86394,0.238073,0.092186,0.634088,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0.085714,0,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.095745,0.4,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.176842,0.030792,0.451697,0.492225,0.167627,0.186485,0.363723,0.721425,0.52089,0.176818,0.850605,0.171374,0.842597,0.078544,0.068877,0.573296,0.122805,0.571547,0.59734,0.909858,0.962445,0.646218,0.795849,0.530853,0.933752,0.183681,0.040588,0.553641,0.82298,0.853045,0.528323,0.932471,0.540161,0.86069,0.300111,0.718503,0.610551,0.521163,0.686711,0.013795,0.386032,0.397565,0.52343,0.947728,0.432134,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,1,0,?,?,?,?,?,?,?,0,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.12234,0.8,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.508974,0.05759,0.374525,0.714249,0.914923,0.440268,0.409971,0.182843,0.72384,0.77782,0.806928,0.116408,0.14868,0.811132,0.705004,0.046211,0.109348,0.522435,0.267029,0.715135,0.490693,0.810984,0.220369,0.851783,0.690991,0.639773,0.06672,0.619876,0.005205,0.191935,0.093021,0.084837,0.399998,0.580398,0.62573,0.466208,0.093913,0.75295,0.624015,0.965057,0.056349,0.427304,0.704467,0.569775,0.082887,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,0,0,0.928571,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.226064,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.751066,0.330628,0.73089,0.955524,0.879888,0.582161,0.332382,0.66277,0.299451,0.490347,0.159823,0.46065,0.42267,0.889041,0.471671,0.681012,0.83512,0.916142,0.721111,0.501307,0.761765,0.961592,0.049643,0.444933,0.268435,0.444157,0.836124,0.20994,0.731346,0.509151,0.973744,0.240965,0.409712,0.470642,0.521015,0.987616,0.852005,0.396955,0.440236,0.664574,0.355699,0.657161,0.298053,0.544517,0.783297,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0.5,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.361702,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.044078,0.875651,0.776019,0.914343,0.170983,0.78528,0.418172,0.008616,0.203192,0.577093,0.597632,0.920491,0.699741,0.830973,0.78083,0.535914,0.311007,0.164688,0.056274,0.920372,0.61014,0.856883,0.446954,0.969075,0.358203,0.442092,0.000976,0.16288,0.090546,0.679224,0.394151,0.579935,0.31529,0.0655,0.228476,0.255434,0.361838,0.432056,0.504381,0.017978,0.008187,0.115451,0.882305,0.060945,0.450347,3
