@relation train-weka.filters.unsupervised.attribute.NumericToNominal-R24-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute var_0=a numeric
@attribute var_0=b numeric
@attribute var_0=c numeric
@attribute var_0=d numeric
@attribute var_1 numeric
@attribute var_2=b numeric
@attribute var_2=c numeric
@attribute var_2=d numeric
@attribute var_2=e numeric
@attribute var_2=f numeric
@attribute var_2=g numeric
@attribute var_2=h numeric
@attribute var_2=a numeric
@attribute var_3 numeric
@attribute var_4=c numeric
@attribute var_4=d numeric
@attribute var_4=e numeric
@attribute var_4=f numeric
@attribute var_4=g numeric
@attribute var_4=h numeric
@attribute var_4=a numeric
@attribute var_4=b numeric
@attribute var_5 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute NewNumeric10 numeric
@attribute NewNumeric11 numeric
@attribute label {0,1}

@data
0,0,1,0,0,0,0,0,1,0,0,0,0,0.428571,1,0,0,0,0,0,0,0,0.857143,0.434214,0.435945,0.619016,0.051261,0.482518,0.256918,0.906077,0.426048,0.236566,0.865236,0.639372,0.186913,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0.857143,0,0,0,1,0,0,0,0,0.571429,0.53862,0.072675,0.529433,0.732051,0.594104,0.943267,0.643439,0.687245,0.032199,0.890713,0.825966,0.225145,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0.714286,0,1,0,0,0,0,0,0,0.857143,0.030986,0.280007,0.385674,0.701308,0.290617,0.82174,0.414131,0.003408,0.956559,0.482991,0.317257,0.043929,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0.142857,0,1,0,0,0,0,0,0,0.857143,0.404173,0.771089,0.24515,0.504429,0.342608,0.647307,0.403128,0.31971,0.385697,0.786712,0.871016,0.175507,1
0,1,0,0,0.333333,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.571429,0.586038,0.639562,0.181318,0.268541,0.632422,0.810447,0.465746,0.774159,0.546691,0.581529,0.795812,0.197418,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.857143,0,0,1,0,0,0,0,0,1,0.233846,0.095201,0.705225,0.842322,0.817547,0.99075,0.058721,0.123159,0.136066,0.071905,0.833749,0.029715,1
0,0,1,0,0.666667,0,1,0,0,0,0,0,0,0.857143,0,0,0,1,0,0,0,0,0.428571,0.554057,0.260915,0.582579,0.006126,0.172974,0.14492,0.058852,0.563652,0.283596,0.789227,0.232356,0.881778,1
0,0,0,1,0.666667,0,0,0,0,0,1,0,0,0.571429,0,1,0,0,0,0,0,0,1,0.325163,0.303784,0.990149,0.396697,0.814697,0.149706,0.046802,0.37832,0.05674,0.693388,0.185779,0.276186,1
0,1,0,0,0.333333,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.285714,0.040548,0.34175,0.866459,0.756525,0.33946,0.432984,0.638549,0.139912,0.127766,0.417377,0.924068,0.230439,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0.142857,0,0,0,0,1,0,0,0,0.428571,0.54635,0.205275,0.941602,0.052498,0.967648,0.407647,0.170611,0.489052,0.871118,0.923674,0.546695,0.299367,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0.714286,0,0,1,0,0,0,0,0,0.285714,0.226031,0.239735,0.279636,0.911827,0.546713,0.473184,0.487545,0.746993,0.022808,0.635154,0.232623,0.771897,1
0,0,0,1,0.333333,0,0,0,0,0,0,1,0,0.428571,1,0,0,0,0,0,0,0,0.857143,0.678907,0.909496,0.234413,0.695271,0.26178,0.768732,0.741364,0.840561,0.116675,0.365893,0.714081,0.875435,1
0,0,0,1,0.666667,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.954127,0.008578,0.505833,0.368519,0.608082,0.749124,0.992383,0.201139,0.214057,0.108764,0.874867,0.369404,1
0,0,0,1,0.666667,0,0,0,0,0,1,0,0,0.571429,0,0,0,0,0,0,0,1,0.714286,0.734595,0.795505,0.488364,0.142169,0.106665,0.011869,0.999659,0.452841,0.96397,0.936837,0.026366,0.406581,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0.285714,0,1,0,0,0,0,0,0,0.714286,0.417107,0.351378,0.327344,0.629044,0.390249,0.62821,0.90655,0.827094,0.770128,0.944602,0.82561,0.006681,1
0,0,0,1,0.333333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.142857,0.805451,0.910413,0.040945,0.01466,0.65046,0.525354,0.56307,0.331687,0.799139,0.292698,0.929584,0.921219,1
0,1,0,0,0.333333,0,0,0,0,1,0,0,0,0.571429,0,0,0,0,1,0,0,0,0.142857,0.122516,0.831121,0.726793,0.4525,0.020602,0.229647,0.981579,0.761898,0.741001,0.026274,0.32863,0.07197,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0.714286,0,0,0,0,0,1,0,0,0,0.255417,0.264015,0.25216,0.58029,0.26991,0.511934,0.896017,0.669622,0.628476,0.412332,0.869152,0.117475,1
0,0,0,1,0.666667,0,1,0,0,0,0,0,0,0.571429,0,0,0,0,0,1,0,0,0.571429,0.574452,0.428157,0.925247,0.70681,0.20576,0.176526,0.587214,0.403532,0.636243,0.085315,0.761998,0.042786,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0.714286,0,0,0,0,0,0,0,1,0.428571,0.312168,0.734077,0.462464,0.840851,0.419528,0.404134,0.048011,0.299079,0.613684,0.302903,0.87775,0.977291,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0.857143,0,1,0,0,0,0,0,0,0.142857,0.353101,0.78451,0.10276,0.324717,0.469824,0.696854,0.191748,0.031733,0.156944,0.095466,0.35379,0.723711,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0.428571,0,0,0,0,0,0,0,1,0.714286,0.367754,0.547127,0.974928,0.394287,0.273579,0.579694,0.156355,0.050193,0.296406,0.042741,0.480405,0.728489,1
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.571429,0.526124,0.724855,0.797437,0.515936,0.37097,0.788363,0.823625,0.878335,0.364978,0.830334,0.99431,0.439567,1
0,1,0,0,0.333333,0,0,0,1,0,0,0,0,0.142857,0,0,0,0,1,0,0,0,0.285714,0.546626,0.549585,0.682739,0.847687,0.844427,0.716964,0.459418,0.91553,0.320605,0.626267,0.787866,0.182144,1
0,0,1,0,0.666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.857143,0.575478,0.894016,0.229129,0.637825,0.004966,0.411944,0.885396,0.17448,0.723164,0.674287,0.640893,0.836321,1
0,0,0,1,0.333333,0,1,0,0,0,0,0,0,0.285714,0,0,1,0,0,0,0,0,0.428571,0.349658,0.734082,0.213108,0.808708,0.510866,0.380088,0.816549,0.17411,0.711416,0.325825,0.899364,0.722603,1
0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.142857,0.273279,0.600822,0.043841,0.3769,0.354204,0.928549,0.941126,0.95204,0.689948,0.026434,0.061399,0.192058,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0.571429,0,1,0,0,0,0,0,0,1,0.432745,0.735816,0.708695,0.732772,0.140012,0.673838,0.980747,0.877066,0.019041,0.535262,0.98586,0.477497,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0.857143,0,0,0,0,0,1,0,0,0.142857,0.190295,0.208165,0.224943,0.14355,0.290855,0.244413,0.348339,0.626589,0.802164,0.887515,0.912481,0.390366,1
0,0,0,1,0.666667,1,0,0,0,0,0,0,0,0.285714,0,0,0,0,0,1,0,0,0.428571,0.828585,0.263778,0.617642,0.153384,0.236356,0.057927,0.120163,0.347273,0.88629,0.310104,0.674857,0.445091,1
0,0,0,1,1,0,0,0,0,0,0,1,0,0.714286,0,0,0,1,0,0,0,0,0.714286,0.770656,0.659107,0.167294,0.832287,0.292723,0.379421,0.85561,0.639287,0.429503,0.469575,0.398725,0.958484,1
0,0,1,0,0.666667,0,1,0,0,0,0,0,0,0.428571,0,0,0,0,1,0,0,0,0.285714,0.170223,0.681699,0.113301,0.072907,0.801577,0.660653,0.334545,0.595304,0.848364,0.069169,0.607891,0.606312,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,0.857143,0,0,0,0,0,0,1,0,0,0.156387,0.97888,0.160352,0.349885,0.180406,0.42349,0.536881,0.684988,0.634257,0.91823,0.008754,0.82255,1
0,0,0,1,0.333333,0,0,0,0,0,0,1,0,0.857143,0,1,0,0,0,0,0,0,0.714286,0.724967,0.203559,0.014757,0.541143,0.838697,0.681713,0.162701,0.804045,0.423465,0.172462,0.291779,0.298802,1
0,0,0,1,0.333333,0,0,1,0,0,0,0,0,0.857143,1,0,0,0,0,0,0,0,0.571429,0.195347,0.842615,0.776384,0.563743,0.434348,0.095779,0.6836,0.303951,0.819948,0.487396,0.074401,0.682295,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0.428571,1,0,0,0,0,0,0,0,0.571429,0.297254,0.418503,0.329241,0.699064,0.684178,0.724039,0.327094,0.284327,0.802841,0.340196,0.614723,0.38034,1
0,0,1,0,0.666667,0,0,0,0,0,0,0,1,0.857143,1,0,0,0,0,0,0,0,0,0.316177,0.54866,0.909855,0.572817,0.900384,0.371602,0.525786,0.864472,0.102427,0.756318,0.149014,0.157527,1
0,1,0,0,0.333333,0,0,0,0,0,0,0,1,0.428571,0,0,1,0,0,0,0,0,0.142857,0.309072,0.110013,0.787521,0.815037,0.601559,0.144485,0.211644,0.553899,0.698841,0.127784,0.648364,0.958972,1
0,0,1,0,0.666667,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.203843,0.987304,0.464091,0.453472,0.942361,0.891864,0.903101,0.213793,0.587043,0.728731,0.451035,0.108744,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0.714286,0,0,0,0,0,0,1,0,0.571429,0.616522,0.584162,0.993369,0.090883,0.32022,0.763227,0.818844,0.442107,0.159588,0.921636,0.606881,0.717199,1
0,0,1,0,0.333333,0,0,0,0,1,0,0,0,0.428571,0,0,0,0,0,0,0,1,0.571429,0.459372,0.444787,0.931324,0.882585,0.350444,0.119874,0.257027,0.524627,0.985471,0.904013,0.86889,0.784233,1
0,0,0,1,0,0,0,0,0,0,1,0,0,0.285714,0,1,0,0,0,0,0,0,0.428571,0.87113,0.97182,0.058193,0.265116,0.452869,0.521702,0.202275,0.372602,0.408865,0.170625,0.084225,0.107567,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0.714286,0,0,0,1,0,0,0,0,0.857143,0.677372,0.332403,0.362192,0.290259,0.563685,0.460376,0.565246,0.114649,0.255792,0.660163,0.273342,0.695982,1
0,0,0,1,0.333333,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.484475,0.219633,0.841937,0.290707,0.975345,0.928944,0.620621,0.226445,0.019793,0.818044,0.940586,0.946989,1
0,0,1,0,0.333333,0,0,1,0,0,0,0,0,0.142857,0,0,0,0,0,1,0,0,0,0.624933,0.180567,0.470804,0.444471,0.015457,0.80565,0.089312,0.266285,0.199426,0.538455,0.133345,0.376757,1
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.714286,0.504759,0.734625,0.171337,0.614718,0.202332,0.386151,0.909273,0.437923,0.980909,0.148911,0.459182,0.187165,1
0,0,0,1,1,0,0,1,0,0,0,0,0,0.571429,0,0,0,0,0,1,0,0,0.714286,0.455503,0.487672,0.871459,0.620025,0.660349,0.223511,0.056712,0.324154,0.198504,0.269604,0.681542,0.420695,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.963885,0.897281,0.656615,0.837142,0.942581,0.729335,0.815617,0.22545,0.463232,0.51746,0.644472,0.888427,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,0.142857,0,0,0,0,0,0,0,1,1,0.141326,0.263596,0.693102,0.754121,0.991108,0.752061,0.648402,0.597505,0.527274,0.631296,0.125463,0.459738,1
0,0,0,1,0.666667,0,0,0,0,1,0,0,0,0.285714,0,0,0,0,0,1,0,0,0.428571,0.503657,0.907932,0.977736,0.776303,0.767225,0.57989,0.2941,0.109876,0.346913,0.669667,0.782872,0.674357,1
0,0,0,1,1,0,0,0,0,1,0,0,0,0.428571,0,0,0,0,0,1,0,0,1,0.558046,0.357684,0.067635,0.240916,0.104232,0.516039,0.912926,0.844986,0.921141,0.476915,0.65054,0.978271,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0.714286,0,0,0,1,0,0,0,0,0.428571,0.339685,0.681302,0.761282,0.218154,0.57479,0.342927,0.007164,0.122552,0.816056,0.62565,0.637087,0.194525,1
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.142857,0.905058,0.911066,0.238148,0.267396,0.622791,0.629607,0.478197,0.369095,0.336927,0.525327,0.21102,0.118296,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,1,0,0,0.857143,0.871585,0.75405,0.419073,0.876813,0.886486,0.943221,0.528157,0.3555,0.58032,0.336784,0.895136,0.372687,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0.571429,0,0,0,0,0,0,1,0,0.142857,0.39522,0.523143,0.283189,0.842918,0.535092,0.600413,0.182043,0.997654,0.087946,0.751544,0.354882,0.877492,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,0.714286,0,0,0,0,0,0,0,1,0.571429,0.498089,0.420167,0.569603,0.343694,0.555385,0.638612,0.992285,0.756032,0.531868,0.582388,0.745173,0.467789,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,0.142857,0,0,0,0,0,0,1,0,0.857143,0.397491,0.972094,0.703146,0.924757,0.257765,0.199787,0.992611,0.479654,0.787497,0.468137,0.578833,0.352495,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0.285714,0,0,0,1,0,0,0,0,0.571429,0.445624,0.559049,0.913401,0.052561,0.823067,0.500698,0.191735,0.318155,0.896292,0.820808,0.697193,0.225121,1
0,0,0,1,0.333333,1,0,0,0,0,0,0,0,0.714286,0,0,0,0,0,1,0,0,1,0.466117,0.579235,0.364854,0.292007,0.481869,0.013901,0.839715,0.072807,0.784352,0.437208,0.959501,0.929762,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0.428571,0,0,0,0,0,1,0,0,1,0.668994,0.871109,0.683394,0.537856,0.907335,0.402674,0.36103,0.073105,0.186075,0.959763,0.022723,0.644959,1
0,0,0,1,1,0,0,0,1,0,0,0,0,0.142857,0,0,0,0,0,1,0,0,0.285714,0.939939,0.557089,0.550502,0.070178,0.610612,0.140746,0.228233,0.350155,0.023847,0.602808,0.056892,0.576335,1
0,0,0,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.714286,0.13272,0.485762,0.04139,0.513652,0.554586,0.604157,0.148737,0.531368,0.515203,0.26077,0.433586,0.14605,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0.857143,0,0,0,0,1,0,0,0,0.571429,0.04543,0.931003,0.106948,0.05883,0.847278,0.747759,0.754635,0.50308,0.51817,0.283598,0.336234,0.632871,1
0,0,0,1,0.666667,0,0,0,0,1,0,0,0,0.714286,0,0,0,0,1,0,0,0,1,0.031663,0.156631,0.041751,0.550561,0.240447,0.272833,0.521595,0.478512,0.083522,0.842521,0.87083,0.151271,1
0,0,0,1,0.666667,0,0,0,1,0,0,0,0,0.285714,0,1,0,0,0,0,0,0,0.571429,0.687044,0.874147,0.941531,0.264594,0.241958,0.454961,0.897753,0.668054,0.85942,0.915637,0.604272,0.761274,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0.285714,0,0,0,0,0,0,0,1,0.857143,0.759505,0.508812,0.03336,0.377945,0.952245,0.532786,0.597185,0.277193,0.889414,0.498036,0.524923,0.372819,1
0,0,1,0,0.666667,0,1,0,0,0,0,0,0,0.571429,0,0,0,1,0,0,0,0,0,0.358479,0.545762,0.36047,0.291917,0.255675,0.758429,0.704863,0.054472,0.459064,0.685116,0.20613,0.949274,1
0,0,0,1,0.333333,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.571429,0.683687,0.053052,0.620979,0.088783,0.736932,0.879333,0.651212,0.07766,0.979414,0.790437,0.458305,0.324259,1
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.714286,0.858439,0.772474,0.995951,0.493879,0.650491,0.95896,0.244191,0.900929,0.44735,0.640891,0.978827,0.724288,1
0,1,0,0,0.333333,0,0,1,0,0,0,0,0,0.714286,0,0,0,0,0,1,0,0,0.571429,0.035401,0.931671,0.557088,0.774527,0.448038,0.050226,0.795507,0.589117,0.793333,0.6422,0.451385,0.836793,1
0,0,0,1,0.666667,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.285714,0.744505,0.162539,0.317987,0.035424,0.76421,0.310769,0.944935,0.537249,0.416301,0.126653,0.207532,0.978924,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0.571429,0,0,1,0,0,0,0,0,1,0.473228,0.611082,0.18529,0.367293,0.375253,0.693055,0.072836,0.314283,0.413508,0.882715,0.943087,0.607079,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.571429,0.708684,0.492848,0.977155,0.27135,0.478244,0.355061,0.195885,0.079656,0.439858,0.622592,0.080668,0.060454,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0.857143,0,0,1,0,0,0,0,0,0.428571,0.129007,0.98575,0.306402,0.716738,0.690239,0.418697,0.96461,0.399485,0.776751,0.469002,0.187025,0.05395,1
0,0,0,1,0.333333,0,1,0,0,0,0,0,0,0.857143,0,0,0,0,0,0,1,0,0.428571,0.308254,0.458547,0.474293,0.091403,0.437259,0.65332,0.823752,0.536384,0.054786,0.336381,0.389944,0.026616,1
0,0,0,1,0.666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.714286,0.19455,0.608428,0.588287,0.178949,0.89225,0.080661,0.557598,0.502641,0.157598,0.344428,0.994423,0.011373,1
0,0,1,0,0.333333,0,0,0,0,1,0,0,0,0.142857,0,0,0,0,0,0,1,0,0.571429,0.735487,0.125106,0.903262,0.134812,0.329177,0.38516,0.32228,0.351111,0.135923,0.133337,0.471417,0.22007,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0.571429,0,0,1,0,0,0,0,0,0,0.357767,0.011522,0.890559,0.244715,0.68717,0.37016,0.865723,0.331465,0.481462,0.150274,0.684843,0.035004,1
0,0,1,0,0.333333,0,0,0,0,1,0,0,0,0.285714,0,0,0,0,0,0,1,0,0,0.559839,0.67269,0.762854,0.026616,0.284141,0.525593,0.953253,0.661528,0.849376,0.645593,0.633677,0.563873,1
0,0,0,1,0.666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.714286,0.646824,0.334429,0.125229,0.984499,0.983551,0.066771,0.053048,0.754246,0.276268,0.254978,0.115843,0.349659,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.571429,0,1,0,0,0,0,0,0,0.857143,0.626214,0.272665,0.083954,0.038126,0.701026,0.566533,0.090482,0.800407,0.117245,0.650141,0.569244,0.230301,1
0,0,0,1,0.333333,0,0,0,0,0,0,1,0,0.142857,0,0,0,0,0,1,0,0,0.714286,0.490912,0.721676,0.524394,0.337471,0.93925,0.534509,0.554036,0.635539,0.321169,0.815924,0.912645,0.715069,1
0,0,1,0,0.333333,1,0,0,0,0,0,0,0,0.428571,0,0,0,0,1,0,0,0,1,0.542882,0.186098,0.368035,0.823863,0.060105,0.997402,0.427863,0.816507,0.277481,0.055562,0.495279,0.585363,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0.857143,0,0,1,0,0,0,0,0,0.857143,0.056216,0.206729,0.436073,0.521936,0.24226,0.303172,0.337181,0.799119,0.300943,0.838594,0.268904,0.737251,1
0,0,1,0,0.666667,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.714286,0.442662,0.424073,0.083092,0.137313,0.530439,0.009677,0.922606,0.042656,0.872471,0.087322,0.01969,0.561363,1
0,0,1,0,0.666667,0,0,1,0,0,0,0,0,0.857143,0,0,0,1,0,0,0,0,0.142857,0.165696,0.046296,0.01926,0.094506,0.059325,0.824795,0.808109,0.770529,0.024659,0.447949,0.939684,0.402839,1
0,0,0,1,0.333333,0,0,1,0,0,0,0,0,0.285714,0,0,0,1,0,0,0,0,0.428571,0.950938,0.559694,0.713103,0.677854,0.430614,0.140212,0.594728,0.988358,0.749932,0.511441,0.978745,0.859841,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0.714286,0,0,1,0,0,0,0,0,0.285714,0.361256,0.719973,0.459309,0.435364,0.335932,0.745055,0.098234,0.201582,0.017204,0.836865,0.29772,0.863719,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0.142857,0,0,1,0,0,0,0,0,0.428571,0.544133,0.531591,0.607111,0.471185,0.851393,0.818188,0.553897,0.084271,0.909723,0.98641,0.742263,0.637235,1
0,0,0,1,0.333333,0,0,0,0,0,1,0,0,0.571429,0,0,1,0,0,0,0,0,0.428571,0.916903,0.060084,0.574742,0.686948,0.381282,0.27948,0.735067,0.12915,0.542272,0.606479,0.574077,0.749315,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0.142857,0,0,0,0,0,0,0,1,0.714286,0.732203,0.528794,0.12402,0.435609,0.998897,0.030533,0.87473,0.055891,0.780152,0.883184,0.732505,0.575629,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0.142857,0,0,0,0,0,0,0,1,0.857143,0.861492,0.226543,0.936559,0.423415,0.921821,0.534288,0.940275,0.47058,0.365397,0.463291,0.654276,0.533868,1
0,0,0,1,1,0,1,0,0,0,0,0,0,0.571429,1,0,0,0,0,0,0,0,0.142857,0.748776,0.296808,0.819202,0.036513,0.066894,0.570656,0.191635,0.953795,0.857394,0.163089,0.152823,0.490898,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0.714286,0,0,1,0,0,0,0,0,0.857143,0.319641,0.491602,0.871162,0.578225,0.05694,0.861724,0.051575,0.408099,0.815642,0.487849,0.051009,0.73605,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0.285714,0,1,0,0,0,0,0,0,1,0.6825,0.454735,0.669006,0.181386,0.696794,0.585334,0.134284,0.117782,0.891587,0.153508,0.1722,0.880625,1
0,0,1,0,0.666667,0,0,0,1,0,0,0,0,0.714286,0,0,1,0,0,0,0,0,0.285714,0.729422,0.049313,0.967973,0.407178,0.800419,0.589715,0.814568,0.564529,0.954516,0.439882,0.924516,0.978259,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0.285714,1,0,0,0,0,0,0,0,0.571429,0.233217,0.663288,0.579267,0.757721,0.333953,0.384604,0.974823,0.602256,0.053227,0.311168,0.061742,0.064113,1
0,0,1,0,0.666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.745412,0.314552,0.962852,0.514268,0.141228,0.715701,0.540595,0.122672,0.910728,0.814708,0.27172,0.182935,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.142857,0.526546,0.733538,0.673896,0.466145,0.038866,0.729496,0.107909,0.840199,0.763431,0.312883,0.029233,0.816841,1
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.428571,0.885704,0.426451,0.118396,0.217674,0.807266,0.404487,0.376719,0.290703,0.68937,0.615773,0.655224,0.433251,1
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.285714,0.670466,0.016242,0.109665,0.851115,0.561849,0.062455,0.234654,0.573065,0.121681,0.063592,0.747849,0.651722,1
0,0,0,1,0.666667,0,1,0,0,0,0,0,0,0.571429,0,0,0,0,0,0,0,1,0.142857,0.231467,0.921084,0.47222,0.78325,0.165637,0.379946,0.183922,0.765914,0.014117,0.058154,0.09326,0.275508,1
0,0,0,1,1,0,1,0,0,0,0,0,0,0.714286,0,1,0,0,0,0,0,0,0.142857,0.987504,0.661596,0.413264,0.681538,0.739806,0.395293,0.371594,0.323961,0.114629,0.461546,0.825106,0.149475,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0.857143,0,0,1,0,0,0,0,0,0.857143,0.737654,0.788238,0.57432,0.302854,0.943052,0.550433,0.769607,0.09915,0.011035,0.667881,0.981671,0.490587,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0.571429,0,0,0,0,0,0,0,1,1,0.106109,0.589242,0.586731,0.083639,0.523669,0.819522,0.055756,0.941433,0.03957,0.01047,0.708159,0.990491,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,0.285714,1,0,0,0,0,0,0,0,0.714286,0.963445,0.377136,0.584591,0.244849,0.699959,0.457739,0.470508,0.112296,0.792613,0.491907,0.169044,0.611803,1
0,0,0,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.285714,0.344813,0.258401,0.477344,0.078437,0.195115,0.853901,0.366931,0.991224,0.82616,0.618559,0.771532,0.590511,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0.428571,0,1,0,0,0,0,0,0,0.285714,0.281024,0.865927,0.851621,0.954135,0.241989,0.389447,0.332093,0.771133,0.250577,0.383589,0.556058,0.716498,1
0,1,0,0,0.333333,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.285714,0.072776,0.577952,0.158079,0.426166,0.581134,0.094045,0.638229,0.023329,0.18999,0.174148,0.583373,0.492473,1
0,0,0,1,0.333333,1,0,0,0,0,0,0,0,0.857143,0,0,0,1,0,0,0,0,0.571429,0.871284,0.259811,0.34383,0.629045,0.402306,0.244512,0.380557,0.165931,0.616111,0.578505,0.840173,0.268723,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0.571429,0,0,1,0,0,0,0,0,0.714286,0.980298,0.5463,0.314717,0.929984,0.32507,0.878947,0.976039,0.991703,0.801601,0.73789,0.596336,0.916859,1
0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.714286,0.065052,0.13263,0.554068,0.552457,0.878474,0.491922,0.733507,0.502111,0.596066,0.025461,0.276728,0.040347,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0.428571,1,0,0,0,0,0,0,0,0.857143,0.4429,0.460905,0.885692,0.60132,0.522699,0.939244,0.960451,0.353962,0.904527,0.441304,0.759171,0.122908,1
0,0,1,0,0.666667,0,0,0,0,0,1,0,0,0.428571,0,0,0,0,0,1,0,0,0,0.838424,0.576772,0.748749,0.604452,0.057408,0.812291,0.545409,0.253316,0.143743,0.187534,0.577547,0.387947,1
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.285714,0.412566,0.787276,0.450791,0.339186,0.281965,0.242081,0.147267,0.628419,0.065978,0.431523,0.795132,0.483011,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0.857143,0,0,0,0,0,0,1,0,0.142857,0.520811,0.076234,0.682624,0.333883,0.012028,0.262201,0.033926,0.879248,0.172867,0.277986,0.318167,0.412804,1
0,1,0,0,0.333333,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.571429,0.519743,0.027304,0.114779,0.025827,0.014942,0.497411,0.242672,0.4358,0.993739,0.452083,0.143279,0.422655,1
