@relation titanic-train-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute passengerId numeric
@attribute pclass=1 numeric
@attribute pclass=2 numeric
@attribute pclass=3 numeric
@attribute sex=female numeric
@attribute age numeric
@attribute sibsp numeric
@attribute parch numeric
@attribute fare numeric
@attribute embarked=C numeric
@attribute embarked=Q numeric
@attribute embarked=S numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute survival {0,1}

@data
0.226966,0,0,1,0,0.421965,0,0,0.012679,0,0,1,0.273266,0.585501,0.152932,0.680017,0.129645,0.199242,0
0.22809,0,0,1,0,0.566474,0,0,0.014102,1,0,0,0.796672,0.144456,0.68173,0.765599,0.079131,0.121797,0
0.229213,0,0,1,0,0.22091,0,0,0.015713,0,0,1,0.255306,0.614393,0.855491,0.90442,0.919573,0.588667,1
0.230337,0,0,1,1,0.019854,0,0.166667,0.020421,0,0,1,0.052323,0.885211,0.684205,0.402731,0.818853,0.647502,0
0.231461,0,0,1,0,0.396833,0.125,0,0.030937,0,0,1,0.099763,0.440871,0.853354,0.778307,0.941799,0.540949,0
0.232584,0,0,1,0,0.321438,0,0,0.036671,1,0,0,0.614844,0.170434,0.04392,0.82689,0.253934,0.622307,1
0.233708,0,0,1,1,0.195778,0,0,0.015127,0,1,0,0.779976,0.197255,0.822482,0.026584,0.248336,0.879241,1
0.234831,1,0,0,0,0.497361,0,0,0.060508,1,0,0,0.131936,0.076571,0.395164,0.103736,0.497816,0.494207,1
0.235955,0,0,1,0,0.296306,0,0,0.013761,0,0,1,0.862844,0.744472,0.473791,0.289689,0.922086,0.3243,0
0.237079,0,1,0,1,0.434531,0,0,0.040989,0,0,1,0.024953,0.847334,0.294067,0.772525,0.813086,0.571263,1
0.238202,0,0,1,0,0.271174,0,0,0.014151,0,0,1,0.304789,0.529458,0.372877,0.752864,0.696849,0.81749,0
0.239326,0,1,0,0,0.371701,0,0,0.025374,0,0,1,0.801354,0.881502,0.923163,0.74325,0.102506,0.593338,0
0.240449,0,0,1,0,?,0.125,0,0.015127,0,1,0,0.448782,0.261405,0.348028,0.686718,0.942774,0.516721,0
0.241573,1,0,0,1,0.384267,0.125,0,0.221098,1,0,0,0.06611,0.785159,0.907809,0.725913,0.029503,0.093937,1
0.242697,0,0,1,1,0.334004,0,0,0.015469,0,0,1,0.805376,0.873846,0.351256,0.128294,0.905896,0.511427,1
0.24382,0,1,0,0,0.522493,0.125,0,0.0527,0,0,1,0.172956,0.746863,0.990502,0.798579,0.68656,0.186647,0
0.244944,1,0,0,1,0.396833,0,0,0.148911,1,0,0,0.096258,0.8148,0.704444,0.803932,0.579658,0.721654,1
0.246067,0,1,0,0,0.371701,0,0,0.020495,0,0,1,0.336259,0.678846,0.610925,0.452315,0.703557,0.93898,0
0.247191,0,0,1,0,0.195778,0,0,0.015713,0,0,1,0.153054,0.751117,0.448835,0.236041,0.294333,0.333999,1
0.248315,0,1,0,0,0.334004,0,0,0.025374,0,0,1,0.622899,0.720652,0.960058,0.651318,0.380512,0.993508,0
0.249438,0,0,1,0,0.635587,0,0,0.015713,0,0,1,0.597133,0.285882,0.020982,0.785445,0.036991,0.483597,0
0.250562,0,0,1,0,?,0,0,0.015412,0,0,1,0.560958,0.823669,0.81592,0.115478,0.840285,0.561982,0
0.251685,1,0,0,0,0.472229,0.125,0,0.175668,0,0,1,0.777924,0.26915,0.701903,0.15932,0.660206,0.716564,1
0.252809,0,0,1,0,0.271174,0,0,0.01825,0,0,1,0.138127,0.225877,0.426566,0.170306,0.326723,0.352727,0
0.253933,0,1,0,0,0.233476,0,0,0.020495,0,0,1,0.21776,0.732522,0.228571,0.661767,0.501921,0.061217,1
0.255056,0,0,1,0,0.252325,0,0,0.014151,0,0,1,0.717638,0.68565,0.882656,0.115632,0.622311,0.394875,0
0.25618,0,1,0,0,0.22091,0,0,0.025374,0,0,1,0.800526,0.396977,0.618004,0.17994,0.521908,0.299112,0
0.257303,0,0,1,1,?,0.375,0.166667,0.049708,0,0,1,0.873154,0.371829,0.81749,0.139625,0.126823,0.095134,0
0.258427,1,0,0,1,0.434531,0.125,0,0.162932,0,0,1,0.14939,0.091093,0.634093,0.583162,0.862029,0.25839,1
0.259551,0,0,1,0,0.359135,0,0,0.015176,0,0,1,0.336435,0.304292,0.886604,0.348693,0.424574,0.203542,0
0.260674,0,1,0,0,0.736115,0,0,0.02635,0,0,1,0.065659,0.273237,0.425958,0.865827,0.757988,0.652079,0
0.261798,0,0,1,1,0.057552,0.5,0.333333,0.061264,0,0,1,0.162724,0.205121,0.312063,0.496461,0.172753,0.674288,1
0.262921,0,1,0,0,0.296306,0,0,0.020495,0,0,1,0.546303,0.17648,0.68398,0.986924,0.969554,0.153006,0
0.264045,0,0,1,1,?,0,0,0.014737,0,0,1,0.848695,0.555001,0.828329,0.476505,0.866969,0.685957,0
0.265169,0,1,0,0,0.547625,0.125,0,0.050749,0,0,1,0.761959,0.888962,0.195816,0.949869,0.354199,0.034602,0
0.266292,0,1,0,1,0.09525,0,0.333333,0.051237,0,0,1,0.486425,0.552825,0.637103,0.593699,0.482514,0.332644,1
0.267416,0,1,0,0,0.233476,0,0,0.020495,0,0,1,0.460227,0.945104,0.939554,0.225876,0.88591,0.813383,0
0.268539,0,1,0,0,0.409399,0,0,0.023959,0,0,1,0.104234,0.548533,0.467781,0.047985,0.150971,0.713213,0
0.269663,0,0,1,1,?,0.125,0,0.028213,1,0,0,0.560819,0.734534,0.824845,0.152425,0.316377,0.904055,0
0.270787,0,0,1,1,?,0.125,0,0.030254,0,1,0,0.131379,0.36006,0.548189,0.952068,0.911704,0.330522,1
0.27191,0,1,0,0,0.359135,0,0,0.020495,0,0,1,0.22966,0.23577,0.885178,0.435471,0.790077,0.342135,0
0.273034,0,0,1,0,0.271174,0,0,0.013907,0,0,1,0.428464,0.6948,0.217005,0.560989,0.17636,0.865777,0
0.274157,0,0,1,0,0.371701,0,0,0.014102,1,0,0,0.458254,0.250653,0.135636,0.349839,0.057742,0.141709,0
0.275281,1,0,0,0,0.547625,0.25,0,0.175668,0,1,0,0.549067,0.67436,0.054797,0.216703,0.861946,0.515237,0
0.276404,0,0,1,1,0.308872,0,0,0.015176,0,0,1,0.132678,0.453223,0.44034,0.666816,0.484466,0.837337,0
0.277528,0,1,0,1,0.296306,0,0.333333,0.028302,0,0,1,0.840457,0.208395,0.774851,0.804773,0.184125,0.167315,1
0.278652,1,0,0,0,0.459663,0.125,0.166667,0.102579,0,0,1,0.7533,0.173175,0.582419,0.741313,0.81923,0.209367,1
0.279775,0,1,0,0,0.673285,0.125,0,0.050749,0,0,1,0.652415,0.679188,0.697984,0.282948,0.857297,0.757702,0
0.280899,0,0,1,0,?,0,0,0.014151,0,0,1,0.361825,0.909222,0.296733,0.56297,0.681855,0.110831,0
0.282022,0,0,1,1,0.359135,0.125,0.166667,0.020421,0,0,1,0.303063,0.083171,0.437282,0.072859,0.921648,0.168428,0
0.283146,1,0,0,0,0.773813,0,0,0.051822,0,0,1,0.846548,0.111645,0.311698,0.916472,0.931428,0.701801,0
0.28427,0,0,1,0,0.371701,0.125,0,0.031425,0,0,1,0.549212,0.428917,0.439222,0.80626,0.609726,0.033889,0
0.285393,0,0,1,1,0.509927,0,0.333333,0.039452,0,0,1,0.629681,0.785997,0.451458,0.10586,0.50698,0.253521,0
0.286517,0,0,1,1,0.359135,0,0.333333,0.029758,1,0,0,0.126159,0.813215,0.266881,0.086179,0.576257,0.782653,1
0.28764,1,0,0,1,?,0,0,0.154588,1,0,0,0.792393,0.951382,0.57328,0.975965,0.97672,0.009856,1
0.288764,1,0,0,1,0.371701,0,0,0.168837,0,0,1,0.457963,0.187634,0.968966,0.56105,0.444767,0.178451,1
0.289888,1,0,0,1,0.434531,0,0,1,1,0,0,0.963698,0.936919,0.557412,0.211162,0.896382,0.387489,1
0.291011,0,1,0,1,0.623021,0,0.166667,0.050749,0,0,1,0.894131,0.387572,0.555129,0.716328,0.973247,0.527061,1
0.292135,0,0,1,0,?,0,0,0.015127,0,1,0,0.788602,0.918949,0.727808,0.107456,0.160237,0.059052,0
0.293258,0,0,1,0,0.03242,0.5,0.333333,0.061264,0,0,1,0.802275,0.524112,0.493556,0.363304,0.208432,0.587883,1
0.294382,1,0,0,0,0.648153,0.125,0.166667,0.155466,0,0,1,0.4989,0.989239,0.961978,0.198483,0.830108,0.194787,0
0.295506,1,0,0,0,0.497361,0,0,0,0,0,1,0.53868,0.336046,0.261079,0.848763,0.784459,0.069803,0
0.296629,0,0,1,1,?,0,0,0.015127,0,1,0,0.0368,0.400871,0.346877,0.269337,0.448199,0.338525,0
0.297753,0,1,0,0,0.447097,0,0,0.020495,0,0,1,0.729858,0.565288,0.309049,0.521831,0.026481,0.400539,0
0.298876,0,0,1,0,0.195778,0.5,0.166667,0.077465,0,0,1,0.327044,0.463731,0.555102,0.414192,0.578843,0.06275,0
0.3,0,0,1,0,0.308872,0.125,0,0.015176,0,0,1,0.428047,0.853438,0.359993,0.975809,0.743514,0.236946,1
0.301124,1,0,0,1,0.723549,0,0.166667,0.299539,0,0,1,0.657451,0.855413,0.151839,0.884516,0.282246,0.685163,1
0.302247,1,0,0,1,0.434531,0,0,0.264739,0,0,1,0.552244,0.060592,0.720562,0.032977,0.537135,0.930871,1
0.303371,1,0,0,0,?,0,0,0.060508,0,0,1,0.710827,0.876086,0.797843,0.534247,0.400089,0.93566,0
0.304494,0,0,1,0,0.308872,0,0,0,0,0,1,0.593749,0.279558,0.285547,0.359298,0.113786,0.880937,1
0.305618,0,1,0,1,0.509927,0,0.166667,0.038061,0,0,1,0.592939,0.407298,0.787387,0.696614,0.928352,0.53777,1
0.306742,1,0,0,0,0.459663,0,0.166667,0.057971,1,0,0,0.851318,0.159473,0.115741,0.983656,0.468345,0.385213,0
0.307865,0,0,1,1,?,0,0,0.015127,0,1,0,0.221742,0.034898,0.552511,0.324356,0.366964,0.21262,1
0.308989,1,0,0,1,0.786378,0.125,0,0.152164,0,0,1,0.465924,0.462351,0.8992,0.852697,0.905227,0.263056,1
0.310112,0,0,1,1,0.560191,0,0,0.015127,0,0,1,0.682347,0.965181,0.676004,0.190925,0.768919,0.626106,0
0.311236,0,1,0,0,?,0,0,0,0,0,1,0.248744,0.054465,0.250926,0.877537,0.680687,0.136472,0
0.31236,0,0,1,0,0.082684,0.5,0.166667,0.056848,0,1,0,0.610171,0.001093,0.585461,0.884816,0.263231,0.281474,0
0.313483,0,0,1,1,0.434531,0.125,0.166667,0.039525,0,0,1,0.738373,0.781484,0.670313,0.722566,0.586115,0.852172,1
0.314607,0,0,1,0,0.81151,0,0,0.015127,0,1,0,0.341517,0.951734,0.449382,0.232479,0.096631,0.309646,0
0.31573,0,0,1,0,0.346569,0,0,0.01533,0,0,1,0.084402,0.892137,0.058625,0.849231,0.046993,0.085055,0
0.316854,0,0,1,0,0.195778,0,0,0.018543,0,0,1,0.46631,0.423633,0.863655,0.657382,0.728138,0.528614,0
0.317978,0,0,1,0,0.233476,0,0,0.015713,0,0,1,0.234394,0.859745,0.000621,0.059184,0.285838,0.692185,1
0.319101,1,0,0,0,?,0,0,0.050749,0,0,1,0.531984,0.986186,0.702904,0.823544,0.218683,0.030902,0
0.320225,0,0,1,0,0.409399,0,0,0.016908,1,0,0,0.499893,0.604265,0.534877,0.981317,0.789806,0.883392,0
0.321348,0,0,1,0,0.371701,0,0,0.018543,0,0,1,0.980522,0.216353,0.01608,0.7215,0.084677,0.914531,1
0.322472,0,0,1,0,0.271174,0,0,0.015412,0,0,1,0.89451,0.239581,0.876646,0.616195,0.734795,0.740455,0
0.323596,0,1,0,0,0.522493,0,0,0.025374,0,0,1,0.952398,0.109163,0.069268,0.132925,0.929964,0.598155,1
0.324719,0,0,1,1,0.271174,0,0,0.015127,0,1,0,0.673254,0.561582,0.515113,0.189069,0.147752,0.051375,1
0.325843,1,0,0,1,0.321438,0,0,0.153905,0,0,1,0.36171,0.79076,0.581116,0.157248,0.534835,0.454932,1
0.326966,1,0,0,1,0.233476,0.125,0,0.177775,1,0,0,0.257167,0.552141,0.283637,0.169112,0.437514,0.829599,1
0.32809,0,1,0,0,0.447097,0,0,0.02513,1,0,0,0.635996,0.389664,0.85737,0.199391,0.663783,0.26243,0
0.329213,0,0,1,1,0.296306,0,0,0.017274,0,0,1,0.200929,0.202439,0.397088,0.3877,0.491927,0.260087,0
0.330337,0,0,1,0,0.296306,0,0,0.015412,0,0,1,0.722301,0.309649,0.910943,0.50234,0.655456,0.197292,0
0.331461,1,0,0,0,?,0,0,0.054107,1,0,0,0.05352,0.956139,0.064655,0.732523,0.825077,0.154977,0
0.332584,0,0,1,0,0.290023,0,0,0.01411,1,0,0,0.387747,0.004026,0.752515,0.961585,0.878755,0.803576,0
0.333708,1,0,0,1,0.019854,0.125,0.333333,0.295806,0,0,1,0.873125,0.038723,0.119496,0.906991,0.263389,0.311133,0
0.334831,1,0,0,0,?,0,0,0.059532,0,0,1,0.48844,0.676379,0.854093,0.580523,0.378289,0.532663,1
0.335955,1,0,0,1,0.623021,0,0.166667,0.483128,1,0,0,0.787374,0.873914,0.158367,0.22585,0.382953,0.440215,1
0.337079,0,0,1,1,?,0,0,0.015127,0,1,0,0.744743,0.126711,0.324073,0.516747,0.490413,0.090271,1
0.338202,0,0,1,0,?,0.25,0,0.045381,0,1,0,0.338627,0.691378,0.954858,0.368135,0.352847,0.588947,1
0.339326,0,0,1,0,0.233476,0,0,0,0,0,1,0.643987,0.224641,0.587224,0.228715,0.887817,0.932601,0
0.340449,0,1,0,1,?,0,0,0.024106,0,1,0,0.421399,0.302004,0.399164,0.427491,0.000321,0.18312,1
0.341573,0,0,1,0,?,0,0,0.015713,0,0,1,0.393447,0.22278,0.336657,0.760606,0.406158,0.828821,0
0.342697,1,0,0,0,0.006283,0.125,0.333333,0.295806,0,0,1,0.405173,0.857874,0.925263,0.487646,0.793646,0.013393,1
0.34382,1,0,0,1,?,0,0,0.21643,1,0,0,0.366903,0.323575,0.217226,0.700241,0.120475,0.451033,1
0.344944,1,0,0,1,0.208344,0.125,0,0.212559,1,0,0,0.540691,0.22359,0.313191,0.307205,0.036988,0.634313,1
0.346067,0,1,0,0,0.371701,0.125,0,0.046845,1,0,0,0.227375,0.581862,0.110924,0.810784,0.472137,0.465575,0
0.347191,1,0,0,1,0.371701,0,0,0.111118,1,0,0,0.971488,0.363965,0.899579,0.523177,0.88914,0.770019,1
0.348315,1,0,0,1,0.296306,0,0,0.162314,1,0,0,0.866631,0.363078,0.024744,0.771482,0.798835,0.58094,1
0.349438,1,0,0,1,0.22091,0.25,0.333333,0.512122,1,0,0,0.614791,0.90015,0.593874,0.07657,0.853989,0.410936,1
0.350562,0,1,0,1,0.321438,0.125,0.166667,0.050749,0,0,1,0.478815,0.183504,0.43009,0.866043,0.390634,0.457817,0
0.351685,0,0,1,0,0.346569,0,0,0.015412,0,0,1,0.837051,0.702075,0.680704,0.32608,0.145546,0.345307,0
0.352809,0,1,0,0,0.535059,0.125,0.166667,0.051237,0,0,1,0.481057,0.834138,0.470208,0.829313,0.184357,0.305665,0
0.353933,0,0,1,1,0.321438,0,0,0.01533,0,0,1,0.229242,0.069674,0.190552,0.547366,0.803965,0.897777,1
0.355056,0,1,0,1,0.296306,0.125,0,0.050749,0,0,1,0.608181,0.233707,0.738254,0.403736,0.416585,0.377966,1
0.35618,0,1,0,0,0.673285,0,0,0.027326,0,0,1,0.885719,0.708669,0.641474,0.215569,0.631366,0.644254,0
0.357303,1,0,0,1,0.384267,0,0.333333,0.321798,0,0,1,0.341645,0.469048,0.333474,0.46665,0.982308,0.434716,1
0.358427,1,0,0,1,0.497361,0.125,0.166667,0.262527,1,0,0,0.407786,0.328768,0.193799,0.63772,0.927414,0.83815,1
0.359551,0,0,1,0,0.271174,0,0,0.014151,0,0,1,0.884581,0.962524,0.62663,0.867792,0.891789,0.565933,0
0.360674,0,0,1,0,0.334004,0,0,0.015412,0,0,1,0.389272,0.28294,0.717798,0.139319,0.634489,0.217635,0
0.361798,0,1,0,1,0.371701,0,0,0.024106,0,1,0,0.165347,0.656335,0.608167,0.363461,0.082424,0.563889,1
0.362921,0,1,0,1,0.271174,0.125,0.166667,0.056604,0,0,1,0.39629,0.226012,0.951031,0.115872,0.850907,0.766874,1
0.364045,0,0,1,0,?,1,0.333333,0.135753,0,0,1,0.841213,0.522536,0.853769,0.249591,0.925432,0.294479,0
0.365169,1,0,0,1,0.447097,0,0,0.264739,1,0,0,0.42699,0.299159,0.817631,0.83534,0.738047,0.876291,1
0.366292,0,0,1,0,0.761247,0,0,0.012175,0,0,1,0.981873,0.595256,0.02181,0.480584,0.068932,0.249575,0
0.367416,0,1,0,1,0.447097,0,0,0.025374,0,0,1,0.529496,0.843894,0.095991,0.921379,0.63336,0.187706,1
0.368539,0,0,1,1,0.384267,0.125,0.166667,0.040062,0,0,1,0.03916,0.078075,0.395872,0.214054,0.779495,0.662422,1
0.369663,1,0,0,1,0.195778,0,0.166667,0.113168,1,0,0,0.667355,0.11504,0.954377,0.959992,0.686126,0.219786,1
0.370787,0,0,1,1,?,0.25,0,0.045381,0,1,0,0.85492,0.904698,0.302845,0.843691,0.683504,0.237069,1
0.37191,1,0,0,0,0.566474,0,0,0.055628,0,0,1,0.051698,0.896682,0.425713,0.653626,0.556461,0.647554,0
0.373034,1,0,0,0,0.472229,0,0.166667,0.299539,0,0,1,0.823199,0.425015,0.273294,0.673319,0.767661,0.680522,0
0.374157,0,0,1,0,0.195778,0.25,0,0.035134,0,0,1,0.007965,0.328452,0.663305,0.396948,0.660436,0.856771,0
0.375281,1,0,0,1,?,0.125,0,0.260867,0,0,1,0.905951,0.65133,0.565636,0.444742,0.674755,0.832753,1
0.376404,0,0,1,0,?,0,0,0.015412,0,0,1,0.012414,0.621564,0.808542,0.06748,0.105348,0.109834,0
0.377528,1,0,0,0,0.359135,0.125,0,0.129995,0,0,1,0.003201,0.730993,0.149317,0.960321,0.726293,0.264907,0
0.378652,1,0,0,1,0.509927,0,0,0.262527,1,0,0,0.819757,0.684823,0.50958,0.211988,0.839012,0.344405,1
0.379775,0,0,1,0,0.560191,0,0,0.015713,0,0,1,0.199121,0.01185,0.434544,0.038288,0.717862,0.75997,1
0.380899,1,0,0,0,0.560191,0,0,0.069291,0,0,1,0.608184,0.990413,0.556828,0.665921,0.635618,0.279291,0
0.382022,0,1,0,0,0.019854,0.125,0.166667,0.050749,0,0,1,0.644729,0.235893,0.947297,0.004632,0.3661,0.102872,1
0.383146,1,0,0,1,0.296306,0.375,0.333333,0.513342,0,0,1,0.791631,0.287596,0.746508,0.968444,0.358061,0.124179,1
0.38427,0,1,0,0,0.346569,0,0,0.025374,0,0,1,0.295938,0.034166,0.77817,0.859937,0.337914,0.088455,0
0.385393,0,1,0,0,0.308872,0,0,0.025374,0,0,1,0.591551,0.019505,0.947864,0.729508,0.47278,0.780654,0
0.386517,0,1,0,0,0.447097,0,0,0.025374,0,0,1,0.402417,0.002439,0.982285,0.162907,0.063069,0.605893,0
0.38764,0,1,0,1,0.296306,0,0,0.025374,0,0,1,0.621578,0.514054,0.432573,0.368138,0.048041,0.981477,1
0.388764,0,1,0,1,0.497361,0,0,0.025374,0,0,1,0.538265,0.212363,0.174863,0.544356,0.020575,0.077152,1
0.389888,0,0,1,1,?,0.125,0,0.031425,0,0,1,0.618347,0.204546,0.826678,0.372514,0.440225,0.343447,1
0.391011,0,0,1,0,0.03242,0.125,0.166667,0.031035,0,0,1,0.079731,0.056744,0.353189,0.606272,0.897252,0.414709,1
0.392135,0,0,1,0,0.522493,0,0,0.016908,0,0,1,0.050388,0.288882,0.565879,0.432677,0.565053,0.806224,0
0.393258,0,0,1,0,0.28374,0,0,0.018006,0,0,1,0.368235,0.840295,0.480582,0.770138,0.943656,0.020266,0
0.394382,1,0,0,0,?,0,0,0.068315,0,0,1,0.654359,0.358351,0.474262,0.465579,0.06183,0.39531,0
0.395506,0,0,1,0,0.183212,0.125,0.166667,0.01411,1,0,0,0.348699,0.508653,0.591611,0.417002,0.998026,0.171309,0
0.396629,0,0,1,0,0.308872,0.125,0,0.034743,0,0,1,0.984054,0.617795,0.044568,0.689928,0.788668,0.681969,0
0.397753,0,0,1,0,?,0,0,0.014102,1,0,0,0.243699,0.358644,0.120208,0.408875,0.013196,0.436397,0
0.398876,0,0,1,0,0.346569,0,0,0.018543,0,0,1,0.812481,0.378511,0.174842,0.514721,0.935268,0.716174,0
0.4,1,0,0,1,0.271174,0,0.166667,0.107353,0,0,1,0.813218,0.491733,0.813411,0.796833,0.504392,0.522669,1
0.401124,0,1,0,1,0.472229,0,0,0.025374,0,0,1,0.70094,0.533584,0.511835,0.080524,0.607251,0.580739,0
0.402247,0,0,1,1,?,0,0,0.015379,0,1,0,0.957781,0.160292,0.973402,0.205796,0.137635,0.190592,1
0.403371,0,0,1,1,?,0,0,0.015379,0,1,0,0.241434,0.722398,0.165773,0.836553,0.022128,0.055632,1
0.404494,0,0,1,0,0.497361,0.125,0.666667,0.054457,0,0,1,0.849508,0.01274,0.869121,0.039254,0.698924,0.571084,0
0.405618,0,1,0,0,0.359135,0.125,0,0.054107,1,0,0,0.389833,0.856915,0.394109,0.549251,0.461904,0.191007,0
0.406742,0,0,1,1,0.560191,0,0.166667,0.028213,1,0,0,0.421139,0.568853,0.976094,0.269296,0.923687,0.389167,0
0.407865,0,0,1,0,0.434531,0,0,0.013761,0,0,1,0.937164,0.616851,0.903661,0.619547,0.850945,0.865844,0
0.408989,0,0,1,0,?,0.125,0,0.030254,0,1,0,0.907329,0.050422,0.239297,0.168113,0.123956,0.235938,0
0.410112,0,0,1,0,0.371701,0,0,0.014151,0,0,1,0.514952,0.424236,0.691007,0.53615,0.270097,0.656128,0
0.411236,1,0,0,1,0.748681,0.125,0,0.146878,1,0,0,0.215533,0.955204,0.808709,0.89671,0.227492,0.137135,1
0.41236,0,0,1,1,?,0,0,0.01411,1,0,0,0.597994,0.279883,0.830298,0.711185,0.879215,0.552336,1
0.413483,0,0,1,1,?,0,0,0.015127,0,1,0,0.205547,0.493489,0.670885,0.394894,0.738604,0.241753,1
0.414607,1,0,0,1,0.296306,0,0,0.135265,1,0,0,0.754021,0.685126,0.32565,0.832181,0.6001,0.250575,1
0.41573,1,0,0,0,0.308872,0.125,0,0.108215,1,0,0,0.477286,0.206856,0.292216,0.513671,0.244648,0.498093,1
0.416854,0,0,1,0,0.22091,0.125,0,0.012679,0,0,1,0.894635,0.681762,0.07201,0.220849,0.510514,0.895011,0
0.417978,0,0,1,0,0.233476,0,0,0.015713,0,0,1,0.005637,0.7576,0.800725,0.796998,0.425209,0.697371,0
0.419101,1,0,0,0,0.271174,0,0,0.264739,1,0,0,0.505494,0.821436,0.113944,0.514301,0.217301,0.271327,0
0.420225,0,0,1,1,0.03242,0.375,0.166667,0.041136,0,0,1,0.919229,0.015021,0.363093,0.754409,0.072721,0.246398,0
0.421348,1,0,0,1,?,0.125,0,0.160387,1,0,0,0.776149,0.622797,0.756009,0.278293,0.512786,0.541748,1
0.422472,0,0,1,1,0.271174,0,0,0.014151,0,0,1,0.896723,0.171216,0.262257,0.869379,0.403802,0.481094,1
0.423596,1,0,0,0,0.334004,0,0.333333,0.412821,1,0,0,0.211023,0.790559,0.661403,0.924783,0.373502,0.671751,0
0.424719,0,0,1,0,0.246042,0,0,0.007832,1,0,0,0.049734,0.694202,0.748308,0.960306,0.929815,0.251494,0
0.425843,0,0,1,0,0.233476,0,0,0.015176,0,0,1,0.682949,0.155179,0.877344,0.537526,0.833925,0.726901,0
0.426966,1,0,0,1,0.522493,0,0,0.444099,1,0,0,0.77575,0.470146,0.021543,0.851875,0.363189,0.896648,1
0.42809,0,0,1,1,0.007288,0,0.333333,0.030726,1,0,0,0.989271,0.945183,0.746121,0.909635,0.460295,0.215312,1
0.429213,0,0,1,0,0.396833,0,0,0.015469,0,0,1,0.897425,0.499169,0.711406,0.624085,0.462808,0.584218,0
0.430337,1,0,0,1,0.434531,0.125,0,0.101497,0,0,1,0.787944,0.62623,0.90004,0.265974,0.060713,0.617065,1
0.431461,0,0,1,0,?,0,0,0.015412,0,0,1,0.456378,0.990651,0.938694,0.984577,0.367232,0.314798,0
0.432584,0,1,0,0,0.22091,0,0,0.143462,0,0,1,0.327156,0.13186,0.99648,0.780955,0.8976,0.176476,0
0.433708,0,0,1,0,0.007288,0.625,0.333333,0.091543,0,0,1,0.800148,0.65414,0.490788,0.55695,0.828842,0.684931,0
0.434831,0,1,0,1,0.447097,0,0,0.025374,0,0,1,0.636911,0.870382,0.52603,0.108742,0.017235,0.93644,1
0.435955,0,0,1,0,?,0,0,0.015086,0,1,0,0.090189,0.400928,0.800782,0.093582,0.844942,0.76546,0
0.437079,0,1,0,1,0.208344,0,0,0.023422,1,0,0,0.824625,0.420744,0.922202,0.718071,0.378469,0.866125,1
0.438202,1,0,0,0,0.447097,0.125,0.333333,0.234224,0,0,1,0.066822,0.55904,0.301295,0.806038,0.483658,0.183334,1
0.439326,0,0,1,0,0.258608,0,0,0.015216,0,0,1,0.809187,0.32725,0.315458,0.867838,0.248847,0.774142,1
0.440449,0,0,1,0,0.346569,0.25,0,0.015469,0,0,1,0.833811,0.060842,0.322357,0.159475,0.222958,0.695168,0
0.441573,1,0,0,1,0.28374,0.125,0,0.221098,1,0,0,0.239047,0.868831,0.607306,0.5723,0.841248,0.508849,1
0.442697,0,0,1,1,0.296306,0,0.333333,0.032596,0,0,1,0.570729,0.887657,0.02017,0.599515,0.860374,0.209787,1
0.44382,0,0,1,0,0.271174,0,0,0.015216,0,0,1,0.469794,0.113137,0.091961,0.886183,0.387798,0.725806,0
0.444944,0,0,1,1,0.384267,0,0,0.01533,0,0,1,0.445543,0.349725,0.85964,0.77088,0.009026,0.354717,0
0.446067,0,1,0,0,0.572757,0,0,0.050749,0,0,1,0.325324,0.969056,0.623607,0.290182,0.790181,0.249442,0
0.447191,0,1,0,0,0.28374,0,0,0.020495,0,0,1,0.582869,0.542551,0.928508,0.846667,0.372301,0.287991,0
0.448315,0,1,0,1,0.346569,0,0,0.024691,0,0,1,0.934056,0.323304,0.316516,0.876279,0.646602,0.771817,1
0.449438,0,0,1,0,0.484795,0,0,0.015469,0,0,1,0.745076,0.552104,0.834493,0.615426,0.385045,0.53185,1
0.450562,0,0,1,0,0.321438,0,0,0.015713,0,0,1,0.21781,0.687587,0.973316,0.420026,0.835568,0.315957,0
0.451685,0,0,1,1,0.258608,0.125,0,0.019177,0,0,1,0.403956,0.681559,0.129274,0.970327,0.423385,0.148882,0
0.452809,0,0,1,0,0.346569,0.125,0,0.030937,0,0,1,0.61584,0.092371,0.863446,0.283342,0.935244,0.544521,0
0.453933,0,0,1,1,0.246042,0,0,0.016908,0,0,1,0.119913,0.14119,0.114263,0.410467,0.618307,0.593804,0
0.455056,0,1,0,0,0.421965,0.125,0,0.040989,0,0,1,0.350133,0.241653,0.119348,0.41661,0.574553,0.616663,0
0.45618,0,0,1,0,0.635587,0,0,0.015127,0,0,1,0.603648,0.280734,0.512992,0.098982,0.359877,0.05556,0
0.457303,0,1,0,0,0.03242,0.125,0.166667,0.036598,0,0,1,0.980487,0.190162,0.882186,0.522779,0.348325,0.886759,1
0.458427,0,0,1,0,0.258608,0,0,0.015176,0,0,1,0.512063,0.549985,0.843593,0.925917,0.849491,0.054595,0
0.459551,0,0,1,1,?,0.375,0.166667,0.049708,0,0,1,0.15901,0.020259,0.411937,0.708884,0.183643,0.298235,0
