@relation train-weka.filters.unsupervised.attribute.NumericToNominal-R52-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute var_0=b numeric
@attribute var_0=a numeric
@attribute var_0=? numeric
@attribute var_1 numeric
@attribute var_2 numeric
@attribute var_3=u numeric
@attribute var_3=y numeric
@attribute var_3=? numeric
@attribute var_3=l numeric
@attribute var_4=g numeric
@attribute var_4=p numeric
@attribute var_4=? numeric
@attribute var_4=gg numeric
@attribute var_5=w numeric
@attribute var_5=q numeric
@attribute var_5=m numeric
@attribute var_5=r numeric
@attribute var_5=cc numeric
@attribute var_5=k numeric
@attribute var_5=c numeric
@attribute var_5=d numeric
@attribute var_5=x numeric
@attribute var_5=i numeric
@attribute var_5=e numeric
@attribute var_5=aa numeric
@attribute var_5=ff numeric
@attribute var_5=j numeric
@attribute var_5=? numeric
@attribute var_6=v numeric
@attribute var_6=h numeric
@attribute var_6=bb numeric
@attribute var_6=ff numeric
@attribute var_6=j numeric
@attribute var_6=z numeric
@attribute var_6=? numeric
@attribute var_6=o numeric
@attribute var_6=dd numeric
@attribute var_6=n numeric
@attribute var_7 numeric
@attribute var_8=t numeric
@attribute var_8=f numeric
@attribute var_9=t numeric
@attribute var_9=f numeric
@attribute var_10 numeric
@attribute var_11=f numeric
@attribute var_11=t numeric
@attribute var_12=g numeric
@attribute var_12=s numeric
@attribute var_12=p numeric
@attribute var_13 numeric
@attribute var_14 numeric
@attribute label {0,1}

@data
1,0,0,0.277778,0.040179,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.014925,1,0,1,0,0,0.048,0.00019,0
0,1,0,0.126984,0.0625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.08,0,0
0,1,0,0.105873,0.375,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.077,0.00032,0
0,1,0,0.177302,0.044643,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0.04,0,0
1,0,0,0.255238,0.072857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,1,0,1,0,0,0.064,0.00001,0
1,0,0,0.116349,0.147321,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,1,0,1,0,0,0.07,0.001,0
0,1,0,0.334603,0.044643,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,0,1,1,0,0,0.08,0,0
1,0,0,0.562222,0.081786,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.010175,0,1,0,1,0,1,0,1,0,0,0.1,0.00003,0
1,0,0,0.41,0.178571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.029851,1,0,1,0,0,0.0085,0.00001,0
1,0,0,0.055556,0.107143,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,0,1,1,0,0,0.08,0.0004,0
0,1,0,0.441746,0.037143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.023333,0,1,0,1,0,1,0,1,0,0,0.12,0.00237,0
0,1,0,0.156032,0.020893,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.004386,0,1,0,1,0,1,0,1,0,0,0.06,0.00087,0
1,0,0,0.197143,0.446429,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.04386,0,1,0,1,0,0,1,1,0,0,0,0.00017,0
1,0,0,0.36381,0.071429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,0,1,0,0,1,1,0,0,0.1105,0,0
1,0,0,0.040952,0.098214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.023333,0,1,1,0,0.014925,1,0,1,0,0,0.04,0.00021,0
0,1,0,0.156032,0.029643,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014561,0,1,1,0,0.014925,0,1,1,0,0,0.1,0.00011,0
1,0,0,0.587302,0.020893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.0725,0,0
1,0,0,0.15873,0.014821,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001404,0,1,1,0,0.029851,1,0,1,0,0,0.064,0.00006,0
1,0,0,0.34127,0.589286,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.140351,1,0,0,1,0,1,0,1,0,0,0.04,0,0
1,0,0,0.133651,0.080357,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,1,0,1,0,0,0.08,0.0001,0
0,1,0,0.559524,0.053571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.05,0.00027,0
1,0,0,0.40873,0.058036,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052632,0,1,0,1,0,1,0,1,0,0,0,0.00316,0
1,0,0,0.197143,0.029821,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.040877,0,1,0,1,0,1,0,1,0,0,0.05,0,0
1,0,0,0.425873,0.1175,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.122807,0,1,0,1,0,0,1,0,1,0,0.2,0,0
0,1,0,0.220952,0.053571,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.070175,1,0,0,1,0,1,0,0,1,0,0.184,0,0
0,1,0,0.134921,0.044643,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.114035,0,1,0,1,0,1,0,1,0,0,0.14,0,0
1,0,0,0.296349,0.107143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,0,1,0,0,1,1,0,0,0.06,0,0
0,1,0,0.112381,0.303571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,0,1,0,1,0,1,0,0,0,0.00351,0
1,0,0,0.148095,0.089286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.002982,0,1,0,1,0,0,1,1,0,0,0.05,0.04208,0
1,0,0,0.154762,0.113036,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014561,0,1,1,0,0.014925,0,1,1,0,0,0.14,0.0008,0
1,0,0,0.035714,0.111607,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002982,0,1,1,0,0.014925,1,0,1,0,0,0,0.00006,0
0,1,0,0.178571,0.392857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.157895,1,0,0,1,0,1,0,1,0,0,0.06,0,0
1,0,0,0.206349,0.071429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.026316,0,1,0,1,0,0,1,1,0,0,0.04,0,0
1,0,0,0.109841,0.188929,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.013158,1,0,1,0,0.014925,1,0,1,0,0,0.08,0,0
1,0,0,0.275079,0.110179,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.087719,0,1,1,0,0.029851,0,1,1,0,0,0.08,0.00041,0
1,0,0,0.171905,0.446429,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.030702,1,0,0,1,0,0,1,1,0,0,0.13,0,0
1,0,0,0.123016,0.348214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,1,0,0,1,0,1,0,1,0,0,0.07,0,0
1,0,0,0.240794,0.013393,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.010175,0,1,0,1,0,1,0,1,0,0,0.11,0.0014,0
1,0,0,0.777778,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0.00012,0
0,1,0,0.579365,0.029821,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,0,1,1,0,0,0.12,0.00117,0
1,0,0,0.123016,0.410714,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,1,0,0,1,0,0,1,1,0,0,0.05,0.00068,0
0,1,0,0.628254,0.005893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.031,0.00027,0
1,0,0,0.178571,0.428571,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.078947,1,0,1,0,0.029851,0,1,1,0,0,0.06,0.00005,0
1,0,0,0.150794,0.450893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,1,0,0.029851,1,0,1,0,0,0,0.05552,0
1,0,0,0.461587,0.044643,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.486842,0,1,1,0,0.014925,0,1,1,0,0,0.176,0.00112,0
1,0,0,0.540952,0.14875,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.002982,0,1,0,1,0,0,1,1,0,0,0.26,0,0
1,0,0,0.109841,0.014821,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,1,0,1,0,0,0,0.00044,0
1,0,0,0.49873,0.053571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.087719,1,0,0,1,0,0,1,1,0,0,0.07,0,0
1,0,0,0.161429,0.020893,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,1,0,1,0,0,0.12,0.00001,0
1,0,0,0.322698,0.089286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.035088,0,1,0,1,0,1,0,1,0,0,0.23,0.00016,0
1,0,0,0.61381,0.053571,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.131579,0,1,0,1,0,0,1,1,0,0,0,0.0035,0
1,0,0,0.076667,0.203929,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.018947,0,1,0,1,0,1,0,1,0,0,0.06,0,0
0,1,0,0.18381,0.074464,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.096491,1,0,0,1,0,0,1,1,0,0,0.18,0.00001,0
1,0,0,0.071429,0.005893,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,0,1,0,0,1,0,1,0,0.14,0,0
1,0,0,0.283016,0.026786,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.122807,0,1,0,1,0,0,1,1,0,0,0.16,0,0
1,0,0,0.189206,0.078929,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.140351,1,0,0,1,0,1,0,1,0,0,0.094,0,0
1,0,0,0.22619,0.107143,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.026316,0,1,0,1,0,0,1,1,0,0,0.15,0.00067,0
1,0,0,0.145556,0.006071,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002982,0,1,0,1,0,1,0,0,1,0,0,0,0
1,0,0,0.40746,0.061071,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,0,1,0,1,0,0,1,0,0.2,0,0
0,1,0,0.06619,0.364643,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0.0005,0
0,1,0,0.365079,0.168214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.08,0,0
1,0,0,0.169365,0.071429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.005789,0,1,1,0,0.029851,1,0,1,0,0,0.16,0.013,0
1,0,0,0.355873,0.196429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.175439,0,1,0,1,0,1,0,1,0,0,0.105,0.00687,0
0,1,0,0.138889,0.303571,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061404,1,0,1,0,0.149254,1,0,1,0,0,0.04,0.0099,0
1,0,0,0.206349,0.160714,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.087719,0,1,0,1,0,1,0,1,0,0,0.1,0.0121,0
1,0,0,0.128254,0.055,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002982,0,1,0,1,0,0,1,1,0,0,0.178,0,0
1,0,0,0.154762,0.098214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.157895,0,1,0,1,0,1,0,1,0,0,0.08,0.00025,0
0,1,0,0.036984,0.011964,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.014925,1,0,1,0,0,0.08,0.00126,0
1,0,0,0.06619,0.007321,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,1,0,1,0,0,0.14,0.0075,0
0,1,0,0.171905,0.023929,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.061404,1,0,0,1,0,1,0,1,0,0,0.2,0,0
1,0,0,0.050317,0.011964,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.010175,0,1,0,1,0,1,0,0,1,0,0.1,0,0
0,1,0,0.68381,0.151786,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.175439,0,1,0,1,0,0,1,1,0,0,0,0.00004,0
1,0,0,0.198413,0.055,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,0,1,0,1,0,1,0,0,0.05,0,0
1,0,0,0.259206,0.037143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.017544,1,0,1,0,0.149254,0,1,1,0,0,0.066,0.00028,0
0,1,0,0.374286,0.089286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.007368,0,1,0,1,0,1,0,1,0,0,0.13,0.00246,0
0,1,0,0.615079,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.105263,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,0,0.219524,0.116071,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.178421,0,1,1,0,0.029851,0,1,1,0,0,0.1845,0.00001,0
1,0,0,0.380952,0.25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.403509,1,0,1,0,0.104478,0,1,1,0,0,0.15,0.00005,0
1,0,0,0.193175,0.03125,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.013158,0,1,1,0,0.029851,0,1,1,0,0,0.087,0.00003,0
1,0,0,0.349206,0.08625,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.004386,0,1,1,0,0.029851,1,0,1,0,0,0.11,0.00001,0
1,0,0,0.293651,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.029851,1,0,1,0,0,0.08,0.00001,0
1,0,0,0.325397,0.0625,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.008772,1,0,0,1,0,0,1,1,0,0,0.0815,0,0
0,1,0,0.112381,0.017857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.035088,0,1,0,1,0,1,0,1,0,0,0.13,0,0
0,1,0,0.666667,0.252857,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.236842,1,0,1,0,0.044776,0,1,1,0,0,0.05,0.0005,0
1,0,0,0.138889,0.410714,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052632,0,1,0,1,0,0,1,1,0,0,0,0.04,0
1,0,0,0.06873,0.241071,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,1,0,1,0,0,0.07,0,0
1,0,0,0.142857,0.410714,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014561,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,0,0.223492,0.053571,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.078947,0,1,1,0,0.014925,0,1,1,0,0,0.05,0.00003,0
0,1,0,0.076667,0.357143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014561,0,1,0,1,0,1,0,1,0,0,0.04,0.00042,0
1,0,0,0.080635,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.023333,0,1,0,1,0,1,0,1,0,0,0.08,0.00001,0
1,0,0,0.18127,0.107143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04386,0,1,1,0,0.014925,1,0,1,0,0,0,0.00022,0
1,0,0,0.039683,0.029821,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.002982,1,0,0,1,0,1,0,0,1,0,0.1,0,0
0,1,0,0.235397,0.126429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.017544,1,0,0,1,0,0,1,1,0,0,0.0855,0,0
1,0,0,0.301587,0.083393,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.201754,0,1,0,1,0,0,1,1,0,0,0.146,0,0
0,1,0,0.197143,0.071429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.138,0.00001,0
1,0,0,0.109841,0.044643,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.048246,1,0,1,0,0.044776,0,1,1,0,0,0.07,0.0021,0
1,0,0,0.255238,0.044643,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,0,1,0,1,0,1,0,0,0.112,0,0
1,0,0,0.346508,0.026786,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052632,0,1,0,1,0,0,1,1,0,0,0.1155,0,0
1,0,0,0.235397,0.129464,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.008772,0,1,0,1,0,0,1,1,0,0,0.05,0,0
1,0,0,0.604444,0.072857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.052632,0,1,0,1,0,1,0,1,0,0,0.06,0.00001,0
1,0,0,0.18254,0.035714,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,0,1,0,1,0,1,0,1,0,0,0.1,0,0
1,0,0,0.238095,0.041607,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017544,1,0,0,1,0,1,0,0,1,0,0.14,0,0
0,1,0,0.154762,0.053571,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.030702,0,1,0,1,0,0,1,1,0,0,0.08,0,0
1,0,0,0.286984,0.001429,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.001404,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,0,0.223492,0.142857,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.201754,1,0,1,0,0.029851,0,1,1,0,0,0.0375,0,0
0,1,0,0.170635,0.08625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.06,0,0
0,1,0,0.141587,0.026786,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.070175,0,1,1,0,0.029851,0,1,1,0,0,0.1,0.00394,0
1,0,0,0.145556,0.113036,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,0,1,0,1,0,1,0,0,0.08,0.01058,0
0,1,0,0.394127,0.178571,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.473684,1,0,0,1,0,0,1,1,0,0,0.49,0,0
0,1,0,0.071429,0.357143,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.035088,0,1,1,0,0.014925,1,0,1,0,0,0.06,0.00001,0
1,0,0,0.290952,0.142857,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052632,0,1,0,1,0,0,1,1,0,0,0.06,0,0
0,1,0,0.170635,0.0625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.005789,0,1,0,1,0,1,0,1,0,0,0.066,0,0
1,0,0,0.544921,0.133929,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.035088,0,1,0,1,0,1,0,1,0,0,0.05,0.00002,0
