@relation train-weka.filters.unsupervised.attribute.NumericToNominal-R61-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute var_0 numeric
@attribute var_1 numeric
@attribute var_2 numeric
@attribute var_3 numeric
@attribute var_4 numeric
@attribute var_5 numeric
@attribute var_6 numeric
@attribute var_7 numeric
@attribute var_8 numeric
@attribute var_9 numeric
@attribute var_10 numeric
@attribute var_11 numeric
@attribute var_12 numeric
@attribute var_13 numeric
@attribute var_14 numeric
@attribute var_15 numeric
@attribute var_16 numeric
@attribute var_17 numeric
@attribute var_18 numeric
@attribute var_19 numeric
@attribute var_20 numeric
@attribute var_21 numeric
@attribute var_22 numeric
@attribute var_23 numeric
@attribute var_24 numeric
@attribute var_25 numeric
@attribute var_26 numeric
@attribute var_27 numeric
@attribute var_28 numeric
@attribute var_29 numeric
@attribute var_30 numeric
@attribute var_31 numeric
@attribute var_32 numeric
@attribute var_33 numeric
@attribute var_34 numeric
@attribute var_35 numeric
@attribute var_36 numeric
@attribute var_37 numeric
@attribute var_38 numeric
@attribute var_39 numeric
@attribute var_40 numeric
@attribute var_41 numeric
@attribute var_42 numeric
@attribute var_43 numeric
@attribute var_44 numeric
@attribute var_45 numeric
@attribute var_46 numeric
@attribute var_47 numeric
@attribute var_48 numeric
@attribute var_49 numeric
@attribute var_50 numeric
@attribute var_51 numeric
@attribute var_52 numeric
@attribute var_53 numeric
@attribute var_54 numeric
@attribute var_55 numeric
@attribute var_56 numeric
@attribute var_57 numeric
@attribute var_58 numeric
@attribute var_59 numeric
@attribute label {0,1}

@data
0.112927,0.126018,0.089685,0.079886,0.142785,0.110602,0.155043,0.127453,0.084306,0.0715,0.192872,0.474795,0.626399,0.506858,0.629652,0.716365,0.497772,0.357714,0.226173,0.287778,0.45879,0.637848,0.723323,0.919373,1,0.752175,0.537031,0.606011,0.857694,0.628637,0.467408,0.522478,0.29959,0.303551,0.271351,0.216331,0.048436,0.022876,0.072607,0.053268,0.135495,0.113187,0.212466,0.244911,0.157378,0.262891,0.265665,0.1174,0.179707,0.327273,0.167331,0.127874,0.328652,0.096774,0.146789,0.307692,0.272727,0.117512,0.085399,0.057778,1
0.197623,0.168881,0.248357,0.178554,0.115141,0.252226,0.004168,0.136494,0.187193,0.147719,0.087669,0.08177,0,0.094668,0.101715,0.192143,0.125065,0.240519,0.346097,0.360445,0.311762,0.075824,0.068348,0.265137,0.094203,0.187796,0.418847,0.744751,0.8995,0.761578,0.466972,0.23722,0.514019,0.643031,0.35021,0.452823,0.656899,0.633358,0.551403,0.341612,0.223741,0.072894,0,0,0,0,0,0,0,0,0,0.061782,0.651685,0.565982,0.08945,0.341026,0.457386,0.172811,0.380165,0.466667,1
0.130015,0.156451,0.135677,0.035426,0.224956,0.234691,0.391498,0.340904,0.465909,0.285714,0.182751,0.197245,0.288705,0.038362,0.063096,0.214838,0.285048,0.272623,0.482222,0.443172,0.555544,0.470626,0.398962,0.544104,0.64951,0.605133,0.695766,0.802388,0.66545,0.330609,0.089928,0.251027,0.487661,0.777424,0.850363,0.849496,0.693309,0.594156,0.489612,0.286166,0.017371,0.339194,0.365317,0.548312,0.375462,0.190071,0.19033,0.402216,0.193337,0.392727,0.231076,0.020115,0.168539,0.434018,0.139908,0.417949,0.502841,0.179724,0.245179,0.115556,1
0.243685,0.303043,0.102168,0.05088,0.076845,0.182358,0.264796,0.139361,0.034244,0.109681,0.107056,0.10888,0.290449,0.262555,0.207443,0.109709,0.139882,0.058597,0.062802,0.080693,0.07968,0.264418,0.091872,0.207458,0.547741,0.766054,0.701439,0.588102,0.539512,0.596273,0.78232,0.973984,0.835766,0.698993,0.834305,1,1,0.778101,0.565003,0.36634,0.257672,0.274481,0.381223,0.433265,0.428917,0.300741,0.238319,0.322851,0.282181,0.042424,0.09761,0.215517,0.66573,0.093842,0.438073,0.266667,0.096591,0.207373,0.253444,0.208889,1
0.202823,0.261037,0.208607,0.205183,0.392594,0.587537,0.568491,0.436163,0.212531,0.105677,0.306344,0.49956,0.367059,0.263277,0.321597,0.42469,0.548026,0.434286,0.405428,0.618258,0.360455,0.13962,0.31546,0.914455,0.932971,0.407424,0.240571,0.6514,0.794412,0.367985,0.513407,0.748288,0.558122,0.919661,0.781426,0.710988,0.794227,0.417802,0.282502,0.331808,0.283613,0.347009,0.06802,0.240531,0.220785,0.223944,0.226729,0.224019,0.228168,0.077576,0.153386,0.025862,0.41573,0.175953,0.461009,0.184615,0.423295,0.099078,0.548209,0.297778,1
0.048291,0.024003,0.078187,0.102473,0.286584,0.397356,0.350653,0.205513,0.135135,0.254826,0.223664,0.338658,0.555459,0.279984,0.287892,0.525544,0.380582,0.12426,0.266148,0.347924,0.319351,0.402642,0.620006,0.44688,0.574702,0.855711,0.826137,0.760086,0.487177,0.413752,0.5339,0.567207,0.353565,0.359194,0.734274,0.774294,0.383446,0.029531,0.354787,0.653268,0.364794,0.275458,0.283848,0.393069,0.275377,0.215304,0.086744,0.161126,0.0737,0.082424,0.186255,0.066092,0.252809,0.536657,0.158257,0.379487,0.440341,0.108295,0.517906,0.426667,1
0.066865,0.061723,0.03975,0.00428,0.03652,0.254114,0.248124,0.084895,0.13145,0.088803,0.058874,0.056565,0.116732,0.093843,0.169526,0.246489,0.298726,0.35761,0.394382,0.3811,0.414945,0.363656,0.290664,0.386538,0.410273,0.47329,0.74283,0.948847,1,0.900185,0.850338,0.817777,0.712486,0.629571,0.558147,0.572278,0.543735,0.341999,0.139002,0.08159,0.033121,0.224054,0.346955,0.37194,0.332812,0.228744,0.18381,0.357892,0.355376,0.202424,0.106574,0.112069,0.030899,0.214076,0.12156,0.05641,0.073864,0.071429,0.190083,0.155556,1
0.054978,0.204886,0.093298,0.056824,0.148364,0.259239,0.62045,0.513782,0,0.252967,0.160941,0.242673,0.425062,0.110034,0.214465,0.233666,0.2321,0.250494,0.189775,0,0.097913,0.052626,0.117092,0.158181,0.19821,0.181628,0.058304,0.522026,0.700167,0.595837,0.465882,0.640233,0.706815,0.638262,0.562749,0.750302,0.91417,0.922221,1,1,1,0.959096,0.724169,0.365627,0.626528,0.755211,0.784317,0.870021,1,0.944242,0.394422,0.229885,0.404494,0.304985,0.438073,0.346154,0.073864,0.354839,0.289256,0.568889,1
0.073551,0.183026,0.193495,0.092962,0.134415,0.064473,0.11142,0.063506,0.150031,0.287001,0.18717,0.243992,0.403256,0.180056,0.056274,0.226745,0.342762,0.356779,0.571744,0.603917,0.557441,0.417248,0.411783,0.353652,0.62127,0.883247,0.892636,0.483326,0.304942,0.166394,0.116743,0.372204,0.405649,0.304187,0.286489,0.406149,0.563088,0.389519,0.549154,0.533878,0.321019,0.335287,0.304022,0.296058,0.164202,0.099287,0.112459,0.095238,0.227158,0.202424,0.077689,0.100575,0.146067,0.478006,0.405963,0.128205,0.315341,0.437788,0.402204,0.248889,1
0.172363,0.189027,0.122536,0.043034,0.31651,0.3256,0.41067,0.46086,0.11855,0.064064,0.080399,0.091589,0.185928,0.129009,0.182365,0.275697,0.172003,0.246545,0.475805,0.162243,0.4707,0.491462,0.326799,0.566438,0.484335,0.528032,0.370312,0.346439,0.654399,0.853874,0.825158,0.419671,0.304736,0.517223,0.670246,0.729133,0.624426,0.692212,0.907903,0.965359,0.855935,0.878022,1,1,0.854279,0.619035,0.560666,0.556754,0.482585,0.249697,0.205179,0.119253,0.41573,0.249267,0.275229,0.497436,0.0625,0.4447,0.699725,0.773333,1
0.184993,0.101157,0.19908,0.119353,0.269338,0.231184,0.470408,0.372657,0.209613,0.242385,0.290663,0.098183,0.217619,0.385583,0.517203,0.727661,0.902808,0.923117,0.730065,0.407427,0.483874,0.672645,0.762107,0.832394,0.710465,0.60337,0.55447,0.397489,0.321831,0.393811,0.237955,0.184847,0.153838,0.058612,0.358188,0.580948,0.489394,0.204222,0.067252,0.340632,0.420382,0.35641,0.217768,0.226875,0.239266,0.099973,0.215502,0.38844,0.377587,0.081212,0.253984,0.143678,0.289326,0.217009,0.082569,0.179487,0.286932,0.357143,0.603306,0.742222,1
0.008172,0.030862,0.025296,0.078222,0.117423,0.29161,0.309253,0.214112,0.178747,0.110825,0.086957,0.14786,0.195813,0.130865,0.182064,0.15978,0.116879,0.142649,0.101094,0.09878,0.183917,0.138116,0.297234,0.572585,0.840686,1,0.837903,0.652532,0.537531,0.338019,0.299869,0.18827,0.151528,0.213567,0.299069,0.220565,0.048546,0.037954,0.085136,0.201743,0.26161,0.299267,0.256433,0.122133,0.132357,0.132337,0.068997,0.130279,0.169611,0.066667,0.078685,0.152299,0.140449,0.070381,0.057339,0,0.042614,0.099078,0.063361,0.044444,1
0.141902,0.089584,0.084757,0.019258,0.073548,0.180469,0.215615,0.188093,0.165233,0.12298,0.124875,0.126905,0.136648,0.153553,0.236634,0.201099,0.163714,0.144416,0.02651,0.065176,0.157357,0.094727,0.216382,0.527303,0.83376,1,0.86175,0.664677,0.534716,0.415713,0.340855,0.188384,0.120025,0.199258,0.294262,0.228226,0.077302,0,0.016813,0.127887,0.217834,0.226984,0.205224,0.12136,0.11942,0.091882,0.061934,0.140461,0.180212,0.164848,0.081673,0.182471,0.109551,0.120235,0.142202,0.04359,0.125,0.041475,0.022039,0.048889,1
0.15156,0.155594,0.008213,0.075369,0.098402,0.360399,0.578216,0.249835,0.103655,0.217074,0.339558,0.457503,0.558075,0.425596,0.547096,0.717586,0.806963,0.915325,1,0.937714,0.90683,0.930083,0.73339,0.502715,0.37191,0.277784,0.682845,0.867538,0.897102,0.783589,0.424896,0.104404,0.129371,0.240806,0.288534,0.225,0.107916,0.173963,0.225209,0.291176,0.14476,0,0.04539,0.1479,0.189224,0.03785,0.138175,0.188979,0.155982,0.290909,0.114542,0.073276,0.047753,0.325513,0.321101,0.133333,0.065341,0.052995,0.283747,0.697778,1
0.078009,0,0.023982,0.094627,0.116155,0.178581,0.222562,0.195369,0.251229,0.19591,0.171775,0.126612,0.092746,0.099309,0.116963,0.100041,0.185266,0.255896,0.330949,0.510916,0.649347,0.782945,0.922963,0.900318,0.913896,1,0.981196,0.906546,0.810676,0.668955,0.590582,0.575422,0.489867,0.548702,0.542907,0.528024,0.489285,0.354268,0.15635,0.177887,0.15275,0.075458,0.078753,0.048312,0.075775,0.038124,0.032416,0.034142,0.03685,0.140606,0.091633,0.093391,0.101124,0.005865,0,0.105128,0.102273,0.036866,0.060606,0.044444,1
0.242942,0.04715,0.057819,0.097718,0.169921,0.288373,0.431509,0.327674,0.213606,0.400257,0.285246,0.29323,0.322431,0.132721,0.347076,0.320171,0.202052,0.189922,0.210288,0.371575,0.278879,0.590914,0.560665,0.323328,0.207268,0.515255,0.805127,0.685159,0.685676,0.853983,0.593852,0.371976,0.658721,0.899311,0.778766,0.753226,0.594577,0.450244,0.094346,0.650327,0.806254,0.722955,0.443683,0.232285,0.338072,0.469556,0.417059,0.206349,0.109036,0.568485,0.424303,0.478448,0.429775,0.419355,0.224771,0.112821,0.261364,0.020737,0.198347,0.271111,1
0.075037,0.219889,0.19908,0.109368,0.254882,0.666577,0.604057,0.44366,0.513053,0.596454,0.383179,0.142292,0.442942,0.560379,0.695255,0.97588,1,0.926545,0.601304,0.420591,0.473124,0.466438,0.690792,0.838131,0.798487,0.745567,0.800924,0.609201,0.203086,0.193091,0.634075,0.725468,0.254752,0.443137,0.849545,0.715726,0.486551,0.569096,0.494967,0.299455,0.02791,0.135653,0.353938,0.362278,0.295422,0.09051,0.088917,0.103324,0.086825,0.347879,0.026892,0.280172,0.120787,0.55132,0.263761,0.046154,0.096591,0.064516,0.311295,0.315556,1
0.15899,0.07844,0.14816,0.090823,0.149632,0.16887,0.347319,0.230209,0.201014,0.180609,0.087099,0.00337,0.181276,0.265855,0.572976,0.825972,0.862087,0.805818,0.899537,0.897902,1,0.997422,0.986436,0.975515,0.894395,0.9696,0.965858,0.756381,0.419725,0.326795,0.462721,0.411114,0.304946,0.313725,0.204459,0.065827,0.255959,0.156494,0.036517,0.102941,0.03868,0.029792,0.115479,0.187967,0.191641,0.05362,0.098877,0.140461,0.101464,0.115152,0.154382,0.112069,0.410112,0.202346,0.016055,0.189744,0.119318,0.046083,0.096419,0.08,1
0.210253,0.142735,0.061432,0.197575,0.381182,0.440788,0.219505,0.286218,0.233108,0.383526,0.428938,0.396249,0.197122,0.315768,0.496941,0.725931,0.725417,0.818494,0.873028,0.963292,1,0.861132,0.626046,0.58744,0.810102,0.752726,0.591449,0.402532,0.269183,0.057862,0.213211,0.595618,0.533235,0.715527,0.723637,0.699798,0.55948,0.107934,0.467659,0.685512,0.464968,0.381197,0.307384,0.361762,0.195337,0.155787,0.187251,0.20605,0.213024,0.141818,0.069721,0.221264,0.342697,0.372434,0.181193,0.120513,0.073864,0.267281,0.151515,0.062222,1
0.2526,0.696957,0.532523,0.324061,0.269592,0.321014,0.550709,0.487982,0.447942,0.517947,0.387028,0.022128,0.352813,0.528411,0.61922,0.722064,0.829033,0.676675,0.416158,0.349422,0.536783,0.736333,0.821024,1,0.868073,0.6797,0.685786,0.486826,0.368432,0.395881,0.391323,0.042104,0.099338,0.020032,0.345096,0.682157,0.735294,0.3342,0.025809,0.316993,0.417603,0.465446,0.307772,0.265267,0.325277,0.233681,0.287396,0.536688,0.515901,0.18303,0.222112,0.139368,0.185393,0.568915,0.350917,0.151282,0.213068,0.202765,0.300275,0.275556,1
0.046062,0.017145,0.021682,0.040894,0.131626,0.152684,0.239789,0.145976,0.076935,0.100815,0.140841,0.238277,0.368804,0.237806,0.221587,0.244861,0.267744,0.271792,0.360825,0.431828,0.543107,0.620234,0.658154,0.751767,0.87809,0.936006,1,0.852203,0.665346,0.519124,0.399499,0.29005,0.162554,0.05045,0.096962,0.209375,0.203914,0.24883,0.207539,0.144553,0.133526,0.206227,0.227079,0.183458,0.129087,0.018925,0.084933,0.143756,0.080262,0.054545,0.01494,0.056034,0.092697,0.199413,0.236239,0.117949,0.076705,0.133641,0.157025,0.106667,1
0.062407,0.037291,0.034823,0.076082,0.155212,0.201511,0.242845,0.134289,0.132985,0.131989,0.091946,0.038834,0.188109,0.322883,0.478784,0.652147,0.76562,0.774234,0.805596,0.799765,0.82051,0.842659,0.880259,0.886692,0.891304,0.963322,1,0.910869,0.662427,0.418002,0.263026,0.291534,0.133256,0.201378,0.239951,0.221371,0.196589,0.126651,0,0,0.014823,0.028327,0.077202,0.055527,0.052459,0.003428,0.059218,0.076969,0.091873,0.130909,0.123506,0.091954,0.050562,0.31085,0.09633,0.187179,0.207386,0.115207,0.14876,0.146667,1
0.332838,0.215602,0.264126,0.28388,0.435202,0.796871,0.799667,0.50871,0.576628,0.521379,0.384034,0.391706,0.297863,0.117356,0.155582,0.230816,0.427417,0.580675,0.657479,0.782641,0.822829,0.765117,0.854403,0.730458,0.373615,0.184492,0.305809,0.360642,0.425354,0.594748,0.759429,0.79005,0.7589,0.811659,0.595786,0.582661,0.659742,0.717064,0.633433,0.56634,0.429531,0.211844,0.210138,0.32556,0.270543,0.225315,0.109381,0.062594,0.220091,0.212121,0.106574,0.258621,0.317416,0.155425,0.071101,0.128205,0.130682,0.175115,0.07438,0.093333,1
0.216939,0.407201,0.429041,0.32097,0.407558,0.429997,0.166991,0.296803,0.308354,0.4862,0.207983,0.061841,0.037942,0.358771,0.540475,0.537146,0.497461,0.403844,0.160951,0.382813,0.760013,0.971539,0.935361,0.545026,0.495737,0.650402,0.549638,0.529539,0.184425,0.144492,0.580881,0.675377,0.261262,0.176047,0.280863,0.512399,0.634376,0.405532,0.547012,0.655338,0.539317,0.283394,0.253071,0.225329,0.185385,0.081871,0.203549,0.313567,0.255931,0.192727,0.194223,0.270115,0.682584,0.351906,0.135321,0.34359,0.252841,0.315668,0.096419,0.431111,1
0.142645,0.06258,0.108739,0.068474,0.105757,0.110602,0.178661,0.177949,0.211302,0.285571,0.287384,0.271249,0.2025,0.146025,0.162403,0.183696,0.267848,0.34639,0.401325,0.375107,0.485245,0.624208,0.75808,0.845405,0.904518,0.880163,0.809749,0.668485,0.517098,0.477716,0.56344,0.609881,0.501208,0.428511,0.317787,0.226915,0.120271,0.131538,0.248768,0.393573,0.475622,0.497802,0.484029,0.389204,0.294143,0.245474,0.305867,0.401617,0.388188,0.269091,0.204183,0.158046,0.174157,0,0.034404,0.115385,0.073864,0.036866,0.057851,0.115556,0
0.067608,0.316331,0.115637,0.039705,0.002283,0.115727,0.272298,0.223594,0.250768,0.308594,0.405417,0.387749,0.349615,0.209756,0.186378,0.165785,0.201948,0.347013,0.602672,0.706764,0.782251,0.790033,0.795168,0.915275,0.928282,0.951757,1,0.981268,0.862802,0.605645,0.383148,0.323825,0.247611,0.23328,0.214585,0.118952,0.037393,0.033066,0.114371,0.14793,0.009033,0.050427,0.19087,0.224427,0.221069,0.226413,0.213872,0.215633,0.162039,0.067879,0.201195,0.183908,0.275281,0.260997,0.052752,0.05641,0.096591,0.087558,0.15427,0.128889,0
0.238484,0.215602,0.021025,0.043985,0.092569,0.166981,0.224507,0.237927,0.177058,0.199485,0.211262,0.315651,0.391772,0.267402,0.399137,0.525443,0.532276,0.566026,0.583526,0.652076,0.692664,0.773386,0.924128,0.977564,0.97208,1,0.968694,0.995471,0.815992,0.566307,0.529758,0.509242,0.320172,0.143508,0.073949,0.154536,0.270391,0.312675,0.283572,0.308061,0.303185,0.319902,0.265744,0.266555,0.231021,0.166758,0.183448,0.222821,0.194851,0.060606,0.145418,0.038793,0.328652,0.281525,0.231651,0.251282,0.139205,0.041475,0.214876,0.111111,0
0.208024,0.153022,0.065375,0.040181,0.098656,0.148098,0.224785,0.202205,0.377764,0.431002,0.265859,0.349502,0.315017,0.196556,0.113151,0.109404,0.055642,0.143377,0.132969,0.094606,0,0.119858,0.368337,0.559164,0.63523,0.721776,0.846938,0.905825,0.861134,0.879263,0.935579,0.926289,0.706395,0.634658,0.616754,0.682258,0.763831,0.613289,0.573356,0.653813,0.606485,0.599389,0.650071,0.743623,0.839778,0.658667,0.702101,0.832285,0.720343,0.513939,0.26992,0.268678,0.182584,0.173021,0.172018,0.217949,0.201705,0.082949,0.14876,0.066667,0
0.153046,0.132447,0.05092,0.039943,0.08699,0,0.025841,0.16538,0.351658,0.335764,0.273414,0.188159,0.215148,0.29143,0.436252,0.552921,0.6705,0.601455,0.663686,0.832513,0.991674,1,0.786267,0.5314,0.355499,0.468994,0.543019,0.283862,0.153565,0.341833,0.196643,0.358284,0.389583,0.231691,0.166104,0.370968,0.435163,0.337215,0.230028,0.190959,0.079444,0.278755,0.257468,0.141716,0.097242,0.041552,0.122057,0.2351,0.229682,0.298182,0.150398,0.16092,0.087079,0.328446,0.073394,0.282051,0.139205,0.195853,0.019284,0.382222,0
0.051263,0.140163,0.095598,0.075606,0.311692,0.452927,0.494304,0.36097,0.275645,0.230516,0.270991,0.420574,0.56578,0.503661,0.53546,0.503257,0.63123,0.722182,0.806859,0.877568,0.988512,1,0.867543,0.859748,0.901321,0.853949,0.763631,0.650062,0.542848,0.347935,0.201548,0.086718,0.064896,0.023211,0.040503,0.189113,0.193418,0.297286,0.39955,0.307407,0.179618,0.200977,0.130609,0.194795,0.202872,0.150439,0.212423,0.291105,0.354871,0.340606,0.215139,0.201149,0.300562,0.674487,0.350917,0.130769,0.213068,0.112903,0.247934,0.271111,0
0.230312,0.054865,0.223719,0.266762,0.071266,0.287025,0.50514,0.342227,0.454699,0.609038,0.742124,0.811108,0.984155,0.700629,0.735881,0.735701,0.857217,0.943688,0.87187,0.776648,0.55312,0.254752,0,0,0.206522,0.434079,0.477571,0.423837,0.254274,0.106135,0.335513,0.355774,0.298645,0.307366,0.349289,0.067944,0.162147,0.149423,0.154637,0.160784,0.025014,0.109646,0.140437,0.104612,0.111459,0.066786,0.0795,0.175502,0.186774,0.224242,0.300797,0.331897,0.63764,0.240469,0.33945,0.484615,0.082386,0.854839,0.344353,0.666667,0
0.068351,0.027004,0.086728,0.124822,0.215065,0.310494,0.402056,0.412789,0.351044,0.294008,0.121597,0.075909,0.367786,0.35939,0.507774,0.654386,0.696508,0.743584,0.827162,0.849422,0.959422,0.982601,0.862774,0.631493,0.474318,0.492786,0.677907,0.844277,0.813699,0.559987,0.269021,0.268599,0.252861,0.178166,0.125089,0.088206,0.058714,0.047104,0.056008,0.155773,0.226752,0.264835,0.133842,0.221721,0.28675,0.245063,0.201376,0.119197,0.153963,0.101818,0.038845,0.057471,0.067416,0.026393,0.004587,0.064103,0.048295,0.129032,0.068871,0.204444,0
0.182021,0.067295,0.107096,0.044936,0.191479,0.307526,0.331481,0.337155,0.298219,0.287287,0.268425,0.31697,0.394243,0.390636,0.507975,0.544474,0.649052,0.667948,0.633915,0.65625,0.769288,0.824831,0.890749,0.985247,1,0.933363,0.886228,0.804961,0.669308,0.517489,0.416285,0.334893,0.163604,0.062109,0.059937,0.145665,0.248743,0.215556,0.172307,0.25,0.23729,0.225275,0.268589,0.227648,0.159084,0.106829,0.24339,0.287511,0.301868,0.4,0.196215,0.252874,0.558989,0.217009,0.073394,0.225641,0.383523,0.202765,0.286501,0.386667,0
0.510401,0.383626,0.414258,0.34213,0.308648,0.282978,0.320922,0.359206,0.269502,0.288002,0.365502,0.549385,0.62858,0.572136,0.501154,0.179931,0.231064,0.291117,0.236798,0.591824,0.890177,0.725271,0.490092,0.263498,0.123295,0.62628,0.745351,0.497942,0.44756,0.507355,0.421299,0.099498,0.038748,0.075782,0.009205,0.09254,0.156353,0.125091,0.281645,0.227778,0.126809,0.346642,0.414199,0.18217,0.089423,0.100658,0.145781,0.18209,0.285209,0.346667,0.153386,0.202586,0.424157,0.1261,0.043578,0.112821,0.238636,0.218894,0.258953,0.275556,0
0.73997,0.353193,0.184625,0.135283,0.144053,0.326949,0.2384,0.381918,0.172604,0.179608,0.311048,0.350967,0.369821,0.278849,0.380379,0.301954,0.373744,0.178494,0.286556,0.287778,0.281619,0.236065,0.322878,0.238398,0.37191,0.40423,0.44553,0.719844,0.748853,0.62722,0.766514,0.714514,0.46477,0.609433,0.647336,0.396573,0.091515,0.297598,0.292996,0.134749,0.549971,0.968498,0.972068,0.709611,0.832812,1,1,1,0.811711,0.575758,1,1,0.876404,0.8739,0.552752,0.212821,0.494318,0.479263,0.62259,0.444444,0
0.254829,0.117017,0.028909,0.12078,0.175501,0.151875,0.233398,0.312679,0.320792,0.347633,0.371917,0.395516,0.349615,0.300505,0.277159,0.2414,0.168998,0.161455,0.245319,0.277076,0.315346,0.282999,0.387199,0.464604,0.446718,0.59522,0.824982,0.944216,1,0.828375,0.549597,0.501027,0.495957,0.398092,0.175616,0.14506,0.181391,0.140688,0.070465,0.231699,0.388767,0.536386,0.509375,0.261531,0.285755,0.299918,0.333213,0.442348,0.490156,0.271515,0.150398,0.132184,0.053371,0.020528,0.105505,0.225641,0.017045,0.184332,0.300275,0.204444,0
0.956909,1,1,1,1,0.451848,0.478744,0,0.284705,0.302874,0.367783,0.296454,0.419247,0.312365,0.364028,0.386118,0.418299,0.446234,0.500842,0.329516,0.182441,0.137901,0.399915,0.644709,0.474638,0.206521,0.386805,0.583162,0.503962,0.365588,0.3523,0.224897,0.040533,0.129836,0.273397,0.453327,0.368904,0.310804,0.367531,0.442702,0.375565,0.324176,0.213759,0.251353,0.39963,0.308009,0.347881,0.449236,0.335689,0.233939,0.155378,0.501437,0.575843,0.419355,0.387615,0.023077,0.292614,0.278802,0.487603,1,0
0.22734,0.17874,0.150788,0.180694,0.194776,0.172646,0.067797,0.199779,0.072635,0.01144,0.081254,0.219519,0.244803,0.260905,0.329221,0.494403,0.622837,0.698286,0.824637,0.864084,0.796901,0.732252,0.73784,0.723184,0.592604,0.443331,0.425465,0.392651,0.430776,0.359704,0.289623,0.318348,0.337604,0.377742,0.434285,0.473488,0.477258,0.445149,0.377169,0.450763,0.428952,0.446398,0.499547,0.360989,0.1824,0.153182,0.235965,0.235699,0.220091,0.271515,0.13247,0.093391,0.474719,0.483871,0.061927,0.320513,0.178977,0.087558,0.366391,0.382222,0
0.150817,0.042863,0.037779,0.1864,0.266295,0.374966,0.457349,0.207718,0.20777,0.302302,0.327014,0.421014,0.37898,0.313808,0.373558,0.44138,0.457569,0.610805,0.71639,0.861087,0.931387,0.958544,0.907386,0.942936,1,0.939971,0.875512,0.744751,0.694329,0.562602,0.367888,0.240301,0.17694,0.080127,0.112509,0.127419,0.207632,0.297494,0.382095,0.401852,0.335611,0.439316,0.385749,0.229194,0.218226,0.164427,0.173669,0.229111,0.327612,0.379394,0.184263,0.122126,0.485955,0.193548,0.144495,0.233333,0.147727,0.089862,0.170799,0.146667,0
0.173105,0.183026,0.17477,0.148122,0.181841,0.305908,0.323979,0.369129,0.417537,0.406263,0.31062,0.346571,0.290304,0.189956,0.124285,0.104926,0.149725,0.188052,0.121187,0.00899,0.01191,0.181721,0.451521,0.628317,0.736893,0.88534,0.993802,0.995574,0.929942,0.928517,0.912579,0.831356,0.670797,0.654796,0.629539,0.660181,0.615788,0.434855,0.295352,0.440196,0.459178,0.485348,0.543256,0.587091,0.562269,0.406747,0.379392,0.466607,0.446239,0.321212,0.120518,0.112069,0.160112,0.02346,0.077982,0.192308,0.079545,0.131336,0.129477,0.195556,0
0.83581,0.495928,0.279566,0.071327,0.041846,0.310494,0.635454,0.574642,0.655866,0.752896,0.497363,0.110639,0.052915,0.156956,0.388805,0.350092,0.278935,0.213299,0.375131,0.828232,0.976497,0.428633,0.00498,0.195062,0.078005,0.212909,0.11934,0.243413,0.433382,0.61883,0.257903,0.329986,0.513809,0.679915,0.859466,0.853528,0.819703,0.897681,0.905547,0.650218,0.283729,0.103785,0.152205,0.347075,0.741257,0.580362,0.42376,0.577418,0.551237,0.614545,0.227092,0.123563,0.168539,0.217009,0.355505,0.271795,0.53125,0.31106,0.184573,0.355556,0
0.097325,0.087441,0.087714,0.127913,0.100178,0.178851,0.343151,0.159868,0.147881,0.207922,0.306344,0.373242,0.384358,0.276684,0.316782,0.176064,0.143094,0.192312,0.203345,0.266802,0.378373,0.33498,0.45915,0.620121,0.735614,0.778059,0.877088,0.991252,0.918995,0.671025,0.619686,0.532291,0.361651,0.351033,0.20047,0.11744,0.135688,0.12925,0.212572,0.257734,0.240533,0.324664,0.15311,0.14906,0.205999,0.258228,0.353857,0.44684,0.257951,0.187879,0.188247,0.196839,0.154494,0.208211,0.183486,0.087179,0.150568,0.115207,0.129477,0.08,0
0.211738,0.092156,0.137319,0.031621,0.227492,0.461559,0.271186,0.363175,0.419072,0.617618,0.69779,0.787661,0.745312,0.389296,0.222088,0.165072,0.201844,0.243636,0.496003,0.668022,0.810497,0.868972,0.745682,0.755763,0.696505,0.701289,0.86196,0.949465,0.827773,0.534706,0.423043,0.443291,0.395149,0.31203,0.108827,0.140827,0.187076,0.209733,0.514243,0.550218,0.130979,0.287057,0.441614,0.578974,0.657378,0.27441,0.140348,0.368973,0.395255,0.107879,0.248008,0.274425,0.151685,0.123167,0.155963,0.084615,0.034091,0.115207,0.181818,0.213333,0
0.289004,0.184312,0.141919,0.186876,0.089272,0.296466,0.520144,0.322161,0.114097,0.266266,0.282537,0.408705,0.535834,0.492627,0.585916,0.656218,0.732359,0.792831,0.837576,0.779431,0.873946,0.826442,0.772385,0.844176,0.726556,0.607115,0.528732,0.332956,0.28774,0.274926,0.171572,0.071657,0.282579,0.405723,0.415158,0.449395,0.366608,0.349173,0.371386,0.367865,0.465547,0.513919,0.369068,0.361762,0.340489,0.050603,0.145781,0.162025,0.089349,0.078788,0.221116,0.045977,0.367978,0.29912,0.09633,0.412821,0.392045,0.163594,0.674931,0.853333,0
