@relation train-weka.filters.unsupervised.attribute.NumericToNominal-R24-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute var_0=a numeric
@attribute var_0=b numeric
@attribute var_0=c numeric
@attribute var_0=d numeric
@attribute var_1 numeric
@attribute var_2=b numeric
@attribute var_2=c numeric
@attribute var_2=d numeric
@attribute var_2=e numeric
@attribute var_2=f numeric
@attribute var_2=g numeric
@attribute var_2=h numeric
@attribute var_2=a numeric
@attribute var_3 numeric
@attribute var_4=c numeric
@attribute var_4=d numeric
@attribute var_4=e numeric
@attribute var_4=f numeric
@attribute var_4=g numeric
@attribute var_4=h numeric
@attribute var_4=a numeric
@attribute var_4=b numeric
@attribute var_5 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute label {0,1}

@data
0,0,1,0,0,0,1,0,0,0,0,0,0,0.285714,0,0,0,0,1,0,0,0,0.142857,0.680144,0.291684,0.959881,0.406412,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.857143,0.645451,0.383319,0.129017,0.318852,1
0,0,1,0,0.666667,0,1,0,0,0,0,0,0,0.714286,0,0,0,0,0,0,0,1,0,0.681876,0.921379,0.646933,0.744165,1
0,0,0,1,0.666667,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.714286,0.004112,0.717583,0.113639,0.925709,1
0,0,1,0,0.333333,0,0,0,1,0,0,0,0,0.857143,0,0,0,0,0,1,0,0,0.428571,0.337004,0.22229,0.98464,0.998405,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0.285714,0,0,0,0,0,0,0,1,0.571429,0.425606,0.826395,0.021538,0.872993,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0.857143,0,0,0,0,0,0,1,0,0.142857,0.3933,0.017592,0.434144,0.963679,1
0,0,0,1,0.666667,0,1,0,0,0,0,0,0,0.571429,0,0,0,0,0,1,0,0,0.285714,0.612461,0.336438,0.325325,0.030357,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0.285714,0,0,1,0,0,0,0,0,1,0.163233,0.543536,0.382833,0.919227,1
0,0,0,1,0.666667,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.273414,0.531163,0.501624,0.654613,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0.857143,0,0,1,0,0,0,0,0,0.571429,0.356043,0.291039,0.165669,0.159949,1
0,0,1,0,0.333333,0,1,0,0,0,0,0,0,0.857143,0,0,0,0,0,0,0,1,0.571429,0.391184,0.684473,0.970032,0.867386,1
0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.428571,0.434535,0.851964,0.621981,0.61312,1
0,0,0,1,0.666667,0,0,0,1,0,0,0,0,0.142857,0,0,1,0,0,0,0,0,0.714286,0.977857,0.846373,0.124181,0.509534,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0.285714,0,0,0,0,1,0,0,0,0.571429,0.734875,0.477148,0.613492,0.935401,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.18116,0.412614,0.505687,0.391871,1
0,0,0,1,1,0,1,0,0,0,0,0,0,0.857143,0,1,0,0,0,0,0,0,0,0.83766,0.303178,0.179383,0.734652,1
0,1,0,0,0.333333,0,0,1,0,0,0,0,0,0.285714,0,0,0,1,0,0,0,0,0.285714,0.854905,0.060371,0.421763,0.211717,1
0,0,0,1,0.333333,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.285714,0.928562,0.454965,0.254151,0.81111,1
0,0,1,0,0.333333,0,0,0,1,0,0,0,0,0.714286,0,0,0,0,0,0,0,1,1,0.956895,0.88197,0.557275,0.654822,1
0,0,1,0,0.333333,0,0,0,0,0,0,1,0,0.285714,0,0,1,0,0,0,0,0,0.571429,0.13681,0.481145,0.124057,0.562436,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0.714286,0,0,0,0,0,1,0,0,0.571429,0.387557,0.798716,0.382026,0.452175,1
0,0,1,0,0.666667,0,0,1,0,0,0,0,0,0.571429,0,0,0,1,0,0,0,0,0.571429,0.089794,0.829332,0.047947,0.947172,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0.142857,0,0,1,0,0,0,0,0,1,0.13259,0.586835,0.404051,0.411246,1
0,0,0,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.285714,0.172087,0.318263,0.71821,0.651146,1
0,0,0,1,0.666667,0,0,0,0,0,0,1,0,0.571429,0,0,0,1,0,0,0,0,0.428571,0.822921,0.097571,0.5697,0.691182,1
0,0,1,0,0.666667,0,0,0,0,0,0,0,1,0.142857,0,0,0,1,0,0,0,0,0,0.227141,0.813856,0.48768,0.351348,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0.571429,0,0,0,1,0,0,0,0,0,0.075226,0.503473,0.361288,0.841494,1
0,0,1,0,0.333333,0,0,0,0,1,0,0,0,0.571429,0,0,0,0,0,1,0,0,0.142857,0.689965,0.566222,0.538239,0.221803,1
0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.571429,0.226321,0.652882,0.393104,0.373758,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0.142857,0,0,0,0,1,0,0,0,0.428571,0.389045,0.914655,0.416916,0.075995,1
0,0,0,1,0.666667,0,0,0,0,0,0,1,0,0.571429,0,0,0,0,0,1,0,0,0.142857,0.32469,0.864686,0.556547,0.885881,1
0,0,0,1,0.333333,1,0,0,0,0,0,0,0,0.714286,0,0,0,0,0,0,0,1,0,0.505799,0.317636,0.615265,0.790343,1
0,0,0,1,0.333333,0,0,0,0,0,0,0,1,0.428571,0,0,0,0,0,1,0,0,0.857143,0.492435,0.745333,0.015184,0.008431,1
0,0,0,1,0.333333,0,0,0,0,0,1,0,0,0.285714,0,0,0,0,0,0,1,0,0.714286,0.429844,0.914883,0.117788,0.903282,1
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.285714,0.020931,0.860164,0.600492,0.692598,1
0,1,0,0,0.333333,0,0,0,0,0,1,0,0,0.142857,0,0,0,0,0,1,0,0,0.428571,0.498359,0.078466,0.095201,0.534472,1
0,0,1,0,0.333333,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.857143,0.813466,0.341085,0.409089,0.609288,1
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.857143,0.857822,0.660042,0.168321,0.018673,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0.285714,0,0,0,0,0,1,0,0,0,0.038144,0.762609,0.652218,0.678897,1
0,0,0,1,0.666667,1,0,0,0,0,0,0,0,0.857143,1,0,0,0,0,0,0,0,0.571429,0.936402,0.891214,0.918343,0.8988,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0.714286,0,0,0,0,1,0,0,0,1,0.104342,0.868299,0.05827,0.001299,1
0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.265294,0.14407,0.569302,0.172712,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0.428571,0,1,0,0,0,0,0,0,0.714286,0.325988,0.979649,0.37913,0.70556,1
0,0,0,1,0.666667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.637269,0.008911,0.018499,0.938251,1
0,0,1,0,0.333333,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.884953,0.16943,0.801121,0.488933,1
0,1,0,0,0.333333,0,0,0,0,0,0,0,1,0.571429,0,0,0,0,0,1,0,0,0.428571,0.840723,0.396215,0.640664,0.831067,1
0,0,0,1,0.333333,0,0,0,0,0,0,1,0,0.142857,0,0,0,0,0,1,0,0,1,0.957833,0.531528,0.311338,0.864649,1
0,0,0,1,0.333333,0,1,0,0,0,0,0,0,0.714286,0,0,0,0,1,0,0,0,0.857143,0.457517,0.61987,0.541649,0.899761,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,0.285714,0,0,0,0,0,1,0,0,0.142857,0.119407,0.129317,0.320139,0.388042,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0.142857,0,0,0,0,0,0,1,0,0.857143,0.462866,0.668684,0.187418,0.812875,1
0,0,0,1,0.333333,0,0,0,0,0,0,1,0,0.857143,0,0,0,1,0,0,0,0,0.857143,0.386041,0.454581,0.090589,0.380539,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0.142857,0,0,1,0,0,0,0,0,0.285714,0.615583,0.123237,0.584134,0.542258,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0.714286,0,0,0,0,0,0,1,0,0.571429,0.512334,0.479041,0.775626,0.921038,1
0,0,1,0,0.666667,0,1,0,0,0,0,0,0,0.857143,0,0,0,0,1,0,0,0,0,0.876948,0.425078,0.435103,0.917354,1
0,0,0,1,0.333333,0,0,0,0,0,0,1,0,0.857143,0,1,0,0,0,0,0,0,0.857143,0.404276,0.630487,0.113734,0.124228,1
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.346475,0.455313,0.950376,0.694915,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.428571,0.762205,0.275575,0.083915,0.975345,1
0,0,0,1,0.666667,0,0,1,0,0,0,0,0,0.857143,0,0,0,0,0,0,1,0,0.428571,0.452879,0.62961,0.234773,0.038703,1
0,0,1,0,0.666667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.857143,0.316845,0.541303,0.070718,0.240935,1
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.3885,0.966657,0.430129,0.553689,1
0,0,0,1,0.666667,1,0,0,0,0,0,0,0,0.285714,0,0,0,0,0,0,0,1,0.857143,0.271696,0.557203,0.340132,0.225131,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.571429,0.025488,0.837096,0.037518,0.269285,1
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.571429,0.815075,0.450282,0.877108,0.390973,1
0,0,1,0,0.666667,0,0,1,0,0,0,0,0,0.142857,0,0,0,1,0,0,0,0,0.571429,0.802014,0.349975,0.095266,0.216148,1
0,0,0,1,0.333333,0,0,0,0,0,1,0,0,0.285714,0,0,0,0,0,0,0,1,1,0.815072,0.674734,0.885488,0.116328,1
0,0,0,1,0.666667,1,0,0,0,0,0,0,0,0.857143,0,0,1,0,0,0,0,0,0.714286,0.316797,0.583738,0.138509,0.491082,1
0,0,1,0,0.333333,0,0,1,0,0,0,0,0,0.571429,0,0,0,1,0,0,0,0,0.857143,0.060713,0.508471,0.501148,0.103904,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0.714286,0,0,0,0,0,1,0,0,0.428571,0.620219,0.118792,0.116092,0.954565,1
0,0,1,0,0.333333,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.714286,0.662609,0.798486,0.519098,0.214927,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0.440325,0.57868,0.690583,0.955443,1
0,0,0,1,0.333333,0,0,0,0,0,0,0,1,0.285714,0,0,0,0,0,1,0,0,0.142857,0.476365,0.287091,0.185352,0.745979,1
0,0,0,1,0.666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.831971,0.136893,0.597189,0.727308,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0.857143,0,0,1,0,0,0,0,0,0.285714,0.662046,0.101058,0.354337,0.418556,1
0,0,0,1,0.666667,0,0,0,0,0,0,1,0,0.857143,0,0,0,0,0,0,0,1,0.571429,0.987419,0.196347,0.98735,0.351106,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0.285714,0,1,0,0,0,0,0,0,0.142857,0.742961,0.235694,0.562616,0.600856,1
0,0,0,1,0.333333,0,0,0,0,0,0,1,0,0.142857,0,0,0,0,1,0,0,0,0.714286,0.19664,0.698561,0.932795,0.428497,1
0,0,0,1,1,0,0,1,0,0,0,0,0,0.285714,1,0,0,0,0,0,0,0,0,0.777066,0.115881,0.819725,0.531342,1
0,0,0,1,0.666667,0,0,0,0,0,0,0,1,0.142857,0,0,0,0,1,0,0,0,0.714286,0.195626,0.769569,0.515838,0.860501,1
0,0,0,1,0.333333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.504254,0.56611,0.166876,0.563602,1
0,0,0,1,0.666667,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.857143,0.390982,0.659587,0.181708,0.375958,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0.428571,0,0,0,1,0,0,0,0,0.428571,0.582813,0.771549,0.304343,0.702047,1
0,0,0,1,0.666667,0,0,1,0,0,0,0,0,0.857143,1,0,0,0,0,0,0,0,0.571429,0.69908,0.183482,0.278668,0.70434,1
0,0,1,0,0.333333,0,1,0,0,0,0,0,0,0.714286,0,0,0,0,0,1,0,0,0,0.27835,0.062164,0.838282,0.94797,1
0,0,1,0,0.333333,0,0,0,1,0,0,0,0,0.142857,0,0,0,0,0,1,0,0,0.857143,0.988057,0.11906,0.961734,0.537441,1
0,0,0,1,0.333333,0,0,0,0,0,0,1,0,0.714286,0,0,0,0,0,1,0,0,1,0.218434,0.601934,0.947781,0.225496,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.360939,0.270213,0.885756,0.67448,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0.142857,0,0,0,1,0,0,0,0,0.857143,0.076269,0.315185,0.522919,0.906968,1
0,0,0,1,0.666667,0,0,0,0,0,0,0,1,0.285714,0,0,1,0,0,0,0,0,0.714286,0.768172,0.151948,0.36365,0.995136,1
0,0,0,1,0.666667,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.296657,0.63208,0.074616,0.207277,1
0,0,0,1,0.666667,1,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,0,0,1,0.142857,0.68784,0.504344,0.915555,0.155074,1
0,0,0,1,0.666667,0,0,0,0,0,1,0,0,0.142857,0,0,0,0,0,1,0,0,0.571429,0.227537,0.885289,0.967048,0.966697,1
0,0,1,0,0.333333,1,0,0,0,0,0,0,0,0.285714,0,0,1,0,0,0,0,0,0.714286,0.861853,0.092447,0.384709,0.148457,1
0,0,0,1,0.666667,0,0,0,0,0,0,0,1,0.857143,0,0,0,1,0,0,0,0,0.714286,0.270396,0.439879,0.773423,0.591725,1
0,0,0,1,0.666667,0,1,0,0,0,0,0,0,0.714286,0,0,0,0,0,1,0,0,0.571429,0.326388,0.499158,0.045816,0.132004,1
0,0,0,1,0.666667,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.912807,0.888445,0.80588,0.173482,1
0,1,0,0,0.333333,0,0,0,0,1,0,0,0,0.285714,0,0,0,0,0,1,0,0,0.571429,0.224855,0.868122,0.381677,0.155113,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.428571,0.756397,0.893527,0.120313,0.05319,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0.714286,0,0,0,0,1,0,0,0,0.285714,0.141683,0.803668,0.453892,0.690584,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0.857143,0,0,0,1,0,0,0,0,0.142857,0.903517,0.509325,0.546884,0.354272,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0.571429,1,0,0,0,0,0,0,0,0.857143,0.945195,0.884822,0.043389,0.110464,1
0,0,0,1,0.666667,0,1,0,0,0,0,0,0,0.714286,0,0,0,0,1,0,0,0,0.142857,0.315898,0.064766,0.547012,0.250584,1
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.428571,0.377866,0.500424,0.98657,0.501562,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0.285714,0,0,1,0,0,0,0,0,0.428571,0.008573,0.939933,0.947627,0.990334,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0.142857,0,0,1,0,0,0,0,0,0.714286,0.882226,0.962385,0.382856,0.465149,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0.285714,0,0,0,0,0,1,0,0,1,0.19234,0.817901,0.853458,0.945207,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0.571429,0,0,0,0,1,0,0,0,0.857143,0.400712,0.104107,0.599424,0.795386,1
0,0,0,1,0.333333,1,0,0,0,0,0,0,0,0.428571,0,0,0,1,0,0,0,0,0.428571,0.728067,0.244012,0.288142,0.204219,1
0,0,0,1,0.666667,0,0,0,0,1,0,0,0,0.428571,1,0,0,0,0,0,0,0,0.571429,0.137732,0.821112,0.248884,0.181002,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0.142857,0,0,0,0,0,1,0,0,0.714286,0.506093,0.574602,0.36494,0.481858,1
0,0,0,1,0.666667,0,0,0,0,0,1,0,0,0.857143,0,0,0,1,0,0,0,0,0,0.522235,0.260894,0.565718,0.324763,1
0,0,0,1,0.333333,0,0,0,0,0,0,0,1,0.857143,0,0,0,0,1,0,0,0,0.571429,0.614028,0.64724,0.037828,0.36001,1
0,0,1,0,0.666667,0,0,1,0,0,0,0,0,0.285714,0,0,0,1,0,0,0,0,0.428571,0.85906,0.619035,0.857233,0.125251,1
0,0,1,0,0.333333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.142857,0.406223,0.754484,0.733762,0.133228,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0.428571,0,0,0,0,0,0,0,1,0.857143,0.407345,0.748616,0.954822,0.815496,1
0,0,1,0,0.666667,1,0,0,0,0,0,0,0,0.142857,0,0,1,0,0,0,0,0,0.428571,0.838195,0.753201,0.416881,0.776859,1
0,0,0,1,0.666667,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.428571,0.874285,0.039954,0.841312,0.202988,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0.857143,0,0,1,0,0,0,0,0,0.571429,0.679286,0.391475,0.885443,0.80757,1
0,0,0,1,1,0,0,0,1,0,0,0,0,0.285714,0,0,0,0,0,1,0,0,0.285714,0.562517,0.27769,0.880174,0.405597,1
0,0,0,1,0,0,0,1,0,0,0,0,0,0.857143,0,0,0,0,0,0,0,1,0.428571,0.466836,0.185139,0.352262,0.055796,1
0,1,0,0,0.333333,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.142857,0.659402,0.432268,0.322395,0.727933,1
0,0,1,0,0.333333,1,0,0,0,0,0,0,0,0.285714,0,0,0,0,0,1,0,0,0.857143,0.315157,0.425957,0.609444,0.61965,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.857143,0.406508,0.592833,0.016762,0.572689,1
0,0,0,1,1,0,0,0,1,0,0,0,0,0.857143,0,0,0,1,0,0,0,0,0.428571,0.942583,0.153493,0.328185,0.519821,1
0,0,0,1,0.666667,1,0,0,0,0,0,0,0,0.571429,0,0,0,0,1,0,0,0,0.714286,0.137549,0.498576,0.499375,0.531471,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0.142857,0,0,1,0,0,0,0,0,0.857143,0.529882,0.172694,0.294427,0.824987,1
0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.423091,0.375561,0.888141,0.049686,1
0,0,1,0,0.333333,0,1,0,0,0,0,0,0,0.285714,0,0,1,0,0,0,0,0,0.142857,0.273308,0.449216,0.631146,0.267285,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.810267,0.036065,0.258048,0.309973,1
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.857143,0.745574,0.464537,0.30805,0.617364,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0.142857,0,1,0,0,0,0,0,0,0.714286,0.895831,0.447463,0.422988,0.228753,1
0,0,0,1,0.333333,0,0,0,0,0,0,0,1,0.428571,0,0,0,0,0,0,1,0,0.857143,0.428031,0.362869,0.489481,0.338543,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0.142857,0,0,0,1,0,0,0,0,0,0.720784,0.227681,0.299926,0.710396,1
0,0,0,1,0.333333,0,0,0,0,0,0,0,1,0.428571,0,0,0,0,0,0,1,0,0.714286,0.027328,0.971917,0.521286,0.289628,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,0.857143,0,0,0,0,0,0,1,0,0.285714,0.724888,0.774264,0.281176,0.55355,1
0,0,1,0,0.666667,0,0,0,0,0,1,0,0,0.571429,0,0,1,0,0,0,0,0,0,0.439848,0.029505,0.607453,0.495891,1
0,0,0,1,0.333333,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.714286,0.749334,0.984074,0.290584,0.654168,1
0,0,0,1,1,0,0,0,0,1,0,0,0,0.428571,0,0,0,0,1,0,0,0,0,0.477175,0.198109,0.477278,0.257769,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0.428571,0,0,0,0,1,0,0,0,0.285714,0.825847,0.770661,0.449388,0.399752,1
0,0,0,1,0,0,0,0,0,0,1,0,0,0.285714,0,0,0,0,0,0,1,0,0.571429,0.715905,0.699323,0.593867,0.116788,1
0,1,0,0,0.333333,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.571429,0.74051,0.836331,0.527539,0.399354,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,1,0,0,0.285714,0.085061,0.650287,0.704724,0.448275,1
0,0,0,1,0.666667,1,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,0,0,1,1,0.610588,0.405947,0.606262,0.94386,1
0,0,0,1,0.666667,0,0,0,0,1,0,0,0,0.142857,0,0,0,0,0,0,1,0,0.285714,0.054395,0.434117,0.78523,0.700352,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0.285714,0,0,0,0,1,0,0,0,0.142857,0.96264,0.87949,0.627653,0.841097,1
0,0,0,1,0.666667,1,0,0,0,0,0,0,0,0.714286,0,0,0,0,1,0,0,0,0.571429,0.536868,0.686356,0.675792,0.548779,1
0,0,1,0,0.333333,0,0,0,0,0,0,0,1,0.285714,0,0,0,0,1,0,0,0,0.142857,0.050181,0.610414,0.757062,0.52028,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,0.285714,0,0,1,0,0,0,0,0,1,0.868583,0.729493,0.963424,0.487146,1
0,0,0,1,0.666667,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.857143,0.399204,0.266828,0.734079,0.550347,1
0,0,0,1,0.666667,0,1,0,0,0,0,0,0,0.428571,1,0,0,0,0,0,0,0,0.857143,0.479451,0.537563,0.90857,0.621976,1
0,0,0,1,0.333333,0,0,0,1,0,0,0,0,0.857143,1,0,0,0,0,0,0,0,1,0.819813,0.482532,0.637883,0.966697,1
0,0,0,1,0.333333,1,0,0,0,0,0,0,0,0.142857,0,0,0,0,1,0,0,0,0.142857,0.117873,0.562877,0.467924,0.692238,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.428571,0.372275,0.75494,0.74273,0.050872,1
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.142857,0.742721,0.006896,0.714044,0.582829,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.142857,0.02575,0.796922,0.38939,0.457719,1
0,0,1,0,0.333333,0,0,0,0,0,1,0,0,0.428571,0,0,1,0,0,0,0,0,0.714286,0.445896,0.367298,0.20254,0.851544,1
0,0,0,1,0.666667,0,0,0,0,0,0,0,1,0.428571,0,0,0,1,0,0,0,0,1,0.997996,0.799595,0.048277,0.834543,1
0,0,0,1,1,0,0,1,0,0,0,0,0,0.285714,0,0,0,1,0,0,0,0,0.428571,0.018748,0.343254,0.087606,0.039056,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0.285714,1,0,0,0,0,0,0,0,1,0.014323,0.313096,0.000085,0.326809,1
0,0,0,1,0.333333,1,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,0,1,0,1,0.025635,0.430954,0.036695,0.781458,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0.714286,0,0,0,0,0,0,1,0,0.285714,0.974082,0.702369,0.309689,0.614905,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0.285714,0,0,0,0,0,1,0,0,1,0.497903,0.79141,0.245098,0.994887,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,0.714286,0,0,0,0,0,1,0,0,0,0.762956,0.384987,0.019106,0.376498,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0.142857,0,1,0,0,0,0,0,0,0.428571,0.611578,0.222566,0.10123,0.651754,1
0,0,1,0,0.666667,0,0,1,0,0,0,0,0,0.857143,0,0,0,0,1,0,0,0,0.571429,0.199362,0.308065,0.735293,0.319031,1
0,0,0,1,1,0,0,0,0,0,0,1,0,0.285714,0,0,0,0,0,1,0,0,0.714286,0.962027,0.317749,0.303383,0.918123,1
0,0,1,0,0.333333,0,0,0,0,0,0,0,1,0.571429,0,0,0,0,0,1,0,0,1,0.353212,0.371258,0.038557,0.176872,1
0,1,0,0,0.333333,0,0,0,0,0,0,0,1,0.142857,0,0,0,1,0,0,0,0,0.428571,0.298905,0.142497,0.478743,0.671774,1
0,0,1,0,0.333333,1,0,0,0,0,0,0,0,0.285714,0,0,0,1,0,0,0,0,0.428571,0.725345,0.752915,0.387371,0.317655,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0.285714,0,0,0,0,0,0,1,0,0.714286,0.834631,0.011782,0.605448,0.670456,1
0,0,1,0,0.333333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.025884,0.346389,0.445368,0.852351,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0.285714,0,0,0,0,0,1,0,0,1,0.489706,0.199671,0.788458,0.889899,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0.714286,1,0,0,0,0,0,0,0,0.714286,0.539821,0.763557,0.00629,0.393584,1
0,0,1,0,0.333333,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.688132,0.663453,0.19004,0.80108,1
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.571429,0.318103,0.612555,0.942692,0.856742,1
0,0,0,1,0.666667,0,0,0,1,0,0,0,0,0.428571,0,0,0,0,0,0,0,1,0.428571,0.566228,0.114261,0.165625,0.606299,1
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.571429,0.682492,0.006799,0.854157,0.948396,1
0,0,0,1,0.666667,0,1,0,0,0,0,0,0,0.285714,1,0,0,0,0,0,0,0,1,0.708114,0.016222,0.905835,0.703585,1
0,0,1,0,0.333333,0,0,0,0,1,0,0,0,0.428571,0,1,0,0,0,0,0,0,0.857143,0.782493,0.512272,0.340825,0.236574,1
0,0,1,0,0.666667,0,1,0,0,0,0,0,0,0.714286,0,0,0,0,1,0,0,0,0.142857,0.771153,0.346164,0.135454,0.898964,1
0,1,0,0,0.333333,1,0,0,0,0,0,0,0,0.428571,0,0,0,0,0,1,0,0,0.142857,0.192631,0.990162,0.078008,0.947414,1
0,0,1,0,0.666667,0,0,1,0,0,0,0,0,0.285714,0,0,0,0,0,1,0,0,0.571429,0.614624,0.195921,0.670129,0.136126,1
