@relation blood-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R5-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R5-weka.filters.unsupervised.attribute.NumericToNominal-R5-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute 'Recency (months)' numeric
@attribute 'Frequency (times)' numeric
@attribute 'Monetary (c.c. blood)' numeric
@attribute 'Time (months)' numeric
@attribute NewNumeric0 numeric
@attribute 'whether he/she donated blood in March 2007' {0,1}

@data
0.189189,0.040816,0.040816,0.520833,0.651009,0
0.027027,0.040816,0.040816,0.09375,0.873018,0
0.216216,0.061224,0.061224,0.447917,0.859121,0
0.148649,0.040816,0.040816,0.270833,0.060467,0
0.148649,0,0,0.09375,0.868391,1
0.283784,0.244898,0.244898,0.572917,0.172649,0
0.027027,0,0,0,0.749185,0
0.283784,0.061224,0.061224,0.520833,0.073036,0
0.027027,0,0,0,0.473795,1
0.310811,0,0,0.21875,0.41115,0
0.148649,0.122449,0.122449,0.760417,0.7581,0
0.148649,0,0,0.09375,0.156023,0
0.054054,0,0,0.020833,0.382308,0
0.148649,0.020408,0.020408,0.125,0.064618,0
0.054054,0.204082,0.204082,0.270833,0.148109,0
0.283784,0,0,0.197917,0.917404,0
0.283784,0.040816,0.040816,0.375,0.786017,0
0.054054,0,0,0.020833,0.217023,0
0.027027,0.122449,0.122449,0.78125,0.960634,0
0.216216,0,0,0.145833,0.58383,0
0.054054,0.163265,0.163265,0.520833,0.92081,0
0.054054,0.306122,0.306122,0.375,0.002109,1
0.189189,0.040816,0.040816,0.177083,0.14694,1
0.189189,0.040816,0.040816,0.197917,0.159011,0
0.027027,0,0,0,0.602941,0
0.027027,0.020408,0.020408,0.020833,0.489106,0
0.054054,0.061224,0.061224,0.25,0.402853,0
0.310811,0.040816,0.040816,0.270833,0.883146,0
0.027027,0.081633,0.081633,0.364583,0.051631,0
0.216216,0.061224,0.061224,0.21875,0.860758,0
0.054054,0,0,0.020833,0.069988,0
0.027027,0,0,0,0.942043,0
0.027027,0,0,0,0.120424,0
0.054054,0.040816,0.040816,0.239583,0.908995,1
0.027027,0,0,0,0.525511,0
0.081081,0.428571,0.428571,0.270833,0.12944,1
0.027027,0.020408,0.020408,0.09375,0.822699,0
0.027027,0.204082,0.204082,0.802083,0.456535,1
0.216216,0.040816,0.040816,0.197917,0.198297,1
0.054054,0,0,0.020833,0.827183,1
0.054054,0.204082,0.204082,0.791667,0.955683,0
0.148649,0.040816,0.040816,0.21875,0.301995,0
0.054054,0.020408,0.020408,0.21875,0.721377,0
0.310811,0.061224,0.061224,0.885417,0.235314,0
0.054054,0,0,0.020833,0.702528,1
0.027027,0.020408,0.020408,0.40625,0.681574,0
0.027027,0.081633,0.081633,0.635417,0.75894,0
0.054054,0.22449,0.22449,0.895833,0.257712,0
0.189189,0.061224,0.061224,0.208333,0.32343,1
0.027027,0.061224,0.061224,0.125,0.042144,1
0.054054,0.040816,0.040816,0.229167,0.730682,0
0.027027,0.102041,0.102041,0.208333,0.828869,0
0.054054,0.020408,0.020408,0.520833,0.434483,0
0.189189,0,0,0.125,0.128588,0
0.054054,0.102041,0.102041,0.145833,0.997134,1
0.027027,0.285714,0.285714,0.489583,0.753462,1
0.283784,0.102041,0.102041,0.875,0.916907,0
0.027027,0.081633,0.081633,0.145833,0.002471,0
0.189189,0.020408,0.020408,0.125,0.066669,0
0.162162,0.22449,0.22449,0.583333,0.322809,0
0.310811,0.285714,0.285714,0.572917,0.199462,0
0.148649,0.265306,0.265306,0.739583,0.629661,1
0.027027,0.102041,0.102041,0.135417,0.038215,1
0.189189,0.142857,0.142857,0.5,0.070894,1
0.054054,0,0,0.020833,0.513344,0
0.310811,0.040816,0.040816,0.395833,0.101253,0
0.216216,0.040816,0.040816,0.333333,0.80325,0
0.067568,0.469388,0.469388,0.802083,0.037562,0
