@relation titanic-train-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute passengerId numeric
@attribute pclass=1 numeric
@attribute pclass=2 numeric
@attribute pclass=3 numeric
@attribute sex=female numeric
@attribute age numeric
@attribute sibsp numeric
@attribute parch numeric
@attribute fare numeric
@attribute embarked=C numeric
@attribute embarked=Q numeric
@attribute embarked=S numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute survival {0,1}

@data
0.330337,0,0,1,0,0.296306,0,0,0.015412,0,0,1,0.518295,0.847083,0
0.331461,1,0,0,0,?,0,0,0.054107,1,0,0,0.337624,0.703757,0
0.332584,0,0,1,0,0.290023,0,0,0.01411,1,0,0,0.972505,0.006523,0
0.333708,1,0,0,1,0.019854,0.125,0.333333,0.295806,0,0,1,0.656593,0.625949,0
0.334831,1,0,0,0,?,0,0,0.059532,0,0,1,0.083215,0.761097,1
0.335955,1,0,0,1,0.623021,0,0.166667,0.483128,1,0,0,0.811863,0.974908,1
0.337079,0,0,1,1,?,0,0,0.015127,0,1,0,0.600704,0.762686,1
0.338202,0,0,1,0,?,0.25,0,0.045381,0,1,0,0.305775,0.945288,1
0.339326,0,0,1,0,0.233476,0,0,0,0,0,1,0.4467,0.737154,0
0.340449,0,1,0,1,?,0,0,0.024106,0,1,0,0.761941,0.071476,1
0.341573,0,0,1,0,?,0,0,0.015713,0,0,1,0.209233,0.495809,0
0.342697,1,0,0,0,0.006283,0.125,0.333333,0.295806,0,0,1,0.132634,0.459589,1
0.34382,1,0,0,1,?,0,0,0.21643,1,0,0,0.268236,0.081819,1
0.344944,1,0,0,1,0.208344,0.125,0,0.212559,1,0,0,0.026021,0.947094,1
0.346067,0,1,0,0,0.371701,0.125,0,0.046845,1,0,0,0.023475,0.269006,0
0.347191,1,0,0,1,0.371701,0,0,0.111118,1,0,0,0.193657,0.972433,1
0.348315,1,0,0,1,0.296306,0,0,0.162314,1,0,0,0.310652,0.174409,1
0.349438,1,0,0,1,0.22091,0.25,0.333333,0.512122,1,0,0,0.411062,0.9341,1
0.350562,0,1,0,1,0.321438,0.125,0.166667,0.050749,0,0,1,0.112044,0.44619,0
0.351685,0,0,1,0,0.346569,0,0,0.015412,0,0,1,0.082848,0.471946,0
0.352809,0,1,0,0,0.535059,0.125,0.166667,0.051237,0,0,1,0.094779,0.344913,0
0.353933,0,0,1,1,0.321438,0,0,0.01533,0,0,1,0.908706,0.413039,1
0.355056,0,1,0,1,0.296306,0.125,0,0.050749,0,0,1,0.342872,0.048903,1
0.35618,0,1,0,0,0.673285,0,0,0.027326,0,0,1,0.857737,0.090252,0
0.357303,1,0,0,1,0.384267,0,0.333333,0.321798,0,0,1,0.888403,0.683367,1
0.358427,1,0,0,1,0.497361,0.125,0.166667,0.262527,1,0,0,0.515974,0.36381,1
0.359551,0,0,1,0,0.271174,0,0,0.014151,0,0,1,0.292716,0.898119,0
0.360674,0,0,1,0,0.334004,0,0,0.015412,0,0,1,0.595571,0.954331,0
0.361798,0,1,0,1,0.371701,0,0,0.024106,0,1,0,0.580284,0.300223,1
0.362921,0,1,0,1,0.271174,0.125,0.166667,0.056604,0,0,1,0.024033,0.630507,1
0.364045,0,0,1,0,?,1,0.333333,0.135753,0,0,1,0.285888,0.685555,0
0.365169,1,0,0,1,0.447097,0,0,0.264739,1,0,0,0.56798,0.385341,1
0.366292,0,0,1,0,0.761247,0,0,0.012175,0,0,1,0.240027,0.807229,0
0.367416,0,1,0,1,0.447097,0,0,0.025374,0,0,1,0.388327,0.98197,1
0.368539,0,0,1,1,0.384267,0.125,0.166667,0.040062,0,0,1,0.987965,0.369017,1
0.369663,1,0,0,1,0.195778,0,0.166667,0.113168,1,0,0,0.272396,0.153407,1
0.370787,0,0,1,1,?,0.25,0,0.045381,0,1,0,0.414591,0.03837,1
0.37191,1,0,0,0,0.566474,0,0,0.055628,0,0,1,0.543349,0.300081,0
0.373034,1,0,0,0,0.472229,0,0.166667,0.299539,0,0,1,0.230285,0.536306,0
0.374157,0,0,1,0,0.195778,0.25,0,0.035134,0,0,1,0.808492,0.744935,0
0.375281,1,0,0,1,?,0.125,0,0.260867,0,0,1,0.462208,0.280388,1
0.376404,0,0,1,0,?,0,0,0.015412,0,0,1,0.775331,0.477841,0
0.377528,1,0,0,0,0.359135,0.125,0,0.129995,0,0,1,0.990989,0.632236,0
0.378652,1,0,0,1,0.509927,0,0,0.262527,1,0,0,0.337951,0.849464,1
0.379775,0,0,1,0,0.560191,0,0,0.015713,0,0,1,0.474497,0.532411,1
0.380899,1,0,0,0,0.560191,0,0,0.069291,0,0,1,0.016141,0.859257,0
0.382022,0,1,0,0,0.019854,0.125,0.166667,0.050749,0,0,1,0.708408,0.193265,1
0.383146,1,0,0,1,0.296306,0.375,0.333333,0.513342,0,0,1,0.615811,0.523086,1
0.38427,0,1,0,0,0.346569,0,0,0.025374,0,0,1,0.587561,0.564234,0
0.385393,0,1,0,0,0.308872,0,0,0.025374,0,0,1,0.671667,0.303064,0
0.386517,0,1,0,0,0.447097,0,0,0.025374,0,0,1,0.352555,0.484302,0
0.38764,0,1,0,1,0.296306,0,0,0.025374,0,0,1,0.831701,0.735484,1
0.388764,0,1,0,1,0.497361,0,0,0.025374,0,0,1,0.732839,0.792773,1
0.389888,0,0,1,1,?,0.125,0,0.031425,0,0,1,0.847965,0.202325,1
0.391011,0,0,1,0,0.03242,0.125,0.166667,0.031035,0,0,1,0.930533,0.182194,1
0.392135,0,0,1,0,0.522493,0,0,0.016908,0,0,1,0.249223,0.257602,0
0.393258,0,0,1,0,0.28374,0,0,0.018006,0,0,1,0.128492,0.246225,0
0.394382,1,0,0,0,?,0,0,0.068315,0,0,1,0.088448,0.041931,0
0.395506,0,0,1,0,0.183212,0.125,0.166667,0.01411,1,0,0,0.351606,0.00044,0
0.396629,0,0,1,0,0.308872,0.125,0,0.034743,0,0,1,0.381778,0.096977,0
0.397753,0,0,1,0,?,0,0,0.014102,1,0,0,0.062121,0.135473,0
0.398876,0,0,1,0,0.346569,0,0,0.018543,0,0,1,0.985418,0.326031,0
0.4,1,0,0,1,0.271174,0,0.166667,0.107353,0,0,1,0.827745,0.399666,1
0.401124,0,1,0,1,0.472229,0,0,0.025374,0,0,1,0.693112,0.937784,0
0.402247,0,0,1,1,?,0,0,0.015379,0,1,0,0.765577,0.802252,1
0.403371,0,0,1,1,?,0,0,0.015379,0,1,0,0.279193,0.957437,1
0.404494,0,0,1,0,0.497361,0.125,0.666667,0.054457,0,0,1,0.235405,0.778374,0
0.405618,0,1,0,0,0.359135,0.125,0,0.054107,1,0,0,0.060853,0.292601,0
0.406742,0,0,1,1,0.560191,0,0.166667,0.028213,1,0,0,0.43266,0.063622,0
0.407865,0,0,1,0,0.434531,0,0,0.013761,0,0,1,0.308136,0.401015,0
0.408989,0,0,1,0,?,0.125,0,0.030254,0,1,0,0.114341,0.788517,0
0.410112,0,0,1,0,0.371701,0,0,0.014151,0,0,1,0.491343,0.322938,0
0.411236,1,0,0,1,0.748681,0.125,0,0.146878,1,0,0,0.68048,0.222276,1
0.41236,0,0,1,1,?,0,0,0.01411,1,0,0,0.922848,0.213113,1
0.413483,0,0,1,1,?,0,0,0.015127,0,1,0,0.229209,0.670419,1
0.414607,1,0,0,1,0.296306,0,0,0.135265,1,0,0,0.824025,0.535567,1
0.41573,1,0,0,0,0.308872,0.125,0,0.108215,1,0,0,0.005267,0.262202,1
0.416854,0,0,1,0,0.22091,0.125,0,0.012679,0,0,1,0.227822,0.769039,0
0.417978,0,0,1,0,0.233476,0,0,0.015713,0,0,1,0.869776,0.75157,0
0.419101,1,0,0,0,0.271174,0,0,0.264739,1,0,0,0.413675,0.811666,0
0.420225,0,0,1,1,0.03242,0.375,0.166667,0.041136,0,0,1,0.033402,0.999252,0
0.421348,1,0,0,1,?,0.125,0,0.160387,1,0,0,0.763826,0.270637,1
0.422472,0,0,1,1,0.271174,0,0,0.014151,0,0,1,0.315476,0.503843,1
0.423596,1,0,0,0,0.334004,0,0.333333,0.412821,1,0,0,0.028758,0.475825,0
0.424719,0,0,1,0,0.246042,0,0,0.007832,1,0,0,0.618463,0.20613,0
0.425843,0,0,1,0,0.233476,0,0,0.015176,0,0,1,0.994307,0.365984,0
0.426966,1,0,0,1,0.522493,0,0,0.444099,1,0,0,0.140131,0.803641,1
0.42809,0,0,1,1,0.007288,0,0.333333,0.030726,1,0,0,0.454199,0.36194,1
0.429213,0,0,1,0,0.396833,0,0,0.015469,0,0,1,0.085057,0.981335,0
0.430337,1,0,0,1,0.434531,0.125,0,0.101497,0,0,1,0.209087,0.963232,1
0.431461,0,0,1,0,?,0,0,0.015412,0,0,1,0.282597,0.289523,0
0.432584,0,1,0,0,0.22091,0,0,0.143462,0,0,1,0.536831,0.083023,0
0.433708,0,0,1,0,0.007288,0.625,0.333333,0.091543,0,0,1,0.170223,0.881602,0
0.434831,0,1,0,1,0.447097,0,0,0.025374,0,0,1,0.208642,0.070643,1
0.435955,0,0,1,0,?,0,0,0.015086,0,1,0,0.059117,0.961832,0
0.437079,0,1,0,1,0.208344,0,0,0.023422,1,0,0,0.66182,0.96196,1
0.438202,1,0,0,0,0.447097,0.125,0.333333,0.234224,0,0,1,0.463187,0.587357,1
0.439326,0,0,1,0,0.258608,0,0,0.015216,0,0,1,0.382242,0.744837,1
0.440449,0,0,1,0,0.346569,0.25,0,0.015469,0,0,1,0.543171,0.418865,0
0.441573,1,0,0,1,0.28374,0.125,0,0.221098,1,0,0,0.898337,0.330258,1
0.442697,0,0,1,1,0.296306,0,0.333333,0.032596,0,0,1,0.39425,0.12072,1
0.44382,0,0,1,0,0.271174,0,0,0.015216,0,0,1,0.043223,0.479283,0
0.444944,0,0,1,1,0.384267,0,0,0.01533,0,0,1,0.988603,0.374099,0
0.446067,0,1,0,0,0.572757,0,0,0.050749,0,0,1,0.30276,0.151791,0
0.447191,0,1,0,0,0.28374,0,0,0.020495,0,0,1,0.073595,0.885601,0
0.448315,0,1,0,1,0.346569,0,0,0.024691,0,0,1,0.134695,0.615071,1
0.449438,0,0,1,0,0.484795,0,0,0.015469,0,0,1,0.221796,0.349024,1
0.450562,0,0,1,0,0.321438,0,0,0.015713,0,0,1,0.117696,0.178603,0
0.451685,0,0,1,1,0.258608,0.125,0,0.019177,0,0,1,0.530783,0.049397,0
0.452809,0,0,1,0,0.346569,0.125,0,0.030937,0,0,1,0.668942,0.605993,0
0.453933,0,0,1,1,0.246042,0,0,0.016908,0,0,1,0.178689,0.686104,0
0.455056,0,1,0,0,0.421965,0.125,0,0.040989,0,0,1,0.855092,0.095778,0
0.45618,0,0,1,0,0.635587,0,0,0.015127,0,0,1,0.155728,0.035845,0
0.457303,0,1,0,0,0.03242,0.125,0.166667,0.036598,0,0,1,0.513814,0.219965,1
0.458427,0,0,1,0,0.258608,0,0,0.015176,0,0,1,0.012407,0.276394,0
0.459551,0,0,1,1,?,0.375,0.166667,0.049708,0,0,1,0.501717,0.362416,0
0.460674,0,0,1,0,?,0,0,0.015412,0,0,1,0.391934,0.148544,0
0.461798,0,0,1,0,?,0,0,0.013387,0,1,0,0.389378,0.008816,0
0.462921,1,0,0,1,0.409399,0.125,0,0.175668,0,1,0,0.447296,0.646351,1
0.464045,0,1,0,0,?,0,0,0,0,0,1,0.335314,0.705749,0
0.465169,0,0,1,0,0.547625,0,0,0.015469,0,0,1,0.98277,0.594689,1
0.466292,0,0,1,1,?,0,0,0.015713,0,0,1,0.188128,0.628487,0
0.467416,0,1,0,1,0.421965,0.125,0.166667,0.063436,0,0,1,0.305131,0.298376,1
0.468539,0,1,0,1,0.22091,0,0.333333,0.025374,0,0,1,0.089676,0.475426,1
0.469663,0,1,0,0,0.371701,0,0,0.025374,0,0,1,0.32156,0.42854,0
0.470787,0,0,1,1,0.120382,0,0.333333,0.047138,0,0,1,0.982009,0.841656,0
0.47191,0,0,1,0,?,0,0,0.015412,1,0,0,0.379294,0.449596,0
0.473034,0,0,1,0,0.258608,0,0,0.015094,0,1,0,0.456948,0.314993,0
0.474157,0,0,1,0,0.359135,0,0,0.015371,0,0,1,0.706286,0.184165,0
0.475281,0,0,1,1,0.346569,0.125,0.166667,0.028107,0,0,1,0.329563,0.284839,0
0.476404,0,0,1,0,0.22091,0.125,0.166667,0.039452,0,0,1,0.082684,0.563443,0
0.477528,0,0,1,0,?,0,0,0.014151,0,0,1,0.165432,0.85761,0
0.478652,0,1,0,1,0.346569,0.125,0,0.050749,0,0,1,0.549661,0.216982,1
0.479775,0,1,0,1,0.233476,0,0,0.050749,0,0,1,0.746462,0.331974,1
0.480899,0,0,1,0,?,0,0,0.015127,0,1,0,0.545162,0.318545,0
0.482022,0,0,1,0,0.396833,0,0,0.015713,0,0,1,0.121167,0.403025,1
0.483146,1,0,0,0,0.346569,0,0,0.051822,0,0,1,0.845382,0.023631,1
0.48427,0,0,1,1,?,0.125,0,0.031425,0,0,1,0.452707,0.636544,1
0.485393,0,1,0,1,0.522493,0.125,0,0.050749,0,0,1,0.086294,0.909467,1
0.486517,0,0,1,0,0.208344,0,0,0.013907,0,0,1,0.351578,0.782844,0
0.48764,1,0,0,0,0.623021,0.125,0,0.10911,0,0,1,0.441313,0.059716,0
0.488764,1,0,0,1,0.170646,0.125,0.333333,0.234224,0,0,1,0.759793,0.184254,1
0.489888,0,0,1,1,0.258608,0.25,0.333333,0.067096,0,0,1,0.239179,0.82383,0
0.491011,0,1,0,1,0.296306,0.25,0.5,0.036598,0,0,1,0.739463,0.871126,1
0.492135,1,0,0,0,0.798944,0.125,0.666667,0.513342,0,0,1,0.920407,0.824938,0
0.493258,0,1,0,0,0.384267,0,0,0.020495,0,0,1,0.7111,0.938302,0
0.494382,0,1,0,1,0.560191,0.125,0.166667,0.051237,0,0,1,0.751155,0.490342,1
0.495506,0,0,1,0,0.246042,0,0,0.018543,0,0,1,0.785613,0.447333,0
0.496629,0,0,1,0,0.308872,0.125,0,0.015176,0,0,1,0.14013,0.235153,0
0.497753,0,1,0,1,0.346569,0,0,0.025374,0,0,1,0.8388,0.409265,1
0.498876,0,0,1,0,?,0,0,0.015835,0,0,1,0.23714,0.442269,1
0.5,1,0,0,0,0.044986,0,0.333333,0.159777,0,0,1,0.888334,0.36867,1
0.501124,0,1,0,1,0.15808,0,0.166667,0.038061,0,0,1,0.731178,0.550889,1
0.502247,1,0,0,0,0.421965,0,0,0.051822,0,0,1,0.150567,0.731644,1
0.503371,0,0,1,1,0.057552,0.25,0.166667,0.03759,1,0,0,0.411415,0.890882,1
0.504494,1,0,0,0,0.648153,0,0,0.059532,0,0,1,0.878156,0.258834,1
0.505618,0,1,0,0,0.447097,0.125,0.333333,0.054164,0,0,1,0.10626,0.381856,0
0.506742,0,0,1,0,?,0.125,0,0.038972,0,0,1,0.70936,0.079091,0
0.507865,1,0,0,0,0.371701,0,0,0.054164,1,0,0,0.073613,0.853403,0
0.508989,1,0,0,0,0.610455,0.125,0,0.17392,1,0,0,0.796016,0.170227,1
0.510112,0,0,1,0,?,0,0,0.015713,0,0,1,0.779742,0.536968,0
0.511236,0,0,1,0,0.359135,0,0,0.015412,1,0,0,0.41957,0.500351,1
0.51236,1,0,0,0,0.81151,0,0,0.051822,0,0,1,0.274696,0.229996,0
0.513483,1,0,0,1,?,0.125,0,0.101229,0,0,1,0.153185,0.926642,1
0.514607,0,1,0,1,0.623021,0,0,0.020495,0,0,1,0.048912,0.739423,1
0.51573,0,0,1,0,?,0,0,0.015127,0,1,0,0.882806,0.50795,0
0.516854,1,0,0,0,0.597889,0,0,0.051822,0,0,1,0.338719,0.474315,1
0.517978,0,0,1,0,0.421965,0,0,0.015713,0,0,1,0.161234,0.103455,0
0.519101,1,0,0,0,0.585323,0,0,0.075147,0,0,1,0.337669,0.476361,0
0.520225,0,1,0,0,0.597889,0,0,0.025374,0,0,1,0.436602,0.001663,0
0.521348,0,0,1,0,?,0,0,0.015713,0,0,1,0.666136,0.752157,0
0.522472,0,0,1,0,0.472229,0,0,0.013761,0,0,1,0.670307,0.852376,0
0.523596,0,1,0,0,?,0,0,0,0,0,1,0.753406,0.502639,0
0.524719,1,0,0,0,0.698417,0,0,0.051822,0,0,1,0.739331,0.358791,0
0.525843,0,0,1,0,?,0,0,0.015078,0,1,0,0.494451,0.732738,0
0.526966,0,0,1,1,0.004147,0.25,0.166667,0.03759,1,0,0,0.803992,0.02776,1
0.52809,0,0,1,0,?,0,0,0.014151,0,0,1,0.657869,0.76825,0
0.529213,0,0,1,0,0.472229,0,0,0.016908,0,0,1,0.514601,0.773271,0
0.530337,0,1,0,1,0.409399,0.125,0.333333,0.054164,0,0,1,0.041978,0.407139,1
0.531461,0,1,0,1,0.28374,0,0,0.02692,1,0,0,0.529065,0.321535,1
0.532584,0,0,1,1,0.271174,0,0,0.019202,0,0,1,0.302772,0.788915,0
0.533708,1,0,0,0,?,0,0,0.101497,0,0,1,0.318421,0.175672,0
0.534831,0,1,0,0,0.421965,0.125,0,0.040989,0,0,1,0.710514,0.578432,0
0.535955,0,0,1,0,0.359135,0.125,0,0.013752,0,0,1,0.64839,0.363755,0
0.537079,0,0,1,0,0.271174,0,0,0.01468,0,0,1,0.830953,0.72939,0
0.538202,0,0,1,1,0.019854,0,0.166667,0.023984,0,0,1,0.442408,0.31608,1
0.539326,0,0,1,0,0.107816,0.625,0.333333,0.091543,0,0,1,0.272675,0.918041,0
0.540449,0,1,0,0,?,0,0,0,0,0,1,0.955266,0.995837,0
0.541573,0,0,1,0,0.623021,0,0,0.015713,0,0,1,0.193858,0.719006,0
0.542697,0,0,1,1,0.786378,0,0,0.018714,0,0,1,0.316329,0.841925,1
0.54382,1,0,0,0,0.308872,0.125,0,0.177775,1,0,0,0.219708,0.73285,1
0.544944,0,0,1,1,?,0.375,0.166667,0.049708,0,0,1,0.537475,0.173483,0
0.546067,1,0,0,1,0.434531,0.125,0,0.175668,0,0,1,0.786112,0.168975,1
0.547191,1,0,0,0,0.723549,0,0,0.057971,1,0,0,0.023246,0.452769,0
0.548315,0,0,1,0,0.371701,0,0,0.015713,0,0,1,0.695536,0.837596,0
0.549438,0,0,1,0,0.107816,0.125,0.166667,0.031035,0,0,1,0.469352,0.206343,1
0.550562,0,0,1,0,?,0.125,0,0.038972,0,0,1,0.847989,0.111011,0
0.551685,0,0,1,0,0.258608,0,0,0.014151,0,0,1,0.790563,0.464092,0
0.552809,1,0,0,0,0.685851,0,0,0.059532,0,0,1,0.692833,0.177085,0
0.553933,1,0,0,0,0.886906,0,0,0.096626,1,0,0,0.380121,0.291433,0
0.555056,0,0,1,0,0.258608,0,0,0.015713,0,0,1,0.936535,0.826771,0
0.55618,0,0,1,0,?,0,0,0.028221,1,0,0,0.570233,0.362113,0
0.557303,1,0,0,1,0.673285,0.125,0,0.152766,1,0,0,0.4369,0.092751,1
0.558427,0,0,1,0,?,0,0,0.029473,0,0,1,0.636797,0.547355,0
0.559551,1,0,0,1,0.308872,0.125,0.333333,0.295806,0,0,1,0.016145,0.28766,0
0.560674,0,0,1,0,0.296306,0,0,0.015216,0,0,1,0.071425,0.181652,0
0.561798,0,0,1,0,0.208344,0,0,0.016908,0,0,1,0.13313,0.378095,0
0.562921,0,0,1,1,0.258608,0,0,0.015127,0,1,0,0.129941,0.006332,0
0.564045,0,0,1,1,?,0,0,0.014891,0,1,0,0.96936,0.174542,0
0.565169,0,0,1,1,0.459663,0,0,0.018714,0,0,1,0.858929,0.789105,0
0.566292,1,0,0,1,0.195778,0,0,0.168837,0,0,1,0.50384,0.517539,1
0.567416,1,0,0,0,0.22091,0.125,0,0.212559,1,0,0,0.90053,0.271105,0
0.568539,0,1,0,1,0.409399,0,0.333333,0.050749,0,0,1,0.578676,0.496867,1
0.569663,1,0,0,0,?,0,0,0.051822,0,0,1,0.380568,0.402521,1
0.570787,0,0,1,0,0.346569,0,0,0.043966,0,0,1,0.790251,0.753214,0
0.57191,0,0,1,0,0.321438,0,0,0.110272,0,0,1,0.096235,0.793719,1
0.573034,0,0,1,0,0.359135,0,0,0.015127,0,1,0,0.280145,0.080756,1
0.574157,0,0,1,0,?,0,0,0.015713,0,0,1,0.036915,0.930847,0
0.575281,1,0,0,0,0.447097,0,0,0.05131,0,0,1,0.1454,0.874229,1
0.576404,1,0,0,1,0.673285,0.125,0,0.115941,1,0,0,0.995397,0.983219,1
0.577528,0,0,1,0,0.296306,0,0,0.014631,0,0,1,0.239543,0.445582,0
0.578652,1,0,0,0,0.585323,0,0,0.066404,0,0,1,0.656586,0.964344,0
0.579775,0,1,0,1,0.421965,0,0,0.020495,0,0,1,0.593762,0.872937,1
0.580899,0,0,1,0,?,0,0,0.047138,0,1,0,0.086958,0.599303,0
0.582022,0,1,0,1,0.447097,0.125,0,0.050749,0,0,1,0.551889,0.838563,1
0.583146,0,0,1,0,0.396833,0,0,0.015412,0,0,1,0.990393,0.498227,0
0.58427,1,0,0,1,0.371701,0,0,0.1825,0,0,1,0.983364,0.862748,1
0.585393,0,0,1,0,0.271174,0,0,0.015412,0,0,1,0.444653,0.138958,0
0.586517,0,0,1,0,?,0,0,0.014102,1,0,0,0.6151,0.446913,0
0.58764,1,0,0,1,0.547625,0,0.166667,0.113168,1,0,0,0.08764,0.721552,1
0.588764,0,0,1,0,?,0,0,0.01411,1,0,0,0.606176,0.901993,0
0.589888,0,0,1,0,0.503644,0,0,0.015127,0,1,0,0.88373,0.173097,0
0.591011,0,1,0,1,0.623021,0,0,0.020495,0,0,1,0.978561,0.057068,1
0.592135,1,0,0,0,?,0,0,0.432884,0,0,1,0.667834,0.453375,0
0.593258,0,0,1,0,0.484795,0,0,0.015469,0,0,1,0.412553,0.618402,0
0.594382,0,1,0,0,0.28374,0.25,0.166667,0.022447,0,0,1,0.638482,0.840253,0
0.595506,0,1,0,1,0.019854,0.125,0.166667,0.050749,0,0,1,0.217392,0.680533,1
0.596629,0,0,1,0,?,0,0,0.01411,1,0,0,0.851112,0.058221,0
0.597753,0,0,1,0,0.208344,0.125,0.166667,0.01411,1,0,0,0.995518,0.778698,0
0.598876,0,0,1,1,?,0,0.333333,0.04364,1,0,0,0.548875,0.954338,1
0.6,0,0,1,1,0.371701,0,0,0.016908,0,0,1,0.633184,0.915871,0
0.601124,0,1,0,1,0.082684,0,0.333333,0.051237,0,0,1,0.860642,0.922902,1
0.602247,1,0,0,0,0.560191,0,0,0.051822,0,0,1,0.770658,0.197862,0
0.603371,1,0,0,1,0.371701,0,0,0.207728,1,0,0,0.994551,0.43351,1
0.604494,0,0,1,0,?,0,0,0.028302,0,0,1,0.832002,0.066368,0
0.605618,1,0,0,1,0.271174,0,0.333333,0.096618,1,0,0,0.560293,0.826693,1
0.606742,1,0,0,1,0.447097,0,0.333333,0.138583,0,0,1,0.027421,0.632584,1
0.607865,0,0,1,1,0.107816,0.5,0.333333,0.061045,0,0,1,0.064486,0.007185,0
0.608989,0,0,1,1,0.132948,0.5,0.333333,0.061045,0,0,1,0.480428,0.282903,0
0.610112,0,1,0,0,0.396833,0.125,0,0.050749,0,0,1,0.940856,0.786922,1
0.611236,1,0,0,0,0.623021,0.125,0,0.207728,1,0,0,0.777598,0.55344,0
0.61236,1,0,0,0,0.798944,0,0,0.050749,0,0,1,0.700591,0.408202,0
0.613483,0,1,0,1,0.233476,0.125,0,0.050749,0,0,1,0.790415,0.251565,1
0.614607,0,1,0,0,?,0,0,0.027058,1,0,0,0.918093,0.211989,1
0.61573,0,0,1,0,0.409399,0.125,0.166667,0.040062,0,0,1,0.576754,0.940319,0
0.616854,0,1,0,0,0.09525,0.125,0.166667,0.071731,0,0,1,0.803525,0.507202,1
0.617978,1,0,0,0,0.208344,0,0.333333,0.21643,1,0,0,0.533755,0.195529,1
0.619101,0,1,0,0,0.334004,0,0,0.050749,0,0,1,0.055887,0.44385,0
0.620225,0,0,1,0,?,0,0,0.015282,0,1,0,0.744416,0.495643,0
0.621348,0,0,1,0,0.271174,0,0,0.014102,1,0,0,0.539017,0.096235,1
0.622472,0,0,1,1,0.271174,0,0,0.015176,0,0,1,0.63692,0.210743,1
0.623596,1,0,0,0,0.773813,0,0,0.051822,0,0,1,0.077797,0.022001,0
0.624719,1,0,0,1,0.597889,0.125,0,0.077294,1,0,0,0.658777,0.919897,1
0.625843,1,0,0,0,?,0,0,0.444099,1,0,0,0.332958,0.278619,0
0.626966,1,0,0,1,0.484795,0.125,0.166667,0.155466,0,0,1,0.657078,0.204942,1
0.62809,0,0,1,1,0.447097,0.125,0,0.033963,0,0,1,0.280275,0.250985,1
0.629213,0,0,1,0,?,0,0,0.015127,0,1,0,0.051703,0.14401,0
0.630337,0,0,1,0,0.497361,0,0,0.015412,0,0,1,0.293572,0.672109,0
0.631461,0,1,0,0,0.346569,0,0,0.02635,0,0,1,0.690042,0.959526,0
0.632584,0,0,1,0,?,0,0,0.015713,0,0,1,0.210842,0.903464,0
0.633708,0,0,1,1,?,0,0,0.015713,0,0,1,0.479835,0.663119,0
0.634831,0,0,1,0,0.296306,0.25,0,0.047138,0,0,1,0.048914,0.882374,0
0.635955,0,0,1,0,0.233476,0,0,0.015412,0,0,1,0.510961,0.083836,0
0.637079,0,0,1,1,0.359135,0,0.666667,0.041136,0,0,1,0.224492,0.140875,0
0.638202,0,0,1,0,?,0,0,0.01411,1,0,0,0.39755,0.366231,0
0.639326,0,0,1,0,0.396833,0,0,0.01533,0,0,1,0.238007,0.953844,1
0.640449,0,1,0,0,0.773813,0,0,0.020495,0,0,1,0.998506,0.881352,1
0.641573,1,0,0,1,0.660719,0.25,0,0.100481,0,0,1,0.781625,0.983712,1
0.642697,1,0,0,0,0.447097,0,0,0.051505,0,0,1,0.507577,0.506348,1
0.64382,0,0,1,1,?,0,0,0.015127,0,1,0,0.143879,0.754937,1
0.644944,0,0,1,0,0.195778,0,0,0.015713,0,0,1,0.14335,0.397356,0
0.646067,0,0,1,0,0.233476,0,0,0.028302,0,0,1,0.600762,0.91346,0
0.647191,0,1,0,1,0.421965,0,0,0.025374,0,0,1,0.315039,0.705541,1
0.648315,1,0,0,1,0.484795,0.125,0,0.10911,0,0,1,0.206787,0.504702,1
0.649438,0,0,1,1,?,0.125,0,0.028221,1,0,0,0.191728,0.167572,0
0.650562,0,0,1,0,0.396833,0,0,0.015469,0,0,1,0.02935,0.438212,1
0.651685,0,1,0,1,0.308872,0.125,0.166667,0.058556,0,0,1,0.060709,0.13955,1
0.652809,1,0,0,1,0.484795,0.125,0.166667,0.21643,1,0,0,0.40592,0.89792,1
0.653933,0,1,0,0,0.673285,0,0,0.050749,0,0,1,0.72483,0.437337,0
0.655056,1,0,0,0,0.447097,0,0,0.078319,1,0,0,0.245922,0.704,0
0.65618,0,0,1,0,?,0,0,0.017006,1,0,0,0.459258,0.296404,0
0.657303,1,0,0,1,0.22091,0,0.333333,0.155466,0,0,1,0.747835,0.535677,1
0.658427,0,1,0,0,0.585323,0,0,0.029278,0,0,1,0.724846,0.870818,0
0.659551,1,0,0,0,0.748681,0.125,0.166667,0.154588,1,0,0,0.156897,0.483879,1
0.660674,0,0,1,0,0.271174,0,0,0.015713,0,0,1,0.918275,0.953616,0
0.661798,0,0,1,0,?,0,0,0.015713,0,0,1,0.349944,0.618459,0
0.662921,0,0,1,0,0.434531,0,0,0.013907,0,0,1,0.928415,0.019815,0
0.664045,1,0,0,1,0.648153,0.125,0,0.152766,1,0,0,0.101308,0.12678,1
0.665169,0,0,1,0,0.585323,0,0,0.014151,0,0,1,0.163849,0.268473,0
0.666292,0,0,1,1,?,0,0.333333,0.015127,0,1,0,0.857301,0.108777,0
0.667416,0,1,0,0,0.459663,0.125,0,0.050749,0,0,1,0.018272,0.071669,0
