@relation anneal-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute family=- numeric
@attribute family=GB numeric
@attribute family=GK numeric
@attribute family=GS numeric
@attribute family=TN numeric
@attribute family=ZA numeric
@attribute family=ZF numeric
@attribute family=ZH numeric
@attribute family=ZM numeric
@attribute family=ZS numeric
@attribute product-type=C numeric
@attribute product-type=H numeric
@attribute product-type=G numeric
@attribute steel=- numeric
@attribute steel=R numeric
@attribute steel=A numeric
@attribute steel=U numeric
@attribute steel=K numeric
@attribute steel=M numeric
@attribute steel=S numeric
@attribute steel=W numeric
@attribute steel=V numeric
@attribute carbon numeric
@attribute hardness numeric
@attribute temper_rolling=T numeric
@attribute condition=- numeric
@attribute condition=S numeric
@attribute condition=A numeric
@attribute condition=X numeric
@attribute formability=- numeric
@attribute formability=1 numeric
@attribute formability=2 numeric
@attribute formability=3 numeric
@attribute formability=4 numeric
@attribute formability=5 numeric
@attribute strength numeric
@attribute non-ageing=N numeric
@attribute surface-finish=- numeric
@attribute surface-finish=P numeric
@attribute surface-finish=M numeric
@attribute surface-quality=- numeric
@attribute surface-quality=D numeric
@attribute surface-quality=E numeric
@attribute surface-quality=F numeric
@attribute surface-quality=G numeric
@attribute enamelability=- numeric
@attribute enamelability=1 numeric
@attribute enamelability=2 numeric
@attribute enamelability=3 numeric
@attribute enamelability=4 numeric
@attribute enamelability=5 numeric
@attribute bc=Y numeric
@attribute bf=Y numeric
@attribute bt=Y numeric
@attribute bw/me=- numeric
@attribute bw/me=B numeric
@attribute bw/me=M numeric
@attribute bl=Y numeric
@attribute m=Y numeric
@attribute chrom=C numeric
@attribute phos=P numeric
@attribute cbond=Y numeric
@attribute marvi=Y numeric
@attribute exptl=Y numeric
@attribute ferro=Y numeric
@attribute corr=Y numeric
@attribute blue/bright/varn/clean=- numeric
@attribute blue/bright/varn/clean=B numeric
@attribute blue/bright/varn/clean=R numeric
@attribute blue/bright/varn/clean=V numeric
@attribute blue/bright/varn/clean=C numeric
@attribute lustre=Y numeric
@attribute jurofm=Y numeric
@attribute s=Y numeric
@attribute p=Y numeric
@attribute shape=SHEET numeric
@attribute thick numeric
@attribute width numeric
@attribute len numeric
@attribute oil=- numeric
@attribute oil=Y numeric
@attribute oil=N numeric
@attribute bore=0 numeric
@attribute bore=500 numeric
@attribute bore=600 numeric
@attribute bore=760 numeric
@attribute packing=- numeric
@attribute packing=1 numeric
@attribute packing=2 numeric
@attribute packing=3 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute NewNumeric10 numeric
@attribute NewNumeric11 numeric
@attribute NewNumeric12 numeric
@attribute NewNumeric13 numeric
@attribute NewNumeric14 numeric
@attribute NewNumeric15 numeric
@attribute NewNumeric16 numeric
@attribute NewNumeric17 numeric
@attribute class {1,2,3,4,5,U}

@data
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.787234,0.865574,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.573147,0.040067,0.450712,0.152724,0.085129,0.280602,0.131537,0.052286,0.979528,0.598899,0.314537,0.572153,0.842712,0.788462,0.718463,0.973792,0.692324,0.923901,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.787234,0.4,0.204918,?,?,?,1,0,0,0,?,?,?,?,0.921193,0.076405,0.08849,0.650187,0.727481,0.35881,0.64287,0.351299,0.151525,0.452211,0.333456,0.745038,0.655664,0.834843,0.972798,0.564043,0.722744,0.919561,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.12234,0.865639,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.974515,0.218903,0.696314,0.488768,0.806252,0.518076,0.199464,0.940558,0.040074,0.652265,0.577783,0.297424,0.130301,0.256519,0.450964,0.464838,0.433823,0.240997,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,1,0,?,?,?,?,?,?,?,0,?,0,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.095745,0.4,1,?,?,?,1,0,0,0,?,?,?,?,0.835146,0.744075,0.058848,0.916559,0.849942,0.575551,0.095789,0.66245,0.340346,0.109945,0.702256,0.475362,0.205251,0.460387,0.94362,0.69988,0.443273,0.281624,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,0,0,0.928571,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0.202128,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.069543,0.394611,0.134461,0.08097,0.509999,0.017248,0.022099,0.404186,0.673226,0.948869,0.941388,0.566306,0.816277,0.763577,0.845812,0.435897,0.84833,0.279934,3
?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,?,0,0.588235,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.787234,0.865574,0,?,?,?,1,0,0,0,?,?,?,?,0.964698,0.387992,0.713428,0.990575,0.769563,0.409803,0.611327,0.889793,0.254376,0.327997,0.978813,0.232471,0.029309,0.808505,0.890311,0.63169,0.006909,0.484299,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.12234,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.366703,0.030112,0.73173,0.321208,0.080111,0.219627,0.973943,0.343866,0.164389,0.685387,0.197851,0.48684,0.886303,0.551486,0.803689,0.685375,0.020845,0.312713,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.148936,0.4,1,?,?,?,1,0,0,0,?,?,?,?,0.835647,0.458958,0.330115,0.295811,0.419161,0.333076,0.058601,0.895894,0.440438,0.587619,0.003983,0.610208,0.465536,0.671027,0.244362,0.871522,0.093915,0.684447,U
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.361968,0.544262,0.180533,?,?,?,1,0,0,0,?,?,?,?,0.654135,0.335248,0.066824,0.093141,0.944803,0.133982,0.493501,0.943965,0.103749,0.253787,0.24497,0.020336,0.470227,0.873813,0.629359,0.048526,0.750019,0.880649,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,0,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.12234,0.399934,1,?,?,?,1,0,0,0,?,?,?,?,0.221275,0.34982,0.798912,0.456647,0.943193,0.605793,0.971106,0.730606,0.427886,0.355109,0.295242,0.506752,0.539813,0.768038,0.337667,0.813313,0.361668,0.25545,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.705882,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.095745,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.320308,0.68175,0.584031,0.128612,0.487431,0.878548,0.273378,0.192131,0.198135,0.008821,0.247887,0.771514,0.97862,0.706797,0.516393,0.7637,0.701412,0.693334,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.529412,?,0,1,0,0,?,?,?,?,?,?,0,?,?,?,?,0,1,0,0,0,?,?,?,?,?,?,?,?,?,0,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.361702,0.4,1,?,?,?,1,0,0,0,?,?,?,?,0.139739,0.044835,0.917138,0.501208,0.217927,0.308087,0.685215,0.645215,0.073473,0.703921,0.452957,0.630056,0.471848,0.338147,0.488331,0.404799,0.137618,0.29575,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,0,0.148936,0.032787,0,?,?,?,1,0,0,0,?,?,?,?,0.181622,0.559857,0.803742,0.108881,0.935853,0.256425,0.00273,0.067399,0.053839,0.760462,0.641171,0.867895,0.816816,0.920938,0.945751,0.189402,0.452815,0.611596,5
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.148936,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.936473,0.320286,0.634554,0.766735,0.996275,0.516428,0.25584,0.937273,0.294146,0.455486,0.31655,0.787416,0.649423,0.742443,0.548378,0.225984,0.072626,0.111854,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,1,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.122074,0.4,0.081967,?,?,?,1,0,0,0,?,?,?,?,0.525091,0.442704,0.82073,0.847007,0.472846,0.897302,0.9801,0.728246,0.363213,0.097642,0.432525,0.161245,0.455938,0.999053,0.759623,0.912597,0.214009,0.186073,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.787234,0.865574,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.189544,0.450849,0.382361,0.268026,0.621269,0.044441,0.692377,0.928761,0.494082,0.627237,0.479144,0.210083,0.896081,0.146981,0.243624,0.57953,0.254336,0.923279,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.787234,0.8,0,0,1,0,1,0,0,0,?,?,?,?,0.297927,0.702932,0.566435,0.712922,0.627281,0.620658,0.653916,0.701005,0.338904,0.115448,0.602707,0.496609,0.145213,0.196236,0.59866,0.645144,0.601989,0.376286,U
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.255319,0.219672,0.12541,?,?,?,1,0,0,0,?,?,?,?,0.352678,0.982655,0.468632,0.692915,0.022711,0.616469,0.000451,0.127286,0.356515,0.270266,0.805342,0.254602,0.815127,0.486346,0.765807,0.633036,0.832024,0.018346,5
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0.085714,0,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.255319,0.8,0,?,?,?,1,0,0,0,?,?,?,?,0.755667,0.410512,0.113224,0.694175,0.479422,0.703973,0.543441,0.144203,0.807035,0.490045,0.38551,0.713377,0.211061,0.752931,0.973747,0.067942,0.607532,0.134704,3
?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,0.714286,?,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,1,0,0,0,?,?,?,?,1,0.468085,0.399934,1,?,?,?,1,0,0,0,?,?,?,?,0.883643,0.14668,0.52765,0.49834,0.138244,0.198908,0.613581,0.273363,0.691432,0.479238,0.789237,0.819672,0.607067,0.454797,0.363221,0.993947,0.412329,0.977428,2
?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,?,0,0.588235,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.096011,0.865574,0,?,?,?,1,0,0,0,?,?,?,?,0.416691,0.431629,0.756633,0.122998,0.843585,0.674003,0.044717,0.74589,0.094246,0.12387,0.857144,0.368041,0.705792,0.394458,0.482726,0.951291,0.800141,0.50609,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,0,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.042553,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.094985,0.905056,0.171724,0.796348,0.983127,0.476981,0.053794,0.536368,0.706965,0.463616,0.938317,0.720607,0.028123,0.221654,0.118499,0.344959,0.349578,0.37421,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.361702,0.8,0.12541,?,?,?,1,0,0,0,?,?,?,?,0.863285,0.745513,0.725819,0.144328,0.377534,0.08001,0.334076,0.698672,0.72339,0.768247,0.566136,0.899744,0.142401,0.878581,0.577976,0.455206,0.885783,0.764513,5
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,0,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.095745,0.399344,0,?,?,?,1,0,0,0,?,?,?,?,0.109577,0.448076,0.311484,0.841484,0.332241,0.133639,0.071343,0.587601,0.405314,0.081985,0.873884,0.073073,0.084208,0.924079,0.700788,0.921059,0.574873,0.565698,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,1,0,0,1,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.468085,0.655738,1,?,?,?,1,0,0,0,?,?,?,?,0.7781,0.29945,0.143015,0.449584,0.510356,0.454924,0.946004,0.491133,0.968828,0.121361,0.892863,0.097424,0.181826,0.787358,0.842537,0.494838,0.955453,0.888693,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,0,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,0,1,0,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.12234,0.399934,0.12541,?,?,?,1,0,0,0,?,?,?,?,0.105219,0.191118,0.084224,0.959302,0.373368,0.662393,0.081055,0.650937,0.793295,0.160165,0.499673,0.453592,0.637764,0.753068,0.634475,0.668933,0.784923,0.788196,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0.714286,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.361702,0.399934,0,?,?,?,1,0,0,0,?,?,?,?,0.609707,0.031757,0.279463,0.657466,0.179215,0.323714,0.6227,0.95452,0.514633,0.896639,0.442103,0.271273,0.425148,0.100248,0.940434,0.443848,0.142499,0.360964,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,1,0,?,?,?,?,?,?,?,0,?,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.095745,0.4,1,?,?,?,1,0,0,0,?,?,?,?,0.490533,0.958411,0.959817,0.690335,0.742544,0.927391,0.436488,0.909898,0.243119,0.239021,0.407787,0.226358,0.344118,0.617428,0.537733,0.895303,0.644562,0.789102,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,0,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.096011,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.422078,0.908332,0.238381,0.985714,0.620247,0.67781,0.709402,0.110005,0.807646,0.259866,0.042463,0.481468,0.90564,0.332595,0.271168,0.242566,0.942756,0.865911,3
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.095745,0.8,0.155943,?,?,?,1,0,0,0,?,?,?,?,0.768652,0.084512,0.379798,0.764651,0.060281,0.571712,0.962942,0.834518,0.640755,0.129331,0.664669,0.954245,0.229524,0.945706,0.851549,0.082791,0.146174,0.643399,5
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.941176,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.069149,0.019016,0,?,?,?,1,0,0,0,?,?,?,?,0.800231,0.940469,0.934734,0.526735,0.869996,0.800275,0.702559,0.874542,0.202234,0.842953,0.853359,0.533545,0.474148,0.17689,0.878796,0.177897,0.14395,0.961851,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.361702,0.4,1,?,?,?,1,0,0,0,?,?,?,?,0.615718,0.614544,0.227633,0.26922,0.451728,0.6688,0.206501,0.082209,0.917246,0.788742,0.249728,0.24647,0.7748,0.167484,0.803533,0.330267,0.414765,0.228833,3
?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,?,0,0,?,0,0,1,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.12234,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.157883,0.179929,0.637089,0.51518,0.20119,0.698445,0.547203,0.602281,0.6547,0.258114,0.66316,0.212492,0.026226,0.643773,0.342815,0.208448,0.159422,0.201621,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.042553,0.865574,1,0,0,1,1,0,0,0,?,?,?,?,0.127935,0.64071,0.526802,0.023625,0.554341,0.712173,0.048695,0.623905,0.17261,0.579812,0.705366,0.736151,0.576512,0.803139,0.730674,0.559189,0.049148,0.065277,3
0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,0,0,?,0,0,1,0,0,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,0,0.14867,0.163869,0,?,?,?,1,0,0,0,?,?,?,?,0.422863,0.621849,0.388616,0.457028,0.44026,0.679119,0.925371,0.763684,0.542697,0.658227,0.701434,0.396586,0.430527,0.665597,0.211054,0.720999,0.566147,0.488714,5
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,1,0,?,?,?,?,?,?,?,0,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.122074,0.340328,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.273981,0.075282,0.018227,0.739211,0.193388,0.144972,0.684954,0.650084,0.872449,0.918329,0.999532,0.128128,0.521873,0.885138,0.421364,0.218251,0.547749,0.861447,3
?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,?,0,0,?,0,1,0,0,0,1,0,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.042553,0.8,0.854508,?,?,?,1,0,0,0,?,?,?,?,0.862132,0.786873,0.332287,0.877375,0.993909,0.785932,0.079181,0.795952,0.158631,0.417534,0.183692,0.26719,0.085381,0.997412,0.024054,0.023405,0.808133,0.670618,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0.12234,0.865574,0,?,?,?,1,0,0,0,?,?,?,?,0.328781,0.82921,0.679685,0.002606,0.238625,0.143602,0.469952,0.620827,0.524167,0.677525,0.200571,0.410678,0.934061,0.634099,0.829366,0.715765,0.481774,0.156076,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.705882,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0.095745,0.032787,0,?,?,?,1,0,0,0,?,?,?,?,0.750698,0.50098,0.329573,0.738146,0.448168,0.909352,0.670179,0.296052,0.555907,0.44136,0.358805,0.812168,0.254088,0.028558,0.125902,0.704213,0.343671,0.493315,3
?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,?,0,0,?,0,1,0,0,0,1,0,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.122074,0.852459,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.460196,0.440698,0.817249,0.496603,0.144745,0.288693,0.79406,0.539901,0.822682,0.476523,0.319007,0.384377,0.32141,0.919319,0.36107,0.212468,0.849003,0.890866,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.7875,0.865574,1,?,?,?,1,0,0,0,?,?,?,?,0.687282,0.04478,0.28248,0.277074,0.795749,0.376855,0.79085,0.271595,0.713026,0.954382,0.037282,0.208289,0.709369,0.802629,0.258257,0.22071,0.988544,0.06915,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.12234,0.4,1,?,?,?,1,0,0,0,?,?,?,?,0.69193,0.67953,0.082426,0.149724,0.323682,0.081774,0.972489,0.154931,0.494808,0.150281,0.582037,0.627141,0.196931,0.046164,0.942224,0.717071,0.468219,0.608972,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0.7875,0.099672,0,?,?,?,1,0,0,0,?,?,?,?,0.614522,0.403637,0.245483,0.125774,0.696154,0.734086,0.514645,0.114977,0.422907,0.864022,0.442831,0.461903,0.753512,0.134392,0.392315,0.714832,0.83718,0.944943,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0.114286,0,?,0,1,0,0,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.122074,0.013115,0,?,?,?,1,0,0,0,?,?,?,?,0.173939,0.540622,0.648534,0.090341,0.798661,0.997511,0.102372,0.31403,0.966951,0.273512,0.473903,0.886571,0.923887,0.831639,0.231498,0.642647,0.357303,0.235464,3
