@relation titanic-train-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute passengerId numeric
@attribute pclass=1 numeric
@attribute pclass=2 numeric
@attribute pclass=3 numeric
@attribute sex=female numeric
@attribute age numeric
@attribute sibsp numeric
@attribute parch numeric
@attribute fare numeric
@attribute embarked=C numeric
@attribute embarked=Q numeric
@attribute embarked=S numeric
@attribute survival {0,1}

@data
0.424719,0,0,1,0,0.246042,0,0,0.007832,1,0,0,0
0.425843,0,0,1,0,0.233476,0,0,0.015176,0,0,1,0
0.426966,1,0,0,1,0.522493,0,0,0.444099,1,0,0,1
0.42809,0,0,1,1,0.007288,0,0.333333,0.030726,1,0,0,1
0.429213,0,0,1,0,0.396833,0,0,0.015469,0,0,1,0
0.430337,1,0,0,1,0.434531,0.125,0,0.101497,0,0,1,1
0.431461,0,0,1,0,?,0,0,0.015412,0,0,1,0
0.432584,0,1,0,0,0.22091,0,0,0.143462,0,0,1,0
0.433708,0,0,1,0,0.007288,0.625,0.333333,0.091543,0,0,1,0
0.434831,0,1,0,1,0.447097,0,0,0.025374,0,0,1,1
0.435955,0,0,1,0,?,0,0,0.015086,0,1,0,0
0.437079,0,1,0,1,0.208344,0,0,0.023422,1,0,0,1
0.438202,1,0,0,0,0.447097,0.125,0.333333,0.234224,0,0,1,1
0.439326,0,0,1,0,0.258608,0,0,0.015216,0,0,1,0
0.440449,0,0,1,0,0.346569,0.25,0,0.015469,0,0,1,0
0.441573,1,0,0,1,0.28374,0.125,0,0.221098,1,0,0,1
0.442697,0,0,1,1,0.296306,0,0.333333,0.032596,0,0,1,1
0.44382,0,0,1,0,0.271174,0,0,0.015216,0,0,1,0
0.444944,0,0,1,1,0.384267,0,0,0.01533,0,0,1,0
0.446067,0,1,0,0,0.572757,0,0,0.050749,0,0,1,0
0.447191,0,1,0,0,0.28374,0,0,0.020495,0,0,1,0
0.448315,0,1,0,1,0.346569,0,0,0.024691,0,0,1,1
0.449438,0,0,1,0,0.484795,0,0,0.015469,0,0,1,0
0.450562,0,0,1,0,0.321438,0,0,0.015713,0,0,1,0
0.451685,0,0,1,1,0.258608,0.125,0,0.019177,0,0,1,1
0.452809,0,0,1,0,0.346569,0.125,0,0.030937,0,0,1,0
0.453933,0,0,1,1,0.246042,0,0,0.016908,0,0,1,0
0.455056,0,1,0,0,0.421965,0.125,0,0.040989,0,0,1,0
0.45618,0,0,1,0,0.635587,0,0,0.015127,0,0,1,0
0.457303,0,1,0,0,0.03242,0.125,0.166667,0.036598,0,0,1,1
0.458427,0,0,1,0,0.258608,0,0,0.015176,0,0,1,0
0.459551,0,0,1,1,?,0.375,0.166667,0.049708,0,0,1,0
0.460674,0,0,1,0,?,0,0,0.015412,0,0,1,0
0.461798,0,0,1,0,?,0,0,0.013387,0,1,0,0
0.462921,1,0,0,1,0.409399,0.125,0,0.175668,0,1,0,1
0.464045,0,1,0,0,?,0,0,0,0,0,1,0
0.465169,0,0,1,0,0.547625,0,0,0.015469,0,0,1,0
0.466292,0,0,1,1,?,0,0,0.015713,0,0,1,0
0.467416,0,1,0,1,0.421965,0.125,0.166667,0.063436,0,0,1,1
0.468539,0,1,0,1,0.22091,0,0.333333,0.025374,0,0,1,1
0.469663,0,1,0,0,0.371701,0,0,0.025374,0,0,1,0
0.470787,0,0,1,1,0.120382,0,0.333333,0.047138,0,0,1,0
0.47191,0,0,1,0,?,0,0,0.015412,1,0,0,0
0.473034,0,0,1,0,0.258608,0,0,0.015094,0,1,0,0
0.474157,0,0,1,0,0.359135,0,0,0.015371,0,0,1,0
0.475281,0,0,1,1,0.346569,0.125,0.166667,0.028107,0,0,1,1
0.476404,0,0,1,0,0.22091,0.125,0.166667,0.039452,0,0,1,0
0.477528,0,0,1,0,?,0,0,0.014151,0,0,1,0
0.478652,0,1,0,1,0.346569,0.125,0,0.050749,0,0,1,1
0.479775,0,1,0,1,0.233476,0,0,0.050749,0,0,1,1
0.480899,0,0,1,0,?,0,0,0.015127,0,1,0,0
0.482022,0,0,1,0,0.396833,0,0,0.015713,0,0,1,0
0.483146,1,0,0,0,0.346569,0,0,0.051822,0,0,1,1
0.48427,0,0,1,1,?,0.125,0,0.031425,0,0,1,1
0.485393,0,1,0,1,0.522493,0.125,0,0.050749,0,0,1,1
0.486517,0,0,1,0,0.208344,0,0,0.013907,0,0,1,0
0.48764,1,0,0,0,0.623021,0.125,0,0.10911,0,0,1,0
0.488764,1,0,0,1,0.170646,0.125,0.333333,0.234224,0,0,1,1
0.489888,0,0,1,1,0.258608,0.25,0.333333,0.067096,0,0,1,0
0.491011,0,1,0,1,0.296306,0.25,0.5,0.036598,0,0,1,1
0.492135,1,0,0,0,0.798944,0.125,0.666667,0.513342,0,0,1,0
0.493258,0,1,0,0,0.384267,0,0,0.020495,0,0,1,0
0.494382,0,1,0,1,0.560191,0.125,0.166667,0.051237,0,0,1,1
0.495506,0,0,1,0,0.246042,0,0,0.018543,0,0,1,0
0.496629,0,0,1,0,0.308872,0.125,0,0.015176,0,0,1,0
0.497753,0,1,0,1,0.346569,0,0,0.025374,0,0,1,1
0.498876,0,0,1,0,?,0,0,0.015835,0,0,1,0
0.5,1,0,0,0,0.044986,0,0.333333,0.159777,0,0,1,0
0.501124,0,1,0,1,0.15808,0,0.166667,0.038061,0,0,1,1
0.502247,1,0,0,0,0.421965,0,0,0.051822,0,0,1,1
0.503371,0,0,1,1,0.057552,0.25,0.166667,0.03759,1,0,0,1
0.504494,1,0,0,0,0.648153,0,0,0.059532,0,0,1,1
0.505618,0,1,0,0,0.447097,0.125,0.333333,0.054164,0,0,1,0
0.506742,0,0,1,0,?,0.125,0,0.038972,0,0,1,0
0.507865,1,0,0,0,0.371701,0,0,0.054164,1,0,0,1
0.508989,1,0,0,0,0.610455,0.125,0,0.17392,1,0,0,1
0.510112,0,0,1,0,?,0,0,0.015713,0,0,1,0
0.511236,0,0,1,0,0.359135,0,0,0.015412,1,0,0,0
0.51236,1,0,0,0,0.81151,0,0,0.051822,0,0,1,0
0.513483,1,0,0,1,?,0.125,0,0.101229,0,0,1,1
0.514607,0,1,0,1,0.623021,0,0,0.020495,0,0,1,1
0.51573,0,0,1,0,?,0,0,0.015127,0,1,0,0
0.516854,1,0,0,0,0.597889,0,0,0.051822,0,0,1,1
0.517978,0,0,1,0,0.421965,0,0,0.015713,0,0,1,0
0.519101,1,0,0,0,0.585323,0,0,0.075147,0,0,1,0
0.520225,0,1,0,0,0.597889,0,0,0.025374,0,0,1,0
0.521348,0,0,1,0,?,0,0,0.015713,0,0,1,0
0.522472,0,0,1,0,0.472229,0,0,0.013761,0,0,1,0
0.523596,0,1,0,0,?,0,0,0,0,0,1,0
0.524719,1,0,0,0,0.698417,0,0,0.051822,0,0,1,0
0.525843,0,0,1,0,?,0,0,0.015078,0,1,0,0
0.526966,0,0,1,1,0.004147,0.25,0.166667,0.03759,1,0,0,1
0.52809,0,0,1,0,?,0,0,0.014151,0,0,1,0
0.529213,0,0,1,0,0.472229,0,0,0.016908,0,0,1,0
0.530337,0,1,0,1,0.409399,0.125,0.333333,0.054164,0,0,1,1
0.531461,0,1,0,1,0.28374,0,0,0.02692,1,0,0,1
0.532584,0,0,1,1,0.271174,0,0,0.019202,0,0,1,0
0.533708,1,0,0,0,?,0,0,0.101497,0,0,1,0
0.534831,0,1,0,0,0.421965,0.125,0,0.040989,0,0,1,0
0.535955,0,0,1,0,0.359135,0.125,0,0.013752,0,0,1,0
0.537079,0,0,1,0,0.271174,0,0,0.01468,0,0,1,0
0.538202,0,0,1,1,0.019854,0,0.166667,0.023984,0,0,1,1
0.539326,0,0,1,0,0.107816,0.625,0.333333,0.091543,0,0,1,0
0.540449,0,1,0,0,?,0,0,0,0,0,1,0
0.541573,0,0,1,0,0.623021,0,0,0.015713,0,0,1,0
0.542697,0,0,1,1,0.786378,0,0,0.018714,0,0,1,0
0.54382,1,0,0,0,0.308872,0.125,0,0.177775,1,0,0,1
0.544944,0,0,1,1,?,0.375,0.166667,0.049708,0,0,1,0
0.546067,1,0,0,1,0.434531,0.125,0,0.175668,0,0,1,1
0.547191,1,0,0,0,0.723549,0,0,0.057971,1,0,0,0
0.548315,0,0,1,0,0.371701,0,0,0.015713,0,0,1,0
0.549438,0,0,1,0,0.107816,0.125,0.166667,0.031035,0,0,1,1
0.550562,0,0,1,0,?,0.125,0,0.038972,0,0,1,0
0.551685,0,0,1,0,0.258608,0,0,0.014151,0,0,1,0
0.552809,1,0,0,0,0.685851,0,0,0.059532,0,0,1,0
0.553933,1,0,0,0,0.886906,0,0,0.096626,1,0,0,0
0.555056,0,0,1,0,0.258608,0,0,0.015713,0,0,1,0
0.55618,0,0,1,0,?,0,0,0.028221,1,0,0,0
0.557303,1,0,0,1,0.673285,0.125,0,0.152766,1,0,0,1
0.558427,0,0,1,0,?,0,0,0.029473,0,0,1,0
0.559551,1,0,0,1,0.308872,0.125,0.333333,0.295806,0,0,1,1
0.560674,0,0,1,0,0.296306,0,0,0.015216,0,0,1,0
0.561798,0,0,1,0,0.208344,0,0,0.016908,0,0,1,0
0.562921,0,0,1,1,0.258608,0,0,0.015127,0,1,0,1
0.564045,0,0,1,1,?,0,0,0.014891,0,1,0,1
0.565169,0,0,1,1,0.459663,0,0,0.018714,0,0,1,0
0.566292,1,0,0,1,0.195778,0,0,0.168837,0,0,1,1
0.567416,1,0,0,0,0.22091,0.125,0,0.212559,1,0,0,0
0.568539,0,1,0,1,0.409399,0,0.333333,0.050749,0,0,1,1
0.569663,1,0,0,0,?,0,0,0.051822,0,0,1,1
0.570787,0,0,1,0,0.346569,0,0,0.043966,0,0,1,0
0.57191,0,0,1,0,0.321438,0,0,0.110272,0,0,1,0
0.573034,0,0,1,0,0.359135,0,0,0.015127,0,1,0,0
0.574157,0,0,1,0,?,0,0,0.015713,0,0,1,0
0.575281,1,0,0,0,0.447097,0,0,0.05131,0,0,1,1
0.576404,1,0,0,1,0.673285,0.125,0,0.115941,1,0,0,1
0.577528,0,0,1,0,0.296306,0,0,0.014631,0,0,1,0
0.578652,1,0,0,0,0.585323,0,0,0.066404,0,0,1,0
0.579775,0,1,0,1,0.421965,0,0,0.020495,0,0,1,1
0.580899,0,0,1,0,?,0,0,0.047138,0,1,0,0
0.582022,0,1,0,1,0.447097,0.125,0,0.050749,0,0,1,1
0.583146,0,0,1,0,0.396833,0,0,0.015412,0,0,1,0
0.58427,1,0,0,1,0.371701,0,0,0.1825,0,0,1,1
0.585393,0,0,1,0,0.271174,0,0,0.015412,0,0,1,0
0.586517,0,0,1,0,?,0,0,0.014102,1,0,0,0
0.58764,1,0,0,1,0.547625,0,0.166667,0.113168,1,0,0,1
0.588764,0,0,1,0,?,0,0,0.01411,1,0,0,0
0.589888,0,0,1,0,0.503644,0,0,0.015127,0,1,0,0
0.591011,0,1,0,1,0.623021,0,0,0.020495,0,0,1,1
0.592135,1,0,0,0,?,0,0,0.432884,0,0,1,0
0.593258,0,0,1,0,0.484795,0,0,0.015469,0,0,1,0
0.594382,0,1,0,0,0.28374,0.25,0.166667,0.022447,0,0,1,0
0.595506,0,1,0,1,0.019854,0.125,0.166667,0.050749,0,0,1,1
0.596629,0,0,1,0,?,0,0,0.01411,1,0,0,0
0.597753,0,0,1,0,0.208344,0.125,0.166667,0.01411,1,0,0,0
0.598876,0,0,1,1,?,0,0.333333,0.04364,1,0,0,1
0.6,0,0,1,1,0.371701,0,0,0.016908,0,0,1,0
0.601124,0,1,0,1,0.082684,0,0.333333,0.051237,0,0,1,1
0.602247,1,0,0,0,0.560191,0,0,0.051822,0,0,1,1
0.603371,1,0,0,1,0.371701,0,0,0.207728,1,0,0,1
0.604494,0,0,1,0,?,0,0,0.028302,0,0,1,0
0.605618,1,0,0,1,0.271174,0,0.333333,0.096618,1,0,0,1
0.606742,1,0,0,1,0.447097,0,0.333333,0.138583,0,0,1,1
0.607865,0,0,1,1,0.107816,0.5,0.333333,0.061045,0,0,1,0
0.608989,0,0,1,1,0.132948,0.5,0.333333,0.061045,0,0,1,0
0.610112,0,1,0,0,0.396833,0.125,0,0.050749,0,0,1,0
0.611236,1,0,0,0,0.623021,0.125,0,0.207728,1,0,0,0
0.61236,1,0,0,0,0.798944,0,0,0.050749,0,0,1,0
0.613483,0,1,0,1,0.233476,0.125,0,0.050749,0,0,1,1
0.614607,0,1,0,0,?,0,0,0.027058,1,0,0,0
0.61573,0,0,1,0,0.409399,0.125,0.166667,0.040062,0,0,1,0
0.616854,0,1,0,0,0.09525,0.125,0.166667,0.071731,0,0,1,1
0.617978,1,0,0,0,0.208344,0,0.333333,0.21643,1,0,0,0
0.619101,0,1,0,0,0.334004,0,0,0.050749,0,0,1,0
0.620225,0,0,1,0,?,0,0,0.015282,0,1,0,0
0.621348,0,0,1,0,0.271174,0,0,0.014102,1,0,0,0
0.622472,0,0,1,1,0.271174,0,0,0.015176,0,0,1,0
0.623596,1,0,0,0,0.773813,0,0,0.051822,0,0,1,0
0.624719,1,0,0,1,0.597889,0.125,0,0.077294,1,0,0,1
0.625843,1,0,0,0,?,0,0,0.444099,1,0,0,0
0.626966,1,0,0,1,0.484795,0.125,0.166667,0.155466,0,0,1,1
0.62809,0,0,1,1,0.447097,0.125,0,0.033963,0,0,1,1
0.629213,0,0,1,0,?,0,0,0.015127,0,1,0,0
0.630337,0,0,1,0,0.497361,0,0,0.015412,0,0,1,0
0.631461,0,1,0,0,0.346569,0,0,0.02635,0,0,1,0
0.632584,0,0,1,0,?,0,0,0.015713,0,0,1,0
0.633708,0,0,1,1,?,0,0,0.015713,0,0,1,0
0.634831,0,0,1,0,0.296306,0.25,0,0.047138,0,0,1,0
0.635955,0,0,1,0,0.233476,0,0,0.015412,0,0,1,0
0.637079,0,0,1,1,0.359135,0,0.666667,0.041136,0,0,1,0
0.638202,0,0,1,0,?,0,0,0.01411,1,0,0,0
0.639326,0,0,1,0,0.396833,0,0,0.01533,0,0,1,0
0.640449,0,1,0,0,0.773813,0,0,0.020495,0,0,1,0
0.641573,1,0,0,1,0.660719,0.25,0,0.100481,0,0,1,1
0.642697,1,0,0,0,0.447097,0,0,0.051505,0,0,1,1
0.64382,0,0,1,1,?,0,0,0.015127,0,1,0,1
0.644944,0,0,1,0,0.195778,0,0,0.015713,0,0,1,0
0.646067,0,0,1,0,0.233476,0,0,0.028302,0,0,1,0
0.647191,0,1,0,1,0.421965,0,0,0.025374,0,0,1,1
0.648315,1,0,0,1,0.484795,0.125,0,0.10911,0,0,1,1
0.649438,0,0,1,1,?,0.125,0,0.028221,1,0,0,1
0.650562,0,0,1,0,0.396833,0,0,0.015469,0,0,1,0
0.651685,0,1,0,1,0.308872,0.125,0.166667,0.058556,0,0,1,1
0.652809,1,0,0,1,0.484795,0.125,0.166667,0.21643,1,0,0,1
0.653933,0,1,0,0,0.673285,0,0,0.050749,0,0,1,0
0.655056,1,0,0,0,0.447097,0,0,0.078319,1,0,0,0
0.65618,0,0,1,0,?,0,0,0.017006,1,0,0,0
0.657303,1,0,0,1,0.22091,0,0.333333,0.155466,0,0,1,1
0.658427,0,1,0,0,0.585323,0,0,0.029278,0,0,1,0
0.659551,1,0,0,0,0.748681,0.125,0.166667,0.154588,1,0,0,1
0.660674,0,0,1,0,0.271174,0,0,0.015713,0,0,1,0
0.661798,0,0,1,0,?,0,0,0.015713,0,0,1,0
0.662921,0,0,1,0,0.434531,0,0,0.013907,0,0,1,0
0.664045,1,0,0,1,0.648153,0.125,0,0.152766,1,0,0,1
0.665169,0,0,1,0,0.585323,0,0,0.014151,0,0,1,0
0.666292,0,0,1,1,?,0,0.333333,0.015127,0,1,0,1
0.667416,0,1,0,0,0.459663,0.125,0,0.050749,0,0,1,0
0.668539,0,0,1,0,0.447097,0.125,0.166667,0.047138,0,0,1,0
0.669663,0,1,0,1,?,0,0,0.064412,0,0,1,1
0.670787,0,0,1,0,0.610455,0,0,0,0,0,1,0
0.67191,0,0,1,0,?,0,0,0.014102,1,0,0,0
0.673034,1,0,0,0,0.610455,0.125,0,0.111118,1,0,0,1
0.674157,0,1,0,1,0.296306,0.25,0.166667,0.0527,0,0,1,1
0.675281,0,0,1,0,?,0,0,0.015412,0,0,1,0
0.676404,1,0,0,0,?,0,0,0.082759,0,0,1,0
0.677528,0,0,1,0,0.547625,0,0,0.015713,0,0,1,0
0.678652,1,0,0,0,0.434531,0,0,0.051822,1,0,0,1
0.679775,0,0,1,0,0.447097,0.125,0,0.030352,0,0,1,0
0.680899,0,0,1,0,0.371701,0,0,0.015412,0,0,1,0
0.682022,1,0,0,0,0.334004,0,0,0.059532,0,0,1,1
0.683146,0,1,0,1,0.271174,0.125,0.333333,0.081157,1,0,0,1
0.68427,1,0,0,1,0.497361,0,0,0.299539,0,0,1,1
0.685393,0,0,1,1,0.484795,0.125,0.833333,0.061045,0,0,1,0
0.686517,0,0,1,0,?,0,0,0.013761,0,0,1,0
0.68764,0,0,1,1,?,0.125,0,0.030254,0,1,0,1
0.688764,0,0,1,0,?,0,0,0.015127,0,1,0,0
0.689888,0,0,1,0,0.434531,0,0,0.015713,0,0,1,0
0.691011,0,1,0,1,0.296306,0.125,0.333333,0.126872,0,0,1,1
0.692135,0,0,1,0,0.421965,0.125,0.166667,0.028107,0,0,1,0
0.693258,0,0,1,1,0.321438,0.125,0,0.031425,0,0,1,0
0.694382,0,1,0,1,0.044986,0.25,0.166667,0.076123,0,0,1,1
0.695506,0,1,0,0,0.321438,0,0,0.020495,0,0,1,0
0.696629,0,0,1,0,0.334004,0.125,0,0.028213,1,0,0,0
0.697753,1,0,0,0,0.522493,0.125,0,0.102579,0,0,1,1
0.698876,0,0,1,0,0.246042,0.125,0.166667,0.030726,1,0,0,0
0.7,0,0,1,0,0.258608,0,0,0.01533,0,0,1,0
0.701124,0,0,1,0,0.258608,0,0,0.031425,0,0,1,0
0.702247,1,0,0,0,0.761247,0,0,0.063086,0,0,1,0
0.703371,0,1,0,0,0.710983,0,0,0.024106,0,1,0,0
0.704494,1,0,0,1,0.258608,0,0,0.152164,0,0,1,1
0.705618,0,0,1,0,0.321438,0,0,0.015412,0,0,1,0
0.706742,0,0,1,0,?,0,0,0.015094,0,1,0,0
0.707865,1,0,0,0,1,0,0,0.058556,0,0,1,0
0.708989,0,0,1,0,0.635587,0,0,0.013769,0,0,1,0
0.710112,1,0,0,0,0.396833,0,0,0.059532,1,0,0,1
0.711236,1,0,0,0,?,0,0,0,0,0,1,0
0.71236,0,0,1,1,0.107816,0.375,0.333333,0.054457,0,0,1,0
0.713483,0,1,0,1,0.346569,0,0,0.025374,0,0,1,1
0.714607,0,0,1,0,0.396833,0,0,0.015469,0,0,1,0
0.71573,0,1,0,0,0.384267,0.125,0.166667,0.051237,0,0,1,0
0.716854,0,0,1,1,0.509927,0,0.833333,0.077465,0,0,1,0
0.717978,0,0,1,0,?,0.125,0,0.031425,0,0,1,0
0.719101,0,0,1,0,0.246042,0,0,0.01533,0,0,1,0
0.720225,1,0,0,1,0.296306,0,0,0.135265,1,0,0,1
0.721348,0,0,1,1,0.019854,0.375,0.333333,0.054457,0,0,1,0
0.722472,0,0,1,0,?,0,0,0.110272,0,0,1,0
0.723596,0,0,1,1,0.004147,0.25,0.166667,0.03759,1,0,0,1
0.724719,1,0,0,0,0.597889,0.125,0,0.149765,1,0,0,1
0.725843,0,0,1,0,0.233476,0,0,0.015412,0,0,1,0
0.726966,1,0,0,0,0.698417,0,0,0.069291,1,0,0,0
0.72809,0,0,1,0,?,0,0,0.014737,0,0,1,0
0.729213,0,0,1,1,0.28374,0,0,0.014737,0,0,1,0
0.730337,0,0,1,0,?,0,0,0.015412,0,0,1,0
0.731461,0,1,0,1,0.22091,0,0.166667,0.044893,0,0,1,1
0.732584,0,0,1,0,0.258608,0,0,0.016461,0,0,1,0
0.733708,0,0,1,1,?,0,0,0.015282,0,1,0,1
0.734831,0,0,1,1,0.22091,0,0,0.013175,0,1,0,1
0.735955,0,1,0,0,0.296306,0.25,0,0.143462,0,0,1,0
0.737079,0,0,1,0,?,0,0,0.015412,0,0,1,0
0.738202,0,0,1,1,0.396833,0.125,0.166667,0.030254,0,1,0,1
0.739326,0,1,0,0,0.28374,0,0,0.025374,0,0,1,0
0.740449,1,0,0,0,0.723549,0,0.333333,0.221098,1,0,0,0
0.741573,1,0,0,0,0.623021,0.25,0,0.260867,0,0,1,0
0.742697,0,0,1,0,0.497361,0,0,0.014102,1,0,0,0
0.74382,1,0,0,0,0.585323,0,0,0.049943,0,0,1,0
0.744944,0,0,1,0,0.447097,0,0,0.014631,0,0,1,0
0.746067,0,0,1,0,0.246042,0.125,0,0.015469,0,0,1,0
0.747191,0,1,0,0,0.396833,0.25,0,0.143462,0,0,1,0
0.748315,0,1,0,0,0.308872,0,0,0.025374,0,0,1,0
0.749438,0,0,1,0,?,0,0,0.015176,0,0,1,0
0.750562,0,0,1,0,0.535059,0,0,0.015713,0,0,1,0
0.751685,1,0,0,1,?,0.125,0,0.101497,0,0,1,1
0.752809,0,1,0,1,0.497361,0.125,0.166667,0.076123,0,0,1,1
0.753933,1,0,0,0,0.384267,0.125,0,0.101497,0,0,1,0
0.755056,0,1,0,0,0.87434,0,0,0.020495,0,0,1,0
0.75618,0,1,0,0,0.384267,0,0,0.025374,0,0,1,0
0.757303,0,1,0,0,?,0,0,0,0,0,1,0
0.758427,0,0,1,0,0.22091,0,0,0.015176,0,0,1,0
0.759551,0,0,1,0,0.302589,0,0,0.015713,0,0,1,0
0.760674,0,0,1,1,0.22091,0,0,0.01921,0,0,1,0
0.761798,0,0,1,1,0.535059,0.125,1,0.091543,0,0,1,0
0.762921,1,0,0,0,0.447097,0,0.166667,1,1,0,0,0
0.764045,0,0,1,1,?,0,0,0.015883,0,1,0,1
0.765169,1,0,0,0,0.334004,0,0,0.149765,1,0,0,0
0.766292,0,0,1,0,0.246042,0,0,0.018006,0,0,1,0
0.767416,0,0,1,0,0.170646,0.625,0.333333,0.091543,0,0,1,0
0.768539,0,1,0,0,0.748681,0.125,0.166667,0.076123,0,0,1,0
0.769663,0,1,0,0,0.308872,0.125,0.333333,0.081157,1,0,0,0
0.770787,0,0,1,0,0.170646,0.5,0.166667,0.077465,0,0,1,0
0.77191,0,0,1,0,0.233476,0,0,0.019852,0,0,1,0
0.773034,0,0,1,0,0.22091,0,0,0.015216,0,0,1,0
0.774157,1,0,0,1,0.183212,0,0.166667,0.412503,0,0,1,1
0.775281,1,0,0,0,0.384267,0.125,0,0.111257,0,0,1,0
0.776404,0,0,1,1,0.044986,0,0.166667,0.026188,1,0,0,1
0.777528,0,0,1,0,?,0,0,0.110272,0,0,1,0
0.778652,0,0,1,0,0.308872,0,0,0.014102,1,0,0,0
0.779775,1,0,0,0,0.748681,0,0,0.051822,0,0,1,0
0.780899,0,1,0,0,0.648153,0,0,0.02635,0,0,1,0
0.782022,0,0,1,0,0.547625,0,0,0.015713,0,0,1,0
0.783146,0,0,1,1,?,0,0,0.015094,0,1,0,1
0.78427,1,0,0,0,0.610455,0.125,0.166667,0.21643,1,0,0,0
0.785393,0,0,1,0,0.522493,0,0,0.014932,0,0,1,0
0.786517,1,0,0,1,0.22091,0.125,0,0.444099,1,0,0,1
0.78764,1,0,0,0,0.434531,0,0,0.05131,0,0,1,1
0.788764,0,0,1,1,0.22091,0,0.166667,0.028213,1,0,0,1
0.789888,0,0,1,0,0.308872,0,0,0.015111,0,1,0,0
0.791011,0,0,1,0,0.321438,0.125,0,0.01533,0,0,1,0
0.792135,0,1,0,0,0.484795,0,0,0.050749,0,0,1,0
0.793258,0,1,0,1,0.560191,0,0,0.02635,0,0,1,1
0.794382,1,0,0,0,0.522493,0,0,0.05131,0,0,1,1
0.795506,1,0,0,1,0.271174,0,0,0.295806,0,0,1,1
0.796629,0,0,1,0,?,0.125,0.166667,0.029758,1,0,0,0
0.797753,1,0,0,1,0.296306,0,0,0.096626,1,0,0,1
0.798876,1,0,0,0,?,0,0,0.051822,0,0,1,1
0.8,1,0,0,0,0.597889,0.125,0,0.101497,0,0,1,1
0.801124,0,0,1,0,0.359135,0,0,0.01851,0,0,1,0
0.802247,0,1,0,0,0.648153,0,0,0.025374,0,0,1,0
0.803371,0,0,1,0,0.233476,0,0,0.014932,0,0,1,0
0.804494,1,0,0,1,0.472229,0,0,0.444099,1,0,0,1
0.805618,0,1,0,1,0.334004,0,0,0.020495,0,0,1,1
0.806742,0,0,1,0,?,0,0,0.030254,0,1,0,0
0.807865,0,0,1,0,0.409399,0,0,0.015176,0,0,1,0
0.808989,0,1,0,1,0.070118,0,0.166667,0.064412,0,0,1,1
0.810112,0,0,1,0,0.208344,0.125,0,0.013769,0,0,1,0
0.811236,0,1,0,0,0.421965,0,0,0.025374,0,0,1,0
0.81236,0,1,0,0,0.623021,0,0,0.025374,0,0,1,0
0.813483,1,0,0,0,0.334004,0.125,0,0.103644,0,0,1,0
0.814607,0,0,1,0,0.246042,0,0,0.016908,0,0,1,0
0.81573,0,1,0,1,0.371701,0.375,0,0.040989,0,0,1,1
0.816854,0,0,1,1,?,0,0,0.015103,0,1,0,1
0.817978,0,1,0,0,0.308872,0.125,0,0.050749,0,0,1,0
0.819101,0,0,1,1,0.308872,0.125,0,0.015469,0,0,1,0
0.820225,1,0,0,1,0.359135,0,0,0.412503,0,0,1,1
0.821348,0,0,1,0,0.132948,0,0,0.036671,1,0,0,0
0.822472,0,1,0,0,?,0,0,0,0,0,1,0
0.823596,0,1,0,0,0.28374,0,0,0.025374,0,0,1,0
0.824719,0,1,0,0,0.28374,0,0,0.025374,0,0,1,0
0.825843,0,0,1,0,0.352852,0,0,0.031425,0,0,1,0
0.826966,0,0,1,1,0.597889,0.125,0.5,0.067096,0,0,1,0
0.82809,1,0,0,0,0.434531,0,0,1,1,0,0,0
0.829213,0,0,1,0,?,0,0,0.015412,0,0,1,0
0.830337,0,0,1,0,?,0,0,0.015412,0,0,1,0
0.831461,1,0,0,0,?,0,0,0.058556,0,0,1,1
0.832584,1,0,0,0,0.447097,0.125,0,0.153905,0,0,1,0
0.833708,1,0,0,1,0.258608,0.25,0.333333,0.512122,1,0,0,1
0.834831,0,0,1,0,0.296306,0.125,0,0.031425,0,0,1,0
0.835955,0,0,1,0,0.384267,0,0,0.015469,0,0,1,0
0.837079,1,0,0,0,0.87434,0.125,0.166667,0.138583,0,0,1,0
0.838202,0,0,1,0,0.195778,0.125,0.166667,0.039525,0,0,1,0
0.839326,0,1,0,1,0.371701,0,0,0.025374,0,0,1,1
0.840449,1,0,0,0,0.233476,0.125,0,0.103644,0,0,1,0
0.841573,0,0,1,0,0.384267,0,0,0.015127,0,1,0,0
0.842697,0,1,0,1,0.044986,0.125,0.166667,0.044893,0,0,1,1
0.84382,0,0,1,0,0.070118,0,0.166667,0.02435,0,0,1,1
0.844944,0,0,1,0,0.409399,0,0,0.018543,0,0,1,0
0.846067,0,0,1,0,0.28374,0,0,0.015412,0,0,1,0
0.847191,0,1,0,1,0.597889,0.125,0.333333,0.126872,0,0,1,1
0.848315,0,1,0,0,0.003141,0.125,0.166667,0.028302,0,0,1,1
0.849438,0,0,1,0,0.346569,0,0,0.015216,0,0,1,0
0.850562,0,1,0,0,0.22091,0,0,0.022447,0,0,1,0
0.851685,0,0,1,0,0.421965,0,0,0.015713,0,0,1,0
0.852809,1,0,0,1,0.409399,0,0,0.168837,0,0,1,1
0.853933,0,0,1,0,?,0,0,0.028302,0,0,1,0
0.855056,0,0,1,0,0.509927,0,0,0.013907,0,0,1,0
0.85618,0,0,1,0,0.246042,0,0,0.01411,1,0,0,0
0.857303,1,0,0,1,0.447097,0.125,0.333333,0.234224,0,0,1,1
