@relation titanic-train-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute passengerId numeric
@attribute pclass=1 numeric
@attribute pclass=2 numeric
@attribute pclass=3 numeric
@attribute sex=female numeric
@attribute age numeric
@attribute sibsp numeric
@attribute parch numeric
@attribute fare numeric
@attribute embarked=C numeric
@attribute embarked=Q numeric
@attribute embarked=S numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute survival {0,1}

@data
0.296629,0,0,1,1,?,0,0,0.015127,0,1,0,0.880382,0.643678,0.409992,0
0.297753,0,1,0,0,0.447097,0,0,0.020495,0,0,1,0.259773,0.23246,0.813691,0
0.298876,0,0,1,0,0.195778,0.5,0.166667,0.077465,0,0,1,0.707212,0.297533,0.794294,0
0.3,0,0,1,0,0.308872,0.125,0,0.015176,0,0,1,0.367285,0.52117,0.09398,1
0.301124,1,0,0,1,0.723549,0,0.166667,0.299539,0,0,1,0.527223,0.340971,0.758985,1
0.302247,1,0,0,1,0.434531,0,0,0.264739,0,0,1,0.557677,0.066511,0.738806,1
0.303371,1,0,0,0,?,0,0,0.060508,0,0,1,0.136473,0.033574,0.569934,0
0.304494,0,0,1,0,0.308872,0,0,0,0,0,1,0.08192,0.30157,0.672354,1
0.305618,0,1,0,1,0.509927,0,0.166667,0.038061,0,0,1,0.025571,0.074013,0.836768,1
0.306742,1,0,0,0,0.459663,0,0.166667,0.057971,1,0,0,0.789917,0.197346,0.637977,0
0.307865,0,0,1,1,?,0,0,0.015127,0,1,0,0.487081,0.411074,0.182141,1
0.308989,1,0,0,1,0.786378,0.125,0,0.152164,0,0,1,0.916866,0.292678,0.279396,1
0.310112,0,0,1,1,0.560191,0,0,0.015127,0,0,1,0.90227,0.298956,0.931567,0
0.311236,0,1,0,0,?,0,0,0,0,0,1,0.626663,0.949435,0.156434,0
0.31236,0,0,1,0,0.082684,0.5,0.166667,0.056848,0,1,0,0.453734,0.542693,0.525278,0
0.313483,0,0,1,1,0.434531,0.125,0.166667,0.039525,0,0,1,0.810817,0.721125,0.173085,1
0.314607,0,0,1,0,0.81151,0,0,0.015127,0,1,0,0.20571,0.151522,0.590101,0
0.31573,0,0,1,0,0.346569,0,0,0.01533,0,0,1,0.532059,0.264911,0.87306,0
0.316854,0,0,1,0,0.195778,0,0,0.018543,0,0,1,0.954278,0.708205,0.338444,0
0.317978,0,0,1,0,0.233476,0,0,0.015713,0,0,1,0.412001,0.415725,0.961964,1
0.319101,1,0,0,0,?,0,0,0.050749,0,0,1,0.948742,0.69921,0.578724,0
0.320225,0,0,1,0,0.409399,0,0,0.016908,1,0,0,0.876414,0.678534,0.477373,0
0.321348,0,0,1,0,0.371701,0,0,0.018543,0,0,1,0.731266,0.221767,0.506807,1
0.322472,0,0,1,0,0.271174,0,0,0.015412,0,0,1,0.033909,0.767007,0.589255,0
0.323596,0,1,0,0,0.522493,0,0,0.025374,0,0,1,0.126757,0.886401,0.215554,1
0.324719,0,0,1,1,0.271174,0,0,0.015127,0,1,0,0.727284,0.94433,0.773398,1
0.325843,1,0,0,1,0.321438,0,0,0.153905,0,0,1,0.265741,0.223895,0.607934,1
0.326966,1,0,0,1,0.233476,0.125,0,0.177775,1,0,0,0.974351,0.809576,0.369539,1
0.32809,0,1,0,0,0.447097,0,0,0.02513,1,0,0,0.350708,0.449676,0.96151,0
0.329213,0,0,1,1,0.296306,0,0,0.017274,0,0,1,0.228594,0.060193,0.482558,0
0.330337,0,0,1,0,0.296306,0,0,0.015412,0,0,1,0.326688,0.361476,0.585667,0
0.331461,1,0,0,0,?,0,0,0.054107,1,0,0,0.121141,0.371384,0.087757,0
0.332584,0,0,1,0,0.290023,0,0,0.01411,1,0,0,0.319392,0.382416,0.889598,0
0.333708,1,0,0,1,0.019854,0.125,0.333333,0.295806,0,0,1,0.184957,0.324458,0.697615,0
0.334831,1,0,0,0,?,0,0,0.059532,0,0,1,0.523557,0.105303,0.274887,1
0.335955,1,0,0,1,0.623021,0,0.166667,0.483128,1,0,0,0.460113,0.731024,0.284522,1
0.337079,0,0,1,1,?,0,0,0.015127,0,1,0,0.50866,0.048261,0.852002,1
0.338202,0,0,1,0,?,0.25,0,0.045381,0,1,0,0.395109,0.414898,0.438305,1
0.339326,0,0,1,0,0.233476,0,0,0,0,0,1,0.741951,0.959509,0.310108,0
0.340449,0,1,0,1,?,0,0,0.024106,0,1,0,0.512282,0.690008,0.18473,1
0.341573,0,0,1,0,?,0,0,0.015713,0,0,1,0.577279,0.782277,0.833477,0
0.342697,1,0,0,0,0.006283,0.125,0.333333,0.295806,0,0,1,0.423874,0.305779,0.076701,1
0.34382,1,0,0,1,?,0,0,0.21643,1,0,0,0.324029,0.040871,0.729141,1
0.344944,1,0,0,1,0.208344,0.125,0,0.212559,1,0,0,0.856865,0.401556,0.278245,1
0.346067,0,1,0,0,0.371701,0.125,0,0.046845,1,0,0,0.079979,0.776655,0.117233,0
0.347191,1,0,0,1,0.371701,0,0,0.111118,1,0,0,0.866344,0.132574,0.436486,1
0.348315,1,0,0,1,0.296306,0,0,0.162314,1,0,0,0.305351,0.448397,0.330151,1
0.349438,1,0,0,1,0.22091,0.25,0.333333,0.512122,1,0,0,0.745506,0.700723,0.33191,1
0.350562,0,1,0,1,0.321438,0.125,0.166667,0.050749,0,0,1,0.137822,0.22456,0.495933,0
0.351685,0,0,1,0,0.346569,0,0,0.015412,0,0,1,0.740967,0.876604,0.125176,0
0.352809,0,1,0,0,0.535059,0.125,0.166667,0.051237,0,0,1,0.938862,0.504672,0.556246,0
0.353933,0,0,1,1,0.321438,0,0,0.01533,0,0,1,0.380415,0.052796,0.601418,1
0.355056,0,1,0,1,0.296306,0.125,0,0.050749,0,0,1,0.744311,0.091239,0.835665,1
0.35618,0,1,0,0,0.673285,0,0,0.027326,0,0,1,0.44998,0.973353,0.131975,0
0.357303,1,0,0,1,0.384267,0,0.333333,0.321798,0,0,1,0.124367,0.330394,0.366305,1
0.358427,1,0,0,1,0.497361,0.125,0.166667,0.262527,1,0,0,0.715293,0.577675,0.219575,1
0.359551,0,0,1,0,0.271174,0,0,0.014151,0,0,1,0.382755,0.495747,0.844629,0
0.360674,0,0,1,0,0.334004,0,0,0.015412,0,0,1,0.766148,0.648365,0.916344,0
0.361798,0,1,0,1,0.371701,0,0,0.024106,0,1,0,0.218353,0.312097,0.204084,1
0.362921,0,1,0,1,0.271174,0.125,0.166667,0.056604,0,0,1,0.642769,0.91756,0.164235,1
0.364045,0,0,1,0,?,1,0.333333,0.135753,0,0,1,0.596211,0.519672,0.911035,0
0.365169,1,0,0,1,0.447097,0,0,0.264739,1,0,0,0.544015,0.953604,0.123467,1
0.366292,0,0,1,0,0.761247,0,0,0.012175,0,0,1,0.024149,0.840495,0.799685,0
0.367416,0,1,0,1,0.447097,0,0,0.025374,0,0,1,0.155728,0.993552,0.854715,1
0.368539,0,0,1,1,0.384267,0.125,0.166667,0.040062,0,0,1,0.085913,0.310998,0.356124,1
0.369663,1,0,0,1,0.195778,0,0.166667,0.113168,1,0,0,0.311894,0.114841,0.692708,1
0.370787,0,0,1,1,?,0.25,0,0.045381,0,1,0,0.5564,0.232974,0.128322,1
0.37191,1,0,0,0,0.566474,0,0,0.055628,0,0,1,0.512284,0.943874,0.289743,0
0.373034,1,0,0,0,0.472229,0,0.166667,0.299539,0,0,1,0.817381,0.621737,0.398415,0
0.374157,0,0,1,0,0.195778,0.25,0,0.035134,0,0,1,0.577564,0.907072,0.473768,0
0.375281,1,0,0,1,?,0.125,0,0.260867,0,0,1,0.436513,0.008677,0.410871,1
0.376404,0,0,1,0,?,0,0,0.015412,0,0,1,0.595288,0.752216,0.722994,0
0.377528,1,0,0,0,0.359135,0.125,0,0.129995,0,0,1,0.485529,0.407235,0.544242,0
0.378652,1,0,0,1,0.509927,0,0,0.262527,1,0,0,0.576168,0.350177,0.532647,1
0.379775,0,0,1,0,0.560191,0,0,0.015713,0,0,1,0.507181,0.658215,0.569013,1
0.380899,1,0,0,0,0.560191,0,0,0.069291,0,0,1,0.537126,0.2593,0.17405,0
0.382022,0,1,0,0,0.019854,0.125,0.166667,0.050749,0,0,1,0.530852,0.823061,0.007341,1
0.383146,1,0,0,1,0.296306,0.375,0.333333,0.513342,0,0,1,0.303045,0.060977,0.115635,1
0.38427,0,1,0,0,0.346569,0,0,0.025374,0,0,1,0.454274,0.742477,0.044854,0
0.385393,0,1,0,0,0.308872,0,0,0.025374,0,0,1,0.279236,0.404057,0.593103,0
0.386517,0,1,0,0,0.447097,0,0,0.025374,0,0,1,0.708393,0.882136,0.116666,0
0.38764,0,1,0,1,0.296306,0,0,0.025374,0,0,1,0.007261,0.110519,0.744451,1
0.388764,0,1,0,1,0.497361,0,0,0.025374,0,0,1,0.893359,0.566087,0.360723,1
0.389888,0,0,1,1,?,0.125,0,0.031425,0,0,1,0.053106,0.662907,0.236982,1
0.391011,0,0,1,0,0.03242,0.125,0.166667,0.031035,0,0,1,0.989467,0.180288,0.496849,1
0.392135,0,0,1,0,0.522493,0,0,0.016908,0,0,1,0.87333,0.216903,0.139276,0
0.393258,0,0,1,0,0.28374,0,0,0.018006,0,0,1,0.51577,0.800982,0.229418,0
0.394382,1,0,0,0,?,0,0,0.068315,0,0,1,0.805686,0.74642,0.772115,0
0.395506,0,0,1,0,0.183212,0.125,0.166667,0.01411,1,0,0,0.323232,0.46264,0.099621,0
0.396629,0,0,1,0,0.308872,0.125,0,0.034743,0,0,1,0.389157,0.554118,0.608806,0
0.397753,0,0,1,0,?,0,0,0.014102,1,0,0,0.495636,0.284197,0.428498,0
0.398876,0,0,1,0,0.346569,0,0,0.018543,0,0,1,0.347007,0.67224,0.796767,0
0.4,1,0,0,1,0.271174,0,0.166667,0.107353,0,0,1,0.500984,0.386305,0.927255,1
0.401124,0,1,0,1,0.472229,0,0,0.025374,0,0,1,0.887468,0.376332,0.207594,0
0.402247,0,0,1,1,?,0,0,0.015379,0,1,0,0.434419,0.781329,0.024282,1
0.403371,0,0,1,1,?,0,0,0.015379,0,1,0,0.47145,0.361445,0.87041,1
0.404494,0,0,1,0,0.497361,0.125,0.666667,0.054457,0,0,1,0.050634,0.636542,0.520473,0
0.405618,0,1,0,0,0.359135,0.125,0,0.054107,1,0,0,0.95601,0.044755,0.34082,0
0.406742,0,0,1,1,0.560191,0,0.166667,0.028213,1,0,0,0.66352,0.793285,0.872031,0
0.407865,0,0,1,0,0.434531,0,0,0.013761,0,0,1,0.496474,0.902616,0.752358,0
0.408989,0,0,1,0,?,0.125,0,0.030254,0,1,0,0.742163,0.574112,0.983537,0
0.410112,0,0,1,0,0.371701,0,0,0.014151,0,0,1,0.838569,0.900659,0.595271,0
0.411236,1,0,0,1,0.748681,0.125,0,0.146878,1,0,0,0.738147,0.488813,0.628377,1
0.41236,0,0,1,1,?,0,0,0.01411,1,0,0,0.573758,0.593668,0.38478,1
0.413483,0,0,1,1,?,0,0,0.015127,0,1,0,0.90688,0.830781,0.488097,1
0.414607,1,0,0,1,0.296306,0,0,0.135265,1,0,0,0.594334,0.753313,0.392689,1
0.41573,1,0,0,0,0.308872,0.125,0,0.108215,1,0,0,0.437131,0.56892,0.790368,1
0.416854,0,0,1,0,0.22091,0.125,0,0.012679,0,0,1,0.757585,0.806114,0.206975,0
0.417978,0,0,1,0,0.233476,0,0,0.015713,0,0,1,0.364177,0.727931,0.835151,0
0.419101,1,0,0,0,0.271174,0,0,0.264739,1,0,0,0.64744,0.545546,0.597785,0
0.420225,0,0,1,1,0.03242,0.375,0.166667,0.041136,0,0,1,0.53354,0.311699,0.52257,0
0.421348,1,0,0,1,?,0.125,0,0.160387,1,0,0,0.163942,0.619718,0.65831,1
0.422472,0,0,1,1,0.271174,0,0,0.014151,0,0,1,0.309012,0.070024,0.760852,1
0.423596,1,0,0,0,0.334004,0,0.333333,0.412821,1,0,0,0.441481,0.02236,0.468091,0
0.424719,0,0,1,0,0.246042,0,0,0.007832,1,0,0,0.019904,0.207195,0.249497,0
0.425843,0,0,1,0,0.233476,0,0,0.015176,0,0,1,0.621173,0.047573,0.216461,0
0.426966,1,0,0,1,0.522493,0,0,0.444099,1,0,0,0.041678,0.760145,0.247129,1
0.42809,0,0,1,1,0.007288,0,0.333333,0.030726,1,0,0,0.215572,0.959433,0.306461,1
0.429213,0,0,1,0,0.396833,0,0,0.015469,0,0,1,0.359556,0.471823,0.1752,0
0.430337,1,0,0,1,0.434531,0.125,0,0.101497,0,0,1,0.999178,0.512469,0.025614,1
0.431461,0,0,1,0,?,0,0,0.015412,0,0,1,0.918495,0.799113,0.142016,0
0.432584,0,1,0,0,0.22091,0,0,0.143462,0,0,1,0.439035,0.708566,0.869411,0
0.433708,0,0,1,0,0.007288,0.625,0.333333,0.091543,0,0,1,0.692026,0.33051,0.045166,0
0.434831,0,1,0,1,0.447097,0,0,0.025374,0,0,1,0.909011,0.044973,0.096052,1
0.435955,0,0,1,0,?,0,0,0.015086,0,1,0,0.367878,0.562669,0.9073,0
0.437079,0,1,0,1,0.208344,0,0,0.023422,1,0,0,0.181062,0.486076,0.995633,1
0.438202,1,0,0,0,0.447097,0.125,0.333333,0.234224,0,0,1,0.745646,0.272076,0.587763,1
0.439326,0,0,1,0,0.258608,0,0,0.015216,0,0,1,0.688383,0.451974,0.202033,1
0.440449,0,0,1,0,0.346569,0.25,0,0.015469,0,0,1,0.250799,0.802997,0.292508,0
0.441573,1,0,0,1,0.28374,0.125,0,0.221098,1,0,0,0.649671,0.967812,0.048873,1
0.442697,0,0,1,1,0.296306,0,0.333333,0.032596,0,0,1,0.504446,0.519539,0.163267,1
0.44382,0,0,1,0,0.271174,0,0,0.015216,0,0,1,0.530945,0.451515,0.969155,0
0.444944,0,0,1,1,0.384267,0,0,0.01533,0,0,1,0.247983,0.591338,0.184489,0
0.446067,0,1,0,0,0.572757,0,0,0.050749,0,0,1,0.311083,0.360943,0.618032,0
0.447191,0,1,0,0,0.28374,0,0,0.020495,0,0,1,0.439124,0.711882,0.20809,0
0.448315,0,1,0,1,0.346569,0,0,0.024691,0,0,1,0.278358,0.485536,0.225385,1
0.449438,0,0,1,0,0.484795,0,0,0.015469,0,0,1,0.328265,0.407731,0.800763,1
0.450562,0,0,1,0,0.321438,0,0,0.015713,0,0,1,0.396116,0.197836,0.484697,0
0.451685,0,0,1,1,0.258608,0.125,0,0.019177,0,0,1,0.34332,0.267478,0.090144,0
0.452809,0,0,1,0,0.346569,0.125,0,0.030937,0,0,1,0.774067,0.606763,0.491712,0
0.453933,0,0,1,1,0.246042,0,0,0.016908,0,0,1,0.693318,0.791906,0.782518,0
0.455056,0,1,0,0,0.421965,0.125,0,0.040989,0,0,1,0.21447,0.641313,0.154475,0
0.45618,0,0,1,0,0.635587,0,0,0.015127,0,0,1,0.516629,0.091735,0.988355,0
0.457303,0,1,0,0,0.03242,0.125,0.166667,0.036598,0,0,1,0.77627,0.489251,0.508857,1
0.458427,0,0,1,0,0.258608,0,0,0.015176,0,0,1,0.903582,0.396124,0.599579,0
0.459551,0,0,1,1,?,0.375,0.166667,0.049708,0,0,1,0.530776,0.103246,0.253352,0
0.460674,0,0,1,0,?,0,0,0.015412,0,0,1,0.204705,0.202658,0.375145,0
0.461798,0,0,1,0,?,0,0,0.013387,0,1,0,0.245032,0.234187,0.935771,0
0.462921,1,0,0,1,0.409399,0.125,0,0.175668,0,1,0,0.168495,0.926256,0.004869,1
0.464045,0,1,0,0,?,0,0,0,0,0,1,0.30804,0.459919,0.813962,0
0.465169,0,0,1,0,0.547625,0,0,0.015469,0,0,1,0.844532,0.477918,0.615275,1
0.466292,0,0,1,1,?,0,0,0.015713,0,0,1,0.354566,0.233383,0.813636,0
0.467416,0,1,0,1,0.421965,0.125,0.166667,0.063436,0,0,1,0.031231,0.321657,0.069809,1
0.468539,0,1,0,1,0.22091,0,0.333333,0.025374,0,0,1,0.394633,0.097757,0.919015,1
0.469663,0,1,0,0,0.371701,0,0,0.025374,0,0,1,0.769378,0.075633,0.097789,0
0.470787,0,0,1,1,0.120382,0,0.333333,0.047138,0,0,1,0.836602,0.912439,0.065833,0
0.47191,0,0,1,0,?,0,0,0.015412,1,0,0,0.893963,0.60741,0.59485,0
0.473034,0,0,1,0,0.258608,0,0,0.015094,0,1,0,0.220218,0.441987,0.330269,0
0.474157,0,0,1,0,0.359135,0,0,0.015371,0,0,1,0.603117,0.148474,0.189819,0
0.475281,0,0,1,1,0.346569,0.125,0.166667,0.028107,0,0,1,0.234425,0.70389,0.19988,0
0.476404,0,0,1,0,0.22091,0.125,0.166667,0.039452,0,0,1,0.014225,0.154238,0.420705,0
0.477528,0,0,1,0,?,0,0,0.014151,0,0,1,0.274014,0.508487,0.611322,0
0.478652,0,1,0,1,0.346569,0.125,0,0.050749,0,0,1,0.6176,0.256814,0.141876,1
0.479775,0,1,0,1,0.233476,0,0,0.050749,0,0,1,0.339509,0.097724,0.491578,1
0.480899,0,0,1,0,?,0,0,0.015127,0,1,0,0.756286,0.601938,0.366102,0
0.482022,0,0,1,0,0.396833,0,0,0.015713,0,0,1,0.065587,0.375508,0.851126,1
0.483146,1,0,0,0,0.346569,0,0,0.051822,0,0,1,0.839391,0.39154,0.883801,1
0.48427,0,0,1,1,?,0.125,0,0.031425,0,0,1,0.493818,0.082465,0.264603,1
0.485393,0,1,0,1,0.522493,0.125,0,0.050749,0,0,1,0.003508,0.441404,0.186798,1
0.486517,0,0,1,0,0.208344,0,0,0.013907,0,0,1,0.413806,0.297171,0.412502,0
0.48764,1,0,0,0,0.623021,0.125,0,0.10911,0,0,1,0.673682,0.740772,0.428877,0
0.488764,1,0,0,1,0.170646,0.125,0.333333,0.234224,0,0,1,0.570749,0.724599,0.430572,1
0.489888,0,0,1,1,0.258608,0.25,0.333333,0.067096,0,0,1,0.728489,0.208346,0.088291,0
0.491011,0,1,0,1,0.296306,0.25,0.5,0.036598,0,0,1,0.273931,0.474587,0.166087,1
0.492135,1,0,0,0,0.798944,0.125,0.666667,0.513342,0,0,1,0.263363,0.277126,0.350668,0
0.493258,0,1,0,0,0.384267,0,0,0.020495,0,0,1,0.296292,0.037432,0.225088,0
0.494382,0,1,0,1,0.560191,0.125,0.166667,0.051237,0,0,1,0.777344,0.418553,0.931123,1
0.495506,0,0,1,0,0.246042,0,0,0.018543,0,0,1,0.895732,0.263108,0.424999,0
0.496629,0,0,1,0,0.308872,0.125,0,0.015176,0,0,1,0.720186,0.903273,0.512973,0
0.497753,0,1,0,1,0.346569,0,0,0.025374,0,0,1,0.139382,0.662547,0.064533,1
0.498876,0,0,1,0,?,0,0,0.015835,0,0,1,0.952826,0.770056,0.34284,1
0.5,1,0,0,0,0.044986,0,0.333333,0.159777,0,0,1,0.90738,0.825717,0.269172,1
0.501124,0,1,0,1,0.15808,0,0.166667,0.038061,0,0,1,0.752638,0.273443,0.917861,1
0.502247,1,0,0,0,0.421965,0,0,0.051822,0,0,1,0.286561,0.227834,0.656412,1
0.503371,0,0,1,1,0.057552,0.25,0.166667,0.03759,1,0,0,0.478036,0.751817,0.494657,1
0.504494,1,0,0,0,0.648153,0,0,0.059532,0,0,1,0.940266,0.942715,0.140662,1
0.505618,0,1,0,0,0.447097,0.125,0.333333,0.054164,0,0,1,0.071618,0.507161,0.190058,0
0.506742,0,0,1,0,?,0.125,0,0.038972,0,0,1,0.220929,0.555664,0.922759,0
0.507865,1,0,0,0,0.371701,0,0,0.054164,1,0,0,0.888294,0.631561,0.313527,0
0.508989,1,0,0,0,0.610455,0.125,0,0.17392,1,0,0,0.64925,0.85682,0.502385,1
0.510112,0,0,1,0,?,0,0,0.015713,0,0,1,0.280163,0.828859,0.838054,0
0.511236,0,0,1,0,0.359135,0,0,0.015412,1,0,0,0.149,0.173057,0.94168,1
0.51236,1,0,0,0,0.81151,0,0,0.051822,0,0,1,0.333332,0.847145,0.381799,0
0.513483,1,0,0,1,?,0.125,0,0.101229,0,0,1,0.440788,0.670517,0.982611,1
0.514607,0,1,0,1,0.623021,0,0,0.020495,0,0,1,0.747448,0.703173,0.023069,1
0.51573,0,0,1,0,?,0,0,0.015127,0,1,0,0.961487,0.822813,0.976317,0
0.516854,1,0,0,0,0.597889,0,0,0.051822,0,0,1,0.17526,0.096344,0.726812,1
0.517978,0,0,1,0,0.421965,0,0,0.015713,0,0,1,0.898164,0.91889,0.776191,0
0.519101,1,0,0,0,0.585323,0,0,0.075147,0,0,1,0.229976,0.290595,0.126657,0
0.520225,0,1,0,0,0.597889,0,0,0.025374,0,0,1,0.575133,0.890345,0.743559,0
0.521348,0,0,1,0,?,0,0,0.015713,0,0,1,0.639857,0.909211,0.121745,0
0.522472,0,0,1,0,0.472229,0,0,0.013761,0,0,1,0.788576,0.516415,0.140854,0
0.523596,0,1,0,0,?,0,0,0,0,0,1,0.734295,0.021785,0.935978,0
0.524719,1,0,0,0,0.698417,0,0,0.051822,0,0,1,0.382623,0.845578,0.376569,0
0.525843,0,0,1,0,?,0,0,0.015078,0,1,0,0.119532,0.195165,0.406717,0
0.526966,0,0,1,1,0.004147,0.25,0.166667,0.03759,1,0,0,0.651054,0.320102,0.613059,1
0.52809,0,0,1,0,?,0,0,0.014151,0,0,1,0.315804,0.781245,0.762888,0
0.529213,0,0,1,0,0.472229,0,0,0.016908,0,0,1,0.136217,0.952537,0.055702,0
0.530337,0,1,0,1,0.409399,0.125,0.333333,0.054164,0,0,1,0.535901,0.183727,0.695591,1
0.531461,0,1,0,1,0.28374,0,0,0.02692,1,0,0,0.297218,0.064085,0.072772,1
0.532584,0,0,1,1,0.271174,0,0,0.019202,0,0,1,0.17714,0.602173,0.278795,0
0.533708,1,0,0,0,?,0,0,0.101497,0,0,1,0.908157,0.621375,0.02165,0
0.534831,0,1,0,0,0.421965,0.125,0,0.040989,0,0,1,0.948211,0.32331,0.15912,0
0.535955,0,0,1,0,0.359135,0.125,0,0.013752,0,0,1,0.108637,0.402208,0.010154,0
0.537079,0,0,1,0,0.271174,0,0,0.01468,0,0,1,0.567337,0.904206,0.28179,0
0.538202,0,0,1,1,0.019854,0,0.166667,0.023984,0,0,1,0.807001,0.868376,0.642671,1
0.539326,0,0,1,0,0.107816,0.625,0.333333,0.091543,0,0,1,0.340935,0.066769,0.369026,0
0.540449,0,1,0,0,?,0,0,0,0,0,1,0.785046,0.245336,0.289549,0
0.541573,0,0,1,0,0.623021,0,0,0.015713,0,0,1,0.589389,0.154394,0.015922,0
0.542697,0,0,1,1,0.786378,0,0,0.018714,0,0,1,0.883938,0.409045,0.384478,1
0.54382,1,0,0,0,0.308872,0.125,0,0.177775,1,0,0,0.239689,0.055379,0.950298,1
0.544944,0,0,1,1,?,0.375,0.166667,0.049708,0,0,1,0.186957,0.499077,0.367277,0
0.546067,1,0,0,1,0.434531,0.125,0,0.175668,0,0,1,0.099049,0.399128,0.034505,1
0.547191,1,0,0,0,0.723549,0,0,0.057971,1,0,0,0.136777,0.937732,0.926935,0
0.548315,0,0,1,0,0.371701,0,0,0.015713,0,0,1,0.489164,0.014692,0.520435,0
0.549438,0,0,1,0,0.107816,0.125,0.166667,0.031035,0,0,1,0.124186,0.695295,0.299639,1
0.550562,0,0,1,0,?,0.125,0,0.038972,0,0,1,0.421646,0.400876,0.9402,0
0.551685,0,0,1,0,0.258608,0,0,0.014151,0,0,1,0.711673,0.14429,0.285889,0
0.552809,1,0,0,0,0.685851,0,0,0.059532,0,0,1,0.180115,0.696233,0.594562,0
0.553933,1,0,0,0,0.886906,0,0,0.096626,1,0,0,0.36859,0.867226,0.976143,0
0.555056,0,0,1,0,0.258608,0,0,0.015713,0,0,1,0.62638,0.118471,0.644183,0
0.55618,0,0,1,0,?,0,0,0.028221,1,0,0,0.313785,0.984088,0.631546,0
0.557303,1,0,0,1,0.673285,0.125,0,0.152766,1,0,0,0.334497,0.438241,0.304279,1
0.558427,0,0,1,0,?,0,0,0.029473,0,0,1,0.814814,0.343238,0.830383,0
0.559551,1,0,0,1,0.308872,0.125,0.333333,0.295806,0,0,1,0.579028,0.993312,0.065001,0
0.560674,0,0,1,0,0.296306,0,0,0.015216,0,0,1,0.467949,0.652292,0.546503,0
0.561798,0,0,1,0,0.208344,0,0,0.016908,0,0,1,0.548684,0.376671,0.415831,0
0.562921,0,0,1,1,0.258608,0,0,0.015127,0,1,0,0.577099,0.928169,0.817097,0
0.564045,0,0,1,1,?,0,0,0.014891,0,1,0,0.944149,0.946254,0.434842,0
0.565169,0,0,1,1,0.459663,0,0,0.018714,0,0,1,0.619098,0.616617,0.737087,0
0.566292,1,0,0,1,0.195778,0,0,0.168837,0,0,1,0.354243,0.014448,0.239575,1
0.567416,1,0,0,0,0.22091,0.125,0,0.212559,1,0,0,0.893213,0.203927,0.698845,0
0.568539,0,1,0,1,0.409399,0,0.333333,0.050749,0,0,1,0.726876,0.151045,0.596697,1
0.569663,1,0,0,0,?,0,0,0.051822,0,0,1,0.129498,0.934845,0.700902,1
0.570787,0,0,1,0,0.346569,0,0,0.043966,0,0,1,0.584092,0.75244,0.597989,0
0.57191,0,0,1,0,0.321438,0,0,0.110272,0,0,1,0.008338,0.412445,0.659354,1
0.573034,0,0,1,0,0.359135,0,0,0.015127,0,1,0,0.832019,0.530107,0.860534,1
0.574157,0,0,1,0,?,0,0,0.015713,0,0,1,0.01606,0.924217,0.56148,0
0.575281,1,0,0,0,0.447097,0,0,0.05131,0,0,1,0.528909,0.099909,0.063338,1
0.576404,1,0,0,1,0.673285,0.125,0,0.115941,1,0,0,0.732223,0.584287,0.95298,1
0.577528,0,0,1,0,0.296306,0,0,0.014631,0,0,1,0.474698,0.517048,0.139861,0
0.578652,1,0,0,0,0.585323,0,0,0.066404,0,0,1,0.775825,0.05937,0.207717,0
0.579775,0,1,0,1,0.421965,0,0,0.020495,0,0,1,0.134501,0.615177,0.188869,1
0.580899,0,0,1,0,?,0,0,0.047138,0,1,0,0.102204,0.245162,0.710863,0
0.582022,0,1,0,1,0.447097,0.125,0,0.050749,0,0,1,0.101882,0.9477,0.212166,1
0.583146,0,0,1,0,0.396833,0,0,0.015412,0,0,1,0.871374,0.753831,0.021253,0
0.58427,1,0,0,1,0.371701,0,0,0.1825,0,0,1,0.925412,0.17903,0.438814,1
0.585393,0,0,1,0,0.271174,0,0,0.015412,0,0,1,0.542685,0.170275,0.154219,0
0.586517,0,0,1,0,?,0,0,0.014102,1,0,0,0.778192,0.977589,0.037537,0
0.58764,1,0,0,1,0.547625,0,0.166667,0.113168,1,0,0,0.39029,0.427125,0.839229,1
0.588764,0,0,1,0,?,0,0,0.01411,1,0,0,0.743346,0.973863,0.972696,0
0.589888,0,0,1,0,0.503644,0,0,0.015127,0,1,0,0.088418,0.262901,0.313885,0
0.591011,0,1,0,1,0.623021,0,0,0.020495,0,0,1,0.751981,0.678661,0.129304,1
0.592135,1,0,0,0,?,0,0,0.432884,0,0,1,0.053943,0.975395,0.382864,0
0.593258,0,0,1,0,0.484795,0,0,0.015469,0,0,1,0.761082,0.530845,0.358359,0
0.594382,0,1,0,0,0.28374,0.25,0.166667,0.022447,0,0,1,0.634464,0.708778,0.922562,0
0.595506,0,1,0,1,0.019854,0.125,0.166667,0.050749,0,0,1,0.149189,0.44167,0.998923,1
0.596629,0,0,1,0,?,0,0,0.01411,1,0,0,0.130728,0.447984,0.184051,0
0.597753,0,0,1,0,0.208344,0.125,0.166667,0.01411,1,0,0,0.573355,0.415396,0.675861,0
0.598876,0,0,1,1,?,0,0.333333,0.04364,1,0,0,0.789934,0.10182,0.432383,1
0.6,0,0,1,1,0.371701,0,0,0.016908,0,0,1,0.442634,0.503068,0.694323,0
