@relation train-weka.filters.unsupervised.attribute.NumericToNominal-R24-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute var_0=a numeric
@attribute var_0=b numeric
@attribute var_0=c numeric
@attribute var_0=d numeric
@attribute var_1 numeric
@attribute var_2=b numeric
@attribute var_2=c numeric
@attribute var_2=d numeric
@attribute var_2=e numeric
@attribute var_2=f numeric
@attribute var_2=g numeric
@attribute var_2=h numeric
@attribute var_2=a numeric
@attribute var_3 numeric
@attribute var_4=c numeric
@attribute var_4=d numeric
@attribute var_4=e numeric
@attribute var_4=f numeric
@attribute var_4=g numeric
@attribute var_4=h numeric
@attribute var_4=a numeric
@attribute var_4=b numeric
@attribute var_5 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute label {0,1}

@data
0,1,0,0,0,0,1,0,0,0,0,0,0,0.285714,1,0,0,0,0,0,0,0,0.857143,0.009821,0.017144,0.820104,0.348005,0.514806,0.388641,0.037768,1
0,0,0,1,0.666667,0,0,0,1,0,0,0,0,0.285714,0,0,0,0,1,0,0,0,0.428571,0.76434,0.09008,0.015176,0.987328,0.538058,0.19673,0.600655,1
0,0,1,0,0.333333,0,0,0,1,0,0,0,0,0.714286,0,0,0,0,0,0,1,0,0.714286,0.244419,0.945507,0.794395,0.422966,0.843372,0.816589,0.601803,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0.714286,0,0,1,0,0,0,0,0,0.285714,0.997539,0.63735,0.157025,0.733444,0.25729,0.763944,0.527171,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0.857143,0,0,0,0,0,0,1,0,0.857143,0.229942,0.389371,0.129381,0.53966,0.25449,0.940242,0.020171,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0.857143,0,0,0,0,0,1,0,0,0,0.867721,0.623782,0.195748,0.357092,0.522046,0.844316,0.812632,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.714286,0.534963,0.112672,0.17252,0.047303,0.331466,0.911968,0.97979,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0.857143,0,0,0,0,1,0,0,0,0.714286,0.618352,0.192438,0.638357,0.707162,0.913967,0.442121,0.6014,1
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.428571,0.61224,0.751414,0.301304,0.23541,0.377822,0.175055,0.394133,1
0,0,1,0,0.333333,0,1,0,0,0,0,0,0,0.571429,0,0,0,0,0,0,1,0,0.571429,0.483389,0.506239,0.889551,0.497825,0.013851,0.293709,0.201345,1
0,0,0,1,1,0,0,0,0,0,1,0,0,0.571429,0,0,1,0,0,0,0,0,0,0.844042,0.244488,0.225875,0.650928,0.116311,0.103049,0.089996,1
0,0,1,0,0.666667,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.855083,0.061686,0.297885,0.913963,0.270565,0.908536,0.875159,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0.285714,0,0,0,0,0,0,1,0,1,0.376546,0.269102,0.95703,0.408499,0.747705,0.136991,0.03752,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0.428571,0,0,0,0,1,0,0,0,0.714286,0.060652,0.222432,0.117981,0.52381,0.971937,0.229472,0.731716,1
0,0,0,1,0.333333,0,0,0,0,0,0,1,0,0.142857,0,0,0,0,0,0,0,1,0.142857,0.340651,0.361187,0.003306,0.422965,0.744728,0.659145,0.723376,1
0,0,1,0,0.333333,0,1,0,0,0,0,0,0,0.857143,0,0,0,0,0,1,0,0,0.857143,0.73964,0.147742,0.919623,0.039515,0.428754,0.993291,0.1346,1
0,0,0,1,0.333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.571429,0.396995,0.449994,0.732663,0.097477,0.000691,0.709467,0.271077,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0.428571,0,0,0,0,0,0,1,0,0.428571,0.033757,0.863197,0.636679,0.3289,0.107639,0.225214,0.324573,1
0,0,0,1,0.666667,0,0,0,0,0,0,0,1,0.428571,0,0,0,0,1,0,0,0,1,0.768831,0.584263,0.518412,0.460502,0.607282,0.027644,0.347837,1
0,0,1,0,0.333333,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.714286,0.563301,0.929744,0.82209,0.991749,0.750267,0.534851,0.922095,1
0,0,0,1,0.666667,0,0,0,0,0,1,0,0,0.714286,0,1,0,0,0,0,0,0,0.857143,0.862952,0.992015,0.407313,0.799851,0.270743,0.200267,0.229911,1
0,0,1,0,0.666667,0,0,1,0,0,0,0,0,0.857143,0,0,0,1,0,0,0,0,0.285714,0.598475,0.446877,0.311238,0.753058,0.718604,0.773331,0.780461,1
0,0,1,0,0.333333,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.973046,0.661594,0.894363,0.527716,0.28095,0.867506,0.765821,1
0,0,1,0,0.333333,0,0,1,0,0,0,0,0,0.714286,0,0,0,0,0,0,1,0,0.571429,0.11706,0.582897,0.243697,0.297045,0.679162,0.612781,0.242111,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.428571,0.330739,0.019093,0.679333,0.910624,0.786563,0.751494,0.438675,1
0,0,0,1,0.333333,0,0,0,0,0,0,1,0,0.428571,0,0,1,0,0,0,0,0,0.857143,0.045438,0.488092,0.647978,0.044633,0.851034,0.09199,0.199437,1
0,0,1,0,0.333333,0,0,1,0,0,0,0,0,0.857143,0,0,0,0,1,0,0,0,1,0.257905,0.214838,0.40244,0.792078,0.585841,0.511176,0.516523,1
0,0,0,1,0.666667,0,1,0,0,0,0,0,0,0.428571,0,1,0,0,0,0,0,0,0,0.928459,0.015495,0.747989,0.760578,0.006968,0.679719,0.76312,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0.857143,1,0,0,0,0,0,0,0,0.571429,0.392336,0.023981,0.620126,0.950206,0.573528,0.20436,0.046574,1
0,0,0,1,0,0,0,1,0,0,0,0,0,0.571429,1,0,0,0,0,0,0,0,1,0.382494,0.770748,0.04261,0.93341,0.145102,0.905719,0.628619,1
0,0,0,1,0.666667,0,0,0,0,0,1,0,0,0.142857,0,1,0,0,0,0,0,0,1,0.842059,0.46528,0.168279,0.991573,0.6676,0.092549,0.520377,1
0,0,0,1,0.666667,0,0,0,1,0,0,0,0,0.857143,0,0,0,0,0,1,0,0,0.571429,0.819477,0.431404,0.577306,0.1927,0.699192,0.736711,0.034895,1
0,0,1,0,0.666667,1,0,0,0,0,0,0,0,0.428571,0,0,1,0,0,0,0,0,0.428571,0.778036,0.296411,0.472587,0.956068,0.425863,0.100268,0.659804,1
0,1,0,0,0.333333,0,0,0,0,1,0,0,0,0.142857,0,1,0,0,0,0,0,0,0,0.248864,0.232594,0.752035,0.876544,0.582105,0.18994,0.205402,1
0,0,0,1,0.666667,0,0,0,1,0,0,0,0,0.428571,0,0,0,1,0,0,0,0,0.142857,0.928851,0.449222,0.87944,0.163644,0.523553,0.927253,0.366796,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0.714286,0,0,0,0,1,0,0,0,0,0.177409,0.89805,0.372669,0.422128,0.56285,0.911861,0.323605,1
0,0,0,1,0.666667,0,0,0,0,0,0,0,1,0.571429,1,0,0,0,0,0,0,0,0.571429,0.894619,0.916521,0.19273,0.386103,0.842971,0.395219,0.284192,1
0,0,1,0,0.666667,0,0,0,0,0,0,0,1,0.428571,0,0,1,0,0,0,0,0,0.142857,0.238131,0.912598,0.380601,0.880296,0.059987,0.757473,0.944153,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.272703,0.332618,0.981183,0.587089,0.590837,0.423917,0.143192,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0.714286,0,0,0,1,0,0,0,0,0.714286,0.741792,0.865832,0.010728,0.329446,0.539511,0.611823,0.593836,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,0.285714,1,0,0,0,0,0,0,0,0.428571,0.578909,0.538977,0.958218,0.199098,0.745961,0.203766,0.559792,1
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.285714,0.705106,0.050105,0.802068,0.735064,0.275582,0.546453,0.537789,1
0,1,0,0,0.333333,0,0,0,1,0,0,0,0,0.714286,0,0,1,0,0,0,0,0,0.142857,0.570433,0.377049,0.594444,0.952354,0.308735,0.841208,0.794153,1
0,0,0,1,0.333333,0,0,0,0,0,1,0,0,0.714286,0,0,0,0,0,0,0,1,0.714286,0.465348,0.644404,0.485343,0.240843,0.257017,0.818984,0.937196,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0.571429,0,0,0,0,1,0,0,0,0.285714,0.218673,0.182489,0.786452,0.438808,0.506164,0.471801,0.231841,1
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.285714,0.933369,0.656165,0.912142,0.529524,0.787443,0.544349,0.113081,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.142857,0.550647,0.395273,0.730803,0.983733,0.95509,0.585305,0.68419,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0.142857,0,0,0,0,0,1,0,0,0.142857,0.105521,0.494621,0.781886,0.72223,0.665402,0.104253,0.361416,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.428571,0.358625,0.072417,0.417611,0.653021,0.127074,0.904179,0.658966,1
0,0,0,1,0.666667,0,0,0,0,0,1,0,0,0.857143,1,0,0,0,0,0,0,0,0.714286,0.185798,0.202652,0.423838,0.931771,0.372401,0.451676,0.789594,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0.857143,0,0,0,0,0,0,1,0,0.142857,0.272035,0.164439,0.313817,0.7887,0.538162,0.46612,0.315826,1
0,0,0,1,0.666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.285714,0.645578,0.241994,0.556632,0.607797,0.118686,0.516178,0.311858,1
1,0,0,0,0,0,0,1,0,0,0,0,0,0.428571,1,0,0,0,0,0,0,0,0,0.468868,0.260924,0.724423,0.827652,0.32441,0.74371,0.109701,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0.714286,0,0,1,0,0,0,0,0,0.428571,0.649647,0.493702,0.079036,0.941155,0.871975,0.451706,0.147126,1
0,0,1,0,0.666667,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.428571,0.872852,0.238734,0.044408,0.105105,0.100446,0.397955,0.026832,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0.142857,0,1,0,0,0,0,0,0,0.857143,0.430377,0.158327,0.141558,0.984797,0.144071,0.691728,0.599117,1
0,0,0,1,0.333333,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.428571,0.706441,0.269638,0.110699,0.208256,0.7461,0.112305,0.642327,1
0,1,0,0,0.333333,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.285714,0.620751,0.296709,0.154509,0.624096,0.651538,0.808932,0.305083,1
0,0,1,0,0.333333,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.428571,0.839057,0.920566,0.270051,0.356271,0.459949,0.441403,0.956257,1
0,0,0,1,0.666667,1,0,0,0,0,0,0,0,0.714286,0,1,0,0,0,0,0,0,1,0.031779,0.292794,0.946705,0.837765,0.363739,0.312328,0.551886,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0.571429,1,0,0,0,0,0,0,0,0.142857,0.247692,0.364049,0.654562,0.417505,0.664799,0.583074,0.500748,1
0,0,0,1,0.666667,0,0,0,1,0,0,0,0,0.857143,0,1,0,0,0,0,0,0,0,0.448185,0.916585,0.989326,0.750465,0.565634,0.469216,0.259637,1
0,1,0,0,0.333333,0,1,0,0,0,0,0,0,0.428571,0,0,0,0,1,0,0,0,0.142857,0.777527,0.810545,0.733374,0.006967,0.177091,0.838212,0.628477,1
0,1,0,0,0.333333,0,0,0,0,0,1,0,0,0.285714,0,0,0,0,0,1,0,0,0,0.332332,0.461999,0.727688,0.13058,0.601799,0.400883,0.203537,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0.142857,0,0,0,0,0,0,0,1,0.428571,0.110027,0.276875,0.140025,0.657054,0.160117,0.453913,0.190556,1
0,0,0,1,0.666667,0,1,0,0,0,0,0,0,0.285714,0,0,0,0,0,1,0,0,0.714286,0.781222,0.597139,0.452889,0.244213,0.937111,0.378519,0.410658,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0.428571,0,0,0,0,0,1,0,0,0.142857,0.693473,0.361416,0.385276,0.140052,0.391853,0.789434,0.157773,1
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.428571,0.133223,0.730667,0.42525,0.273739,0.120086,0.921271,0.15386,1
0,0,0,1,1,0,0,0,0,0,0,1,0,0.857143,0,0,0,1,0,0,0,0,0,0.316155,0.249372,0.602018,0.505845,0.086061,0.838654,0.724636,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0.714286,0,0,0,0,0,1,0,0,0.857143,0.524685,0.427416,0.809045,0.952707,0.515736,0.874797,0.840255,1
0,0,1,0,0.333333,1,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,1,0,0,0.428571,0.8776,0.209695,0.351078,0.444058,0.12601,0.169592,0.32306,1
0,0,1,0,0.666667,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.142857,0.753621,0.430425,0.366755,0.186883,0.181392,0.701428,0.424171,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0.285714,0,0,0,1,0,0,0,0,0.285714,0.782274,0.155097,0.585127,0.894292,0.991265,0.181079,0.946592,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0.857143,0,0,0,0,0,1,0,0,0.857143,0.616802,0.318514,0.31155,0.423857,0.683718,0.239084,0.878444,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0.714286,1,0,0,0,0,0,0,0,1,0.708783,0.751186,0.635216,0.916242,0.689179,0.155695,0.603188,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0.571429,0,0,0,0,0,0,0,1,0.571429,0.593439,0.57368,0.546236,0.523086,0.737325,0.854404,0.144501,1
0,0,0,1,0.333333,0,0,0,0,0,1,0,0,0.857143,0,0,1,0,0,0,0,0,0.714286,0.433692,0.209873,0.985307,0.244908,0.625399,0.130136,0.353011,1
0,0,0,1,0.666667,0,0,0,1,0,0,0,0,0.571429,0,0,0,0,0,1,0,0,0.142857,0.295411,0.597842,0.089819,0.158393,0.321065,0.316997,0.808792,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0.857143,0,0,1,0,0,0,0,0,0.571429,0.971947,0.462648,0.240847,0.543659,0.965171,0.879859,0.697797,1
0,0,1,0,0.333333,0,0,0,0,0,1,0,0,0.714286,0,1,0,0,0,0,0,0,0.714286,0.480162,0.922962,0.470182,0.071581,0.980412,0.618886,0.275839,1
0,0,0,1,0.333333,1,0,0,0,0,0,0,0,0.142857,0,0,0,0,0,1,0,0,0.285714,0.767232,0.354713,0.10647,0.524837,0.724718,0.891429,0.441974,1
0,0,0,1,1,0,0,0,0,0,1,0,0,0.857143,0,0,0,0,0,1,0,0,0.142857,0.913912,0.842989,0.451282,0.17675,0.732981,0.040821,0.22807,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0.428571,0,0,0,0,1,0,0,0,0.857143,0.678563,0.851802,0.065307,0.026555,0.586536,0.687883,0.087056,1
0,0,1,0,0.666667,0,1,0,0,0,0,0,0,0.428571,0,0,0,0,1,0,0,0,0.142857,0.812761,0.973127,0.67045,0.899586,0.786154,0.881477,0.778409,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0.285714,0,0,0,0,0,1,0,0,0.428571,0.389301,0.825232,0.420343,0.05437,0.423037,0.190575,0.315455,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0.428571,0,0,0,0,0,1,0,0,0.142857,0.607577,0.746303,0.637784,0.705816,0.874492,0.695051,0.578785,1
0,0,0,1,0.333333,1,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,0,1,0,0.857143,0.858579,0.641469,0.210665,0.253875,0.330401,0.403545,0.805659,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0.285714,0,0,0,0,0,1,0,0,0.142857,0.051867,0.694668,0.443733,0.431542,0.700648,0.577609,0.688719,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0.857143,0,0,0,0,1,0,0,0,0.285714,0.961867,0.691566,0.468141,0.357917,0.881481,0.848278,0.05719,1
0,0,0,1,1,1,0,0,0,0,0,0,0,0.571429,0,0,0,1,0,0,0,0,0.571429,0.193851,0.063984,0.328352,0.350395,0.784256,0.87469,0.722121,1
0,0,0,1,0,0,0,1,0,0,0,0,0,0.428571,1,0,0,0,0,0,0,0,0.857143,0.367848,0.861028,0.220691,0.729978,0.487652,0.159477,0.822285,1
0,0,0,1,1,0,0,0,0,0,0,1,0,0.428571,0,0,0,0,1,0,0,0,0,0.985251,0.070945,0.678759,0.395556,0.103019,0.696269,0.463634,1
0,1,0,0,0.333333,0,0,0,1,0,0,0,0,0.857143,0,0,0,0,0,1,0,0,0.142857,0.485609,0.267081,0.386595,0.130038,0.57119,0.67497,0.29528,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0.142857,0,0,0,0,0,0,1,0,0.571429,0.617055,0.059943,0.779304,0.26753,0.660025,0.285819,0.111205,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0.142857,1,0,0,0,0,0,0,0,0.714286,0.424015,0.929526,0.22139,0.484605,0.470192,0.860418,0.225306,1
0,0,1,0,0.333333,1,0,0,0,0,0,0,0,0.857143,0,0,0,0,0,0,0,1,0.428571,0.421286,0.240444,0.777891,0.392012,0.489293,0.735805,0.688961,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0.142857,1,0,0,0,0,0,0,0,0.571429,0.940375,0.242179,0.678518,0.519003,0.077716,0.944635,0.340238,1
0,0,0,1,0.333333,0,0,0,0,0,0,0,1,0.714286,0,0,0,0,0,0,1,0,0.285714,0.018378,0.304869,0.435031,0.608924,0.372489,0.831881,0.160715,1
0,0,0,1,0.666667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.714286,0.346553,0.569623,0.00181,0.17495,0.527464,0.193208,0.818826,1
0,0,0,1,1,0,0,0,0,0,0,1,0,0.142857,0,0,0,0,0,1,0,0,0.428571,0.530456,0.427276,0.669089,0.758285,0.485448,0.17389,0.833075,1
0,1,0,0,0.333333,1,0,0,0,0,0,0,0,0.285714,0,0,0,0,0,1,0,0,0,0.987609,0.201232,0.079582,0.404025,0.324181,0.102936,0.364411,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.142857,0.126326,0.234884,0.128936,0.837501,0.422214,0.816832,0.788779,1
0,0,1,0,0.333333,0,0,0,0,0,1,0,0,0.428571,0,0,1,0,0,0,0,0,1,0.833062,0.490228,0.725156,0.109171,0.14363,0.290335,0.730222,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0.428571,0,0,0,0,0,1,0,0,0.428571,0.966097,0.80893,0.737166,0.416154,0.202311,0.82429,0.152847,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0.714286,0,0,1,0,0,0,0,0,0,0.717766,0.826217,0.698146,0.159637,0.732329,0.604027,0.257617,1
0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.428571,0.120794,0.511887,0.623878,0.458734,0.396182,0.577747,0.830691,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0.428571,0,0,0,1,0,0,0,0,0.142857,0.054158,0.218028,0.207315,0.784929,0.480704,0.689921,0.221176,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0.714286,0,0,0,0,0,1,0,0,0.142857,0.150473,0.029864,0.180059,0.494994,0.893553,0.85641,0.129647,1
0,0,0,1,0.333333,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.714286,0.297773,0.579864,0.023931,0.561862,0.056423,0.853429,0.056553,1
0,0,1,0,0.666667,0,0,0,0,1,0,0,0,0.857143,0,0,0,1,0,0,0,0,0.428571,0.425684,0.959095,0.215131,0.235662,0.875913,0.434666,0.091403,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.571429,0.893209,0.244273,0.540717,0.244572,0.120696,0.114969,0.078753,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0.714286,0,0,0,0,0,0,1,0,0.428571,0.710863,0.222846,0.816314,0.723983,0.570445,0.750668,0.927469,1
0,0,1,0,0.666667,0,0,0,1,0,0,0,0,0.571429,0,0,1,0,0,0,0,0,0.142857,0.839436,0.994136,0.914031,0.995695,0.434522,0.161125,0.20198,1
0,0,0,1,1,0,1,0,0,0,0,0,0,0.571429,0,0,0,0,1,0,0,0,0.571429,0.030502,0.670522,0.436217,0.078633,0.488434,0.514421,0.214858,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0.714286,0,0,1,0,0,0,0,0,0.571429,0.794876,0.783042,0.276016,0.100323,0.341202,0.818283,0.741393,1
0,0,0,1,0.666667,0,0,0,1,0,0,0,0,0.714286,0,0,0,0,0,0,0,1,0.857143,0.992785,0.147025,0.734273,0.880546,0.26317,0.553535,0.323207,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0.571429,0,0,1,0,0,0,0,0,0,0.869259,0.866632,0.271206,0.972027,0.604976,0.379513,0.327868,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0.857143,0,1,0,0,0,0,0,0,0.714286,0.930635,0.812064,0.569125,0.516572,0.374349,0.767857,0.303104,1
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.917868,0.91087,0.402428,0.478333,0.234127,0.806876,0.686783,1
0,0,0,1,0,0,0,1,0,0,0,0,0,0.285714,0,0,0,0,0,0,1,0,0.428571,0.863561,0.392519,0.38143,0.969907,0.998347,0.480693,0.360891,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0.142857,0,0,0,1,0,0,0,0,0.714286,0.433444,0.687993,0.829564,0.154558,0.233047,0.51514,0.830647,1
0,0,0,1,0.666667,0,0,1,0,0,0,0,0,0.571429,0,0,0,0,0,1,0,0,1,0.108989,0.644537,0.665311,0.966201,0.774032,0.356334,0.316795,1
0,0,1,0,0.666667,0,0,0,0,0,1,0,0,0.571429,0,0,0,0,1,0,0,0,0.857143,0.612513,0.674963,0.989579,0.369749,0.146126,0.170819,0.574351,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0.142857,0,0,1,0,0,0,0,0,0.571429,0.649341,0.535905,0.744209,0.29212,0.286094,0.19506,0.627195,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0.571429,0,0,0,0,0,1,0,0,0,0.118943,0.487665,0.25674,0.633361,0.883418,0.061122,0.104392,1
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.285714,0.158468,0.405509,0.132496,0.918915,0.703475,0.533573,0.731031,1
0,0,0,1,0,0,0,1,0,0,0,0,0,0.142857,0,0,0,0,0,0,1,0,0.857143,0.662671,0.918414,0.569595,0.959911,0.182082,0.996355,0.194749,1
0,0,1,0,0.333333,0,0,0,0,0,0,0,1,0.428571,0,0,0,0,0,0,1,0,0,0.022332,0.659293,0.163887,0.128087,0.977291,0.95849,0.534765,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0.714286,0,0,0,0,0,1,0,0,0.857143,0.112222,0.993377,0.66931,0.061635,0.35886,0.098943,0.059221,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0.571429,0,0,0,0,0,1,0,0,0.857143,0.165229,0.886899,0.634672,0.662103,0.805561,0.192853,0.706648,1
0,0,0,1,1,0,0,0,0,1,0,0,0,0.571429,0,0,0,0,0,1,0,0,0.285714,0.244258,0.075654,0.1477,0.433586,0.869367,0.941729,0.431952,1
0,0,0,1,0.333333,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.428571,0.972346,0.767736,0.073696,0.445068,0.762889,0.32181,0.332967,1
0,0,1,0,0.666667,1,0,0,0,0,0,0,0,0.428571,0,0,1,0,0,0,0,0,0.142857,0.851983,0.551428,0.639682,0.495833,0.903724,0.363791,0.365392,1
0,0,0,1,0.666667,0,0,0,0,1,0,0,0,0.857143,0,0,0,0,0,0,1,0,0.142857,0.836971,0.839322,0.088855,0.242547,0.420575,0.387278,0.166937,1
0,0,1,0,0.666667,0,1,0,0,0,0,0,0,0.142857,1,0,0,0,0,0,0,0,0,0.159042,0.040066,0.132904,0.524641,0.530812,0.496597,0.19073,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.571429,0.657931,0.355568,0.525084,0.784846,0.341946,0.077389,0.742366,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0.714286,0,0,0,0,0,0,0,1,0.142857,0.860421,0.650438,0.847864,0.346733,0.142912,0.456901,0.7845,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.285714,0.068454,0.721808,0.922,0.064049,0.721489,0.362264,0.643412,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0.571429,0,0,0,1,0,0,0,0,0.142857,0.602602,0.398013,0.477474,0.6928,0.458303,0.23197,0.583018,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0.571429,0,0,0,0,1,0,0,0,0.428571,0.937233,0.681817,0.797931,0.354177,0.383738,0.851784,0.129781,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0.285714,0,0,0,1,0,0,0,0,0.714286,0.959631,0.130404,0.70047,0.760126,0.59289,0.221328,0.961901,1
0,0,0,1,0.666667,0,0,1,0,0,0,0,0,0.571429,0,0,0,0,0,0,1,0,0.142857,0.188257,0.79699,0.475143,0.789815,0.405082,0.964588,0.571623,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0.571429,0,0,0,0,1,0,0,0,0,0.519275,0.859724,0.904649,0.268178,0.616562,0.977566,0.601319,1
0,0,0,1,0.333333,0,0,0,1,0,0,0,0,0.428571,0,0,1,0,0,0,0,0,0.714286,0.727338,0.218157,0.659979,0.28734,0.851666,0.963065,0.005023,1
0,0,0,1,0.333333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0.295631,0.241977,0.502009,0.00073,0.140786,0.974377,0.160927,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0.285714,0,0,0,0,0,0,0,1,0.714286,0.02627,0.147057,0.509198,0.092147,0.919219,0.711311,0.879154,1
0,0,1,0,0.333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.571429,0.484614,0.597308,0.288668,0.205994,0.338152,0.837059,0.035572,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0.142857,0,0,0,0,0,0,0,1,0.428571,0.033284,0.229944,0.955018,0.094551,0.042796,0.008229,0.328408,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0.714286,0,0,1,0,0,0,0,0,0,0.402029,0.647586,0.11997,0.011511,0.041016,0.81039,0.619631,1
0,0,0,1,0.333333,1,0,0,0,0,0,0,0,0.857143,0,0,1,0,0,0,0,0,0.428571,0.680661,0.854693,0.177986,0.257859,0.539594,0.314545,0.21281,1
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.571429,0.037315,0.423843,0.029487,0.23941,0.295931,0.269094,0.511997,1
