@relation blood-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R5-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R5-weka.filters.unsupervised.attribute.NumericToNominal-R5-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute 'Recency (months)' numeric
@attribute 'Frequency (times)' numeric
@attribute 'Monetary (c.c. blood)' numeric
@attribute 'Time (months)' numeric
@attribute NewNumeric0 numeric
@attribute 'whether he/she donated blood in March 2007' {0,1}

@data
0.189189,0.040816,0.040816,0.520833,0.879856,0
0.027027,0.040816,0.040816,0.09375,0.20265,0
0.216216,0.061224,0.061224,0.447917,0.146094,0
0.148649,0.040816,0.040816,0.270833,0.466871,0
0.148649,0,0,0.09375,0.817153,1
0.283784,0.244898,0.244898,0.572917,0.840832,0
0.027027,0,0,0,0.840631,0
0.283784,0.061224,0.061224,0.520833,0.378744,0
0.027027,0,0,0,0.211385,1
0.310811,0,0,0.21875,0.219632,0
0.148649,0.122449,0.122449,0.760417,0.789671,0
0.148649,0,0,0.09375,0.443738,0
0.054054,0,0,0.020833,0.562158,0
0.148649,0.020408,0.020408,0.125,0.904114,0
0.054054,0.204082,0.204082,0.270833,0.223172,0
0.283784,0,0,0.197917,0.699334,0
0.283784,0.040816,0.040816,0.375,0.338168,0
0.054054,0,0,0.020833,0.997872,0
0.027027,0.122449,0.122449,0.78125,0.143101,0
0.216216,0,0,0.145833,0.740043,0
0.054054,0.163265,0.163265,0.520833,0.041642,0
0.054054,0.306122,0.306122,0.375,0.834524,1
0.189189,0.040816,0.040816,0.177083,0.599807,1
0.189189,0.040816,0.040816,0.197917,0.166224,0
0.027027,0,0,0,0.770275,0
0.027027,0.020408,0.020408,0.020833,0.451917,0
0.054054,0.061224,0.061224,0.25,0.875485,0
0.310811,0.040816,0.040816,0.270833,0.458768,0
0.027027,0.081633,0.081633,0.364583,0.661547,0
0.216216,0.061224,0.061224,0.21875,0.656067,0
0.054054,0,0,0.020833,0.329286,0
0.027027,0,0,0,0.147682,0
0.027027,0,0,0,0.632689,0
0.054054,0.040816,0.040816,0.239583,0.955514,1
0.027027,0,0,0,0.89008,0
0.081081,0.428571,0.428571,0.270833,0.944441,1
0.027027,0.020408,0.020408,0.09375,0.514087,0
0.027027,0.204082,0.204082,0.802083,0.026643,1
0.216216,0.040816,0.040816,0.197917,0.570538,1
0.054054,0,0,0.020833,0.715914,1
0.054054,0.204082,0.204082,0.791667,0.014764,0
0.148649,0.040816,0.040816,0.21875,0.656652,0
0.054054,0.020408,0.020408,0.21875,0.920176,0
0.310811,0.061224,0.061224,0.885417,0.791982,0
0.054054,0,0,0.020833,0.955634,1
0.027027,0.020408,0.020408,0.40625,0.303245,0
0.027027,0.081633,0.081633,0.635417,0.035197,0
0.054054,0.22449,0.22449,0.895833,0.119443,0
0.189189,0.061224,0.061224,0.208333,0.859549,1
0.027027,0.061224,0.061224,0.125,0.508738,1
0.054054,0.040816,0.040816,0.229167,0.599391,0
0.027027,0.102041,0.102041,0.208333,0.20156,0
0.054054,0.020408,0.020408,0.520833,0.296727,0
0.189189,0,0,0.125,0.411175,0
0.054054,0.102041,0.102041,0.145833,0.443068,1
0.027027,0.285714,0.285714,0.489583,0.595638,1
0.283784,0.102041,0.102041,0.875,0.349984,0
0.027027,0.081633,0.081633,0.145833,0.506168,0
0.189189,0.020408,0.020408,0.125,0.275941,0
0.162162,0.22449,0.22449,0.583333,0.980235,0
0.310811,0.285714,0.285714,0.572917,0.186228,0
0.148649,0.265306,0.265306,0.739583,0.630552,1
0.027027,0.102041,0.102041,0.135417,0.575062,1
0.189189,0.142857,0.142857,0.5,0.449168,1
0.054054,0,0,0.020833,0.999033,0
0.310811,0.040816,0.040816,0.395833,0.8626,0
0.216216,0.040816,0.040816,0.333333,0.090377,0
0.067568,0.469388,0.469388,0.802083,0.741177,0
