@relation anneal-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute family=- numeric
@attribute family=GB numeric
@attribute family=GK numeric
@attribute family=GS numeric
@attribute family=TN numeric
@attribute family=ZA numeric
@attribute family=ZF numeric
@attribute family=ZH numeric
@attribute family=ZM numeric
@attribute family=ZS numeric
@attribute product-type=C numeric
@attribute product-type=H numeric
@attribute product-type=G numeric
@attribute steel=- numeric
@attribute steel=R numeric
@attribute steel=A numeric
@attribute steel=U numeric
@attribute steel=K numeric
@attribute steel=M numeric
@attribute steel=S numeric
@attribute steel=W numeric
@attribute steel=V numeric
@attribute carbon numeric
@attribute hardness numeric
@attribute temper_rolling=T numeric
@attribute condition=- numeric
@attribute condition=S numeric
@attribute condition=A numeric
@attribute condition=X numeric
@attribute formability=- numeric
@attribute formability=1 numeric
@attribute formability=2 numeric
@attribute formability=3 numeric
@attribute formability=4 numeric
@attribute formability=5 numeric
@attribute strength numeric
@attribute non-ageing=N numeric
@attribute surface-finish=- numeric
@attribute surface-finish=P numeric
@attribute surface-finish=M numeric
@attribute surface-quality=- numeric
@attribute surface-quality=D numeric
@attribute surface-quality=E numeric
@attribute surface-quality=F numeric
@attribute surface-quality=G numeric
@attribute enamelability=- numeric
@attribute enamelability=1 numeric
@attribute enamelability=2 numeric
@attribute enamelability=3 numeric
@attribute enamelability=4 numeric
@attribute enamelability=5 numeric
@attribute bc=Y numeric
@attribute bf=Y numeric
@attribute bt=Y numeric
@attribute bw/me=- numeric
@attribute bw/me=B numeric
@attribute bw/me=M numeric
@attribute bl=Y numeric
@attribute m=Y numeric
@attribute chrom=C numeric
@attribute phos=P numeric
@attribute cbond=Y numeric
@attribute marvi=Y numeric
@attribute exptl=Y numeric
@attribute ferro=Y numeric
@attribute corr=Y numeric
@attribute blue/bright/varn/clean=- numeric
@attribute blue/bright/varn/clean=B numeric
@attribute blue/bright/varn/clean=R numeric
@attribute blue/bright/varn/clean=V numeric
@attribute blue/bright/varn/clean=C numeric
@attribute lustre=Y numeric
@attribute jurofm=Y numeric
@attribute s=Y numeric
@attribute p=Y numeric
@attribute shape=SHEET numeric
@attribute thick numeric
@attribute width numeric
@attribute len numeric
@attribute oil=- numeric
@attribute oil=Y numeric
@attribute oil=N numeric
@attribute bore=0 numeric
@attribute bore=500 numeric
@attribute bore=600 numeric
@attribute bore=760 numeric
@attribute packing=- numeric
@attribute packing=1 numeric
@attribute packing=2 numeric
@attribute packing=3 numeric
@attribute NewNumeric0 numeric
@attribute NewNumeric1 numeric
@attribute NewNumeric2 numeric
@attribute NewNumeric3 numeric
@attribute NewNumeric4 numeric
@attribute NewNumeric5 numeric
@attribute NewNumeric6 numeric
@attribute NewNumeric7 numeric
@attribute NewNumeric8 numeric
@attribute NewNumeric9 numeric
@attribute NewNumeric10 numeric
@attribute NewNumeric11 numeric
@attribute NewNumeric12 numeric
@attribute NewNumeric13 numeric
@attribute NewNumeric14 numeric
@attribute NewNumeric15 numeric
@attribute NewNumeric16 numeric
@attribute NewNumeric17 numeric
@attribute NewNumeric18 numeric
@attribute NewNumeric19 numeric
@attribute NewNumeric20 numeric
@attribute NewNumeric21 numeric
@attribute NewNumeric22 numeric
@attribute NewNumeric23 numeric
@attribute NewNumeric24 numeric
@attribute NewNumeric25 numeric
@attribute NewNumeric26 numeric
@attribute class {1,2,3,4,5,U}

@data
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0.7875,0.099672,0,?,?,?,1,0,0,0,?,?,?,?,0.843688,0.927086,0.845427,0.102478,0.274755,0.242891,0.925189,0.839563,0.254718,0.095334,0.570609,0.978914,0.761525,0.011447,0.747641,0.708336,0.675215,0.990577,0.837513,0.160552,0.106371,0.571461,0.601835,0.943557,0.502112,0.352135,0.44018,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0.114286,0,?,0,1,0,0,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.122074,0.013115,0,?,?,?,1,0,0,0,?,?,?,?,0.661027,0.971377,0.69856,0.751702,0.702738,0.530647,0.890196,0.412677,0.697715,0.925031,0.346263,0.218147,0.580485,0.662699,0.48733,0.366462,0.235123,0.847925,0.848531,0.220703,0.953719,0.151222,0.171275,0.236269,0.304051,0.538345,0.136518,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,0,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.095745,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.24859,0.5335,0.589483,0.717158,0.358465,0.842347,0.030705,0.064905,0.356755,0.187608,0.669988,0.744935,0.329002,0.689582,0.647782,0.196247,0.189058,0.385449,0.966546,0.580534,0.401162,0.768166,0.083042,0.882013,0.830602,0.18845,0.831917,3
?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,?,0,0.588235,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0.255585,0.865574,0,?,?,?,1,0,0,0,?,?,?,?,0.896742,0.738305,0.87063,0.736552,0.223524,0.061974,0.696328,0.855618,0.798452,0.980485,0.018548,0.597016,0.248062,0.83671,0.66862,0.822928,0.049131,0.124594,0.282455,0.219664,0.132041,0.562908,0.045208,0.815734,0.683016,0.920291,0.599812,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,0,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.122074,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.898712,0.058959,0.610327,0.293889,0.220744,0.548496,0.574967,0.255354,0.435327,0.147808,0.882486,0.366039,0.570378,0.755197,0.294472,0.939465,0.324026,0.170531,0.807721,0.317371,0.75394,0.019492,0.124725,0.472682,0.275656,0.481698,0.679067,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.175798,0.633508,0,?,?,?,1,0,0,0,?,?,?,?,0.13133,0.874835,0.230977,0.142456,0.868066,0.702303,0.323922,0.627761,0.520123,0.360374,0.683363,0.066529,0.372356,0.16342,0.372542,0.881468,0.741669,0.507386,0.405166,0.05646,0.331432,0.160709,0.312282,0.334879,0.503393,0.944693,0.086043,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0.142857,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.255585,0.865574,0,?,?,?,1,0,0,0,?,?,?,?,0.687738,0.915155,0.020581,0.356032,0.579213,0.515495,0.841519,0.855873,0.392303,0.722373,0.665689,0.74651,0.713465,0.862131,0.311093,0.531713,0.334272,0.538429,0.469013,0.888684,0.657521,0.182655,0.227648,0.861283,0.949435,0.313093,0.648921,U
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,0,?,?,?,0,0,0,1,0,?,?,?,?,?,?,?,?,?,0,1,0,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.255319,0.4,0.854508,?,?,?,1,0,0,0,?,?,?,?,0.929439,0.05482,0.255675,0.97398,0.450076,0.552051,0.117777,0.298913,0.158716,0.65507,0.520213,0.851902,0.465214,0.980079,0.962569,0.543129,0.475066,0.417259,0.125118,0.454765,0.49316,0.547445,0.607973,0.446104,0.651192,0.947029,0.571897,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0.442857,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.60133,0.836066,1,?,?,?,1,0,0,0,?,?,?,?,0.667264,0.196149,0.579254,0.594204,0.632604,0.403995,0.601267,0.467184,0.684362,0.512516,0.969366,0.366897,0.036938,0.050221,0.235407,0.70253,0.174439,0.843357,0.331323,0.220058,0.514238,0.766409,0.016288,0.93841,0.150274,0.816466,0.052334,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,0,0,0.642857,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.226064,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.706587,0.069818,0.697349,0.4112,0.268208,0.961847,0.841378,0.98688,0.448856,0.479483,0.022429,0.987355,0.504738,0.811617,0.694635,0.502915,0.845389,0.376858,0.667598,0.507011,0.695521,0.153592,0.273283,0.971866,0.445325,0.284965,0.204679,3
?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,?,0,0.529412,?,0,1,0,0,?,?,?,?,?,?,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.308511,0.865574,0.854508,?,?,?,1,0,0,0,?,?,?,?,0.411958,0.849043,0.877959,0.430363,0.255903,0.978318,0.11661,0.090019,0.802195,0.960176,0.132917,0.461371,0.959009,0.770812,0.330829,0.743676,0.112361,0.512321,0.47258,0.596927,0.775427,0.807468,0.667932,0.982541,0.400092,0.902227,0.658992,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0.442857,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.601064,0.4,1,?,?,?,1,0,0,0,?,?,?,?,0.021334,0.089213,0.20607,0.497855,0.355319,0.002506,0.147704,0.692222,0.479277,0.522765,0.633605,0.846542,0.24175,0.05626,0.490701,0.395952,0.108437,0.839188,0.791423,0.157617,0.950957,0.212996,0.365045,0.959045,0.631123,0.289115,0.242371,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.042553,0.393443,0.125205,?,?,?,1,0,0,0,?,?,?,?,0.155735,0.190627,0.735153,0.006289,0.805988,0.176006,0.045569,0.949365,0.096458,0.074547,0.274299,0.09273,0.443328,0.154145,0.069113,0.693302,0.279225,0.977031,0.048732,0.860274,0.281941,0.321588,0.534864,0.945425,0.661614,0.335729,0.566118,U
?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,?,0,0,?,0,1,0,0,0,1,0,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.015957,0.8,0.854508,?,?,?,1,0,0,0,?,?,?,?,0.785414,0.503417,0.528251,0.345867,0.273617,0.642161,0.237088,0.318442,0.972252,0.693466,0.367099,0.040518,0.297878,0.311221,0.136868,0.974963,0.107122,0.577521,0.178752,0.509733,0.922161,0.645884,0.259739,0.802403,0.097047,0.268494,0.24729,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.529412,?,0,1,0,0,?,?,?,?,?,?,0,?,?,?,?,0,1,0,0,0,?,?,?,?,?,?,?,?,?,0,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.015957,0.4,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.011916,0.116292,0.727045,0.920807,0.701673,0.945315,0.820331,0.987662,0.275663,0.667213,0.611048,0.005737,0.776676,0.227642,0.944534,0.797652,0.517017,0.440363,0.747278,0.422716,0.804615,0.85709,0.399826,0.751338,0.214889,0.216168,0.136931,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.12234,0.852459,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.836236,0.275113,0.608276,0.64228,0.655804,0.376775,0.570515,0.566885,0.7888,0.218447,0.105554,0.789152,0.180051,0.482431,0.286769,0.512836,0.334697,0.87256,0.238059,0.216213,0.543197,0.366425,0.196024,0.701612,0.039483,0.6912,0.049889,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.361436,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.93857,0.091682,0.038511,0.214711,0.943999,0.459149,0.711497,0.447107,0.357579,0.515145,0.161395,0.084255,0.859654,0.928116,0.020852,0.16057,0.150833,0.427514,0.642237,0.724818,0.158076,0.711733,0.603392,0.259611,0.454714,0.101712,0.89735,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.255319,0.219672,0.614754,?,?,?,1,0,0,0,?,?,?,?,0.126216,0.474597,0.292739,0.487201,0.184354,0.775661,0.339277,0.862143,0.84,0.596744,0.399339,0.113179,0.00086,0.930941,0.269392,0.165901,0.473483,0.020621,0.257245,0.158717,0.947026,0.487235,0.833667,0.836693,0.870491,0.146625,0.09927,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.787234,0.852459,1,?,?,?,1,0,0,0,?,?,?,?,0.783641,0.987834,0.91377,0.855443,0.337289,0.417354,0.254286,0.404161,0.109943,0.314414,0.03275,0.265008,0.178599,0.116774,0.966649,0.372287,0.601704,0.317123,0.404662,0.131038,0.673832,0.83032,0.228842,0.437422,0.645737,0.401333,0.973695,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,0,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.202128,0.865574,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.118214,0.613902,0.808456,0.241047,0.219864,0.730253,0.79128,0.480039,0.869598,0.325063,0.179833,0.065272,0.70203,0.288757,0.139668,0.622881,0.811685,0.482109,0.144702,0.164575,0.925801,0.529903,0.463605,0.762088,0.832508,0.974165,0.399794,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.148936,0.4,1,?,?,?,1,0,0,0,?,?,?,?,0.888474,0.841948,0.242137,0.427387,0.098101,0.712118,0.417103,0.139914,0.401242,0.036229,0.520854,0.680067,0.521136,0.760091,0.900871,0.434113,0.584734,0.601804,0.552453,0.477766,0.383367,0.324069,0.411486,0.64775,0.148362,0.091486,0.050609,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.042553,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.755039,0.181519,0.468601,0.699289,0.597733,0.887191,0.54008,0.293066,0.430577,0.14831,0.27883,0.489927,0.379514,0.170784,0.417111,0.465356,0.455317,0.329,0.991805,0.617214,0.522551,0.19881,0.320209,0.181842,0.033547,0.738643,0.077183,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,0,0,0.928571,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.547872,0.590164,0,?,?,?,0,0,1,0,?,?,?,?,0.347949,0.0082,0.655553,0.744394,0.896433,0.40677,0.856731,0.528213,0.59054,0.347822,0.129976,0.155523,0.54515,0.322921,0.356475,0.852509,0.387231,0.175266,0.059111,0.763818,0.452717,0.971975,0.050797,0.850904,0.373321,0.688522,0.916133,3
?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,?,0,0,?,0,0,1,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.122074,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.496705,0.685787,0.10673,0.985299,0.457313,0.669991,0.428842,0.55357,0.399362,0.704527,0.636752,0.10371,0.837896,0.869044,0.014054,0.001862,0.496698,0.178806,0.705856,0.300015,0.894546,0.774381,0.691251,0.388506,0.412411,0.877368,0.735429,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.787234,0.4,0,?,?,?,1,0,0,0,0,0,0,1,0.234721,0.949919,0.72807,0.50993,0.869369,0.654262,0.70784,0.384136,0.418435,0.845264,0.356281,0.51336,0.407171,0.8079,0.143395,0.236604,0.881561,0.903489,0.344225,0.032353,0.309621,0.24187,0.00006,0.506709,0.412894,0.821836,0.788635,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.588235,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.096011,0.819672,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.529685,0.670221,0.980497,0.608672,0.330501,0.670797,0.166213,0.048528,0.381084,0.146145,0.711891,0.758507,0.427889,0.651513,0.426318,0.242251,0.787985,0.025588,0.807637,0.602164,0.65608,0.330179,0.347052,0.747013,0.185819,0.530521,0.654574,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.016223,0.4,0,0,0,1,1,0,0,0,?,?,?,?,0.367861,0.144454,0.848363,0.031986,0.349218,0.230095,0.586812,0.857309,0.480399,0.679279,0.235901,0.170151,0.555989,0.826712,0.029347,0.704009,0.346202,0.513575,0.209484,0.782719,0.455306,0.051614,0.553678,0.342211,0.968145,0.799158,0.746003,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,0,0,0.928571,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.202128,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.969847,0.807455,0.494645,0.088607,0.063484,0.85804,0.80726,0.786366,0.667301,0.055469,0.727025,0.68972,0.197074,0.521318,0.045735,0.344149,0.694914,0.910191,0.706306,0.594484,0.842505,0.983812,0.605395,0.061726,0.302909,0.596868,0.770678,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.361968,0.852459,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.625344,0.487792,0.339729,0.91436,0.632731,0.881876,0.199642,0.381084,0.539555,0.688803,0.6887,0.546864,0.365047,0.39824,0.494473,0.471556,0.303945,0.063569,0.292754,0.205666,0.206995,0.160394,0.47056,0.194912,0.489895,0.559279,0.518591,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,0,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0.12234,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.061476,0.908771,0.219569,0.910045,0.67606,0.689518,0.717214,0.230118,0.057824,0.517707,0.849211,0.0667,0.298257,0.10249,0.640368,0.591017,0.903753,0.185624,0.884751,0.348959,0.013304,0.322025,0.98516,0.969435,0.756156,0.592064,0.48865,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,0,0,1,0,0,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.255319,0.4,0.156148,?,?,?,1,0,0,0,?,?,?,?,0.307835,0.944516,0.791997,0.88696,0.121498,0.794884,0.088906,0.537451,0.798159,0.824874,0.140021,0.78018,0.736434,0.614159,0.498886,0.005637,0.75582,0.061881,0.828407,0.824784,0.985411,0.20216,0.196079,0.366883,0.881249,0.178375,0.590642,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0.255585,0.032787,0,?,?,?,1,0,0,0,?,?,?,?,0.359697,0.711308,0.715155,0.744289,0.66224,0.645353,0.160247,0.446031,0.879049,0.96539,0.268665,0.821578,0.82413,0.695311,0.553471,0.412506,0.739258,0.812484,0.213399,0.982522,0.889309,0.172152,0.48572,0.501819,0.674618,0.697324,0.156417,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0.588235,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.096011,0.4,0,?,?,?,1,0,0,0,?,?,?,?,0.709748,0.47149,0.07012,0.783749,0.23145,0.465151,0.452953,0.090749,0.035006,0.618481,0.686935,0.123244,0.993153,0.907,0.235823,0.340549,0.819785,0.542309,0.023406,0.404138,0.264503,0.648127,0.56731,0.327572,0.28563,0.177962,0.266379,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.361436,0.852459,1,?,?,?,1,0,0,0,?,?,?,?,0.247806,0.692417,0.481748,0.314903,0.922723,0.062519,0.315669,0.475418,0.185217,0.618363,0.982848,0.211769,0.877571,0.836076,0.899554,0.403148,0.473355,0.105785,0.306876,0.117948,0.091875,0.561616,0.651678,0.115946,0.593457,0.101965,0.409668,2
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0.442857,?,?,?,?,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.601064,0.836,0,?,?,?,0,0,1,0,?,?,?,?,0.253824,0.916533,0.407736,0.64052,0.106548,0.968272,0.548174,0.737275,0.828302,0.8735,0.713163,0.442751,0.977049,0.896062,0.341501,0.686799,0.660713,0.910951,0.893541,0.134597,0.818091,0.597449,0.408463,0.914231,0.380083,0.8037,0.992189,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,0,?,?,?,0,0,0,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0.202128,0.4,1,?,?,?,1,0,0,0,?,?,?,?,0.944147,0.087041,0.557461,0.87249,0.897515,0.232672,0.790019,0.702588,0.163349,0.378089,0.196205,0.906921,0.834938,0.860877,0.12304,0.864641,0.197911,0.20041,0.427396,0.995985,0.798154,0.159763,0.568861,0.118012,0.274748,0.103598,0.249066,3
?,?,?,?,?,?,?,?,?,?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,1,0,0,0,0,?,?,?,?,0,0,1,0,0,?,?,?,?,?,?,?,?,?,0,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.14867,0.852459,0,?,?,?,1,0,0,0,?,?,?,?,0.317905,0.356486,0.57335,0.962986,0.992398,0.557259,0.228747,0.153547,0.128184,0.037546,0.727923,0.044363,0.089293,0.904338,0.469579,0.272864,0.118236,0.239634,0.520111,0.511425,0.419506,0.163666,0.706665,0.114476,0.792064,0.967387,0.540239,3
